config,problem_id,seed,theoretical_effective_bits,actual_effective_bits,python_tensor_storage_bytes,sink_tokens_final,recent_tokens_final,packed_history_tokens_final,pending_tokens_final,assignment_storage,V_gate_storage,metadata_bits
pattern_rolling_s16_r128,2,43,2.4349537615463,3.1296826602770147,438697984,16,128,16896,70,69206016,4325376,276824064
pattern_rolling_s16_r128,2,44,2.4770506156861996,3.208791208791209,349241344,16,128,13056,85,53477376,3342336,213909504
pattern_rolling_s16_r128,3,42,2.44659260006145,3.1623446274212883,410583040,16,128,15616,88,63963136,3997696,255852544
pattern_rolling_s16_r128,3,43,2.5405746628304184,3.2843630509156774,267386880,16,128,9728,65,39845888,2490368,159383552
pattern_rolling_s16_r128,3,44,2.489979375392784,3.1400305638220862,319815680,16,128,12288,0,50331648,3145728,201326592
pattern_rolling_s16_r128,4,42,2.6396074082604675,3.463790446841294,202571776,16,128,6912,82,28311552,1769472,113246208
pattern_rolling_s16_r128,4,43,2.4700597268691835,3.197564864473112,361431040,16,128,13568,85,55574528,3473408,222298112
pattern_rolling_s16_r128,4,44,2.6356579911377698,3.3722991689750694,199458816,16,128,7040,35,28835840,1802240,115343360
pattern_rolling_s16_r128,5,42,2.3905436863295884,3.088912389164565,622133248,16,128,24320,121,99614720,6225920,398458880
pattern_rolling_s16_r128,5,43,2.466376398938812,3.2195399034365235,371458048,16,128,13824,115,56623104,3538944,226492416
pattern_rolling_s16_r128,5,44,2.679237539445304,3.3592021193704222,176586752,16,128,6272,0,25690112,1605632,102760448
pattern_rolling_s16_r128,6,42,2.503076072833886,3.16532465307521,302710784,16,128,11520,9,47185920,2949120,188743680
pattern_rolling_s16_r128,6,43,2.4819245841418973,3.136746197204849,332791808,16,128,12800,6,52428800,3276800,209715200
pattern_rolling_s16_r128,6,44,2.6252762186017105,3.2985756517065306,201097216,16,128,7296,1,29884416,1867776,119537664
pattern_rolling_s16_r128,7,42,2.430082744657722,3.08524942093667,447381504,16,128,17536,20,71827456,4489216,287309824
pattern_rolling_s16_r128,7,43,2.653821272201932,3.4462255902069368,193724416,16,128,6656,61,27262976,1703936,109051904
pattern_rolling_s16_r128,7,44,2.6558076243562607,3.378168498168498,188874752,16,128,6656,24,27262976,1703936,109051904
pattern_rolling_s16_r128,8,42,2.91228851295051,3.77066269545793,124452864,16,128,3840,44,15728640,983040,62914560
pattern_rolling_s16_r128,8,43,2.873544517497096,3.744760130414532,131727360,16,128,4096,53,16777216,1048576,67108864
pattern_rolling_s16_r128,8,44,3.0571686826941127,4.025648854961832,108003328,16,128,3072,58,12582912,786432,50331648
pattern_rolling_s16_r128,9,42,2.897822107932972,3.6459747817652763,123174912,16,128,3968,11,16252928,1015808,65011712
pattern_rolling_s16_r128,9,43,3.2354803464178463,4.424924924924925,96567296,16,128,2432,87,9961472,622592,39845888
pattern_rolling_s16_r128,9,44,2.493255589997327,3.2048389733529508,321191936,16,128,12032,57,49283072,3080192,197132288
pattern_rolling_s16_r128,10,42,2.4660238343619234,3.1261337868480727,361398272,16,128,13952,15,57147392,3571712,228589568
pattern_rolling_s16_r128,10,43,2.5639042066094593,3.398483016379026,253263872,16,128,8832,120,36175872,2260992,144703488
pattern_rolling_s16_r128,10,44,2.4406697640287622,3.1352401773243455,422936576,16,128,16256,66,66584576,4161536,266338304
pattern_rolling_s16_r128,11,42,2.5522077937602665,3.2273684210526317,251166720,16,128,9344,11,38273024,2392064,153092096
pattern_rolling_s16_r128,11,43,2.9372588669689867,3.7171612903225806,117997568,16,128,3712,18,15204352,950272,60817408
pattern_rolling_s16_r128,11,44,2.901864831223954,3.9736392482304126,133365760,16,128,3840,112,15728640,983040,62914560
pattern_rolling_s16_r128,12,42,2.834517923994237,3.8286584040008695,144244736,16,128,4352,102,17825792,1114112,71303168
pattern_rolling_s16_r128,12,43,2.6525442931179586,3.489979668893407,196870144,16,128,6656,85,27262976,1703936,109051904
pattern_rolling_s16_r128,12,44,2.529833483969081,3.3414258188824664,284131328,16,128,10112,123,41418752,2588672,165675008
pattern_rolling_s16_r128,13,42,2.515853225147436,3.3138500635324015,299106304,16,128,10752,121,44040192,2752512,176160768
pattern_rolling_s16_r128,13,43,2.539538148072951,3.3366068744363164,272760832,16,128,9728,106,39845888,2490368,159383552
pattern_rolling_s16_r128,13,44,2.5235133582019786,3.201050755230322,279511040,16,128,10496,18,42991616,2686976,171966464
pattern_rolling_s16_r128,14,42,2.5198225092698965,3.2472065749376675,288063488,16,128,10624,60,43515904,2719744,174063616
pattern_rolling_s16_r128,14,43,2.5036843368988917,3.2729146980499957,312115200,16,128,11392,104,46661632,2916352,186646528
pattern_rolling_s16_r128,14,44,2.5035734863829444,3.2794711084399415,312901632,16,128,11392,110,46661632,2916352,186646528
pattern_rolling_s16_r128,15,42,2.4660741148641607,3.122483697193082,360873984,16,128,13952,11,57147392,3571712,228589568
pattern_rolling_s16_r128,15,43,2.422237417150585,3.0871838651157826,473989120,16,128,18560,37,76021760,4751360,304087040
pattern_rolling_s16_r128,15,44,2.8393365587296744,3.721868830883966,139001856,16,128,4352,62,17825792,1114112,71303168
pattern_rolling_s16_r128,16,42,2.5043890594493243,3.2312333017323107,307134464,16,128,11392,66,46661632,2916352,186646528
pattern_rolling_s16_r128,16,43,2.58764849190802,3.3142311365807067,227409920,16,128,8192,39,33554432,2097152,134217728
pattern_rolling_s16_r128,16,44,2.62843574305067,3.4070256340702563,205783040,16,128,7168,60,29360128,1835008,117440512
pattern_rolling_s16_r128,17,42,2.5415174460691903,3.236844763155237,262537216,16,128,9728,28,39845888,2490368,159383552
pattern_rolling_s16_r128,17,43,2.60859165494525,3.2841997700855794,210632704,16,128,7680,4,31457280,1966080,125829120
pattern_rolling_s16_r128,17,44,2.3973196417636684,3.100524968545273,585433088,16,128,22784,120,93323264,5832704,373293056
pattern_rolling_s16_r128,18,42,2.5458092548621387,3.364831552999178,268369920,16,128,9472,119,38797312,2424832,155189248
pattern_rolling_s16_r128,18,43,2.739630830427726,3.5231073547923035,160497664,16,128,5376,40,22020096,1376256,88080384
pattern_rolling_s16_r128,18,44,2.4680190283759478,3.2214976710856322,368279552,16,128,13696,114,56098816,3506176,224395264
pattern_rolling_s16_r128,19,42,2.6345048281822354,3.4141358365543897,202604544,16,128,7040,59,28835840,1802240,115343360
pattern_rolling_s16_r128,19,43,2.6900368116571607,3.5477982385908726,181501952,16,128,6016,84,24641536,1540096,98566144
pattern_rolling_s16_r128,19,44,2.7040609030517393,3.3922120961060482,167706624,16,128,5888,2,24117248,1507328,96468992
pattern_rolling_s16_r128,20,42,2.3869712112384196,3.0824896005023152,643465216,16,128,25216,121,103284736,6455296,413138944
pattern_rolling_s16_r128,20,43,2.375857607078236,3.0310705960126647,713654272,16,128,28544,52,116916224,7307264,467664896
pattern_rolling_s16_r128,20,44,2.388625897630238,3.0650863961051917,629211136,16,128,24832,82,101711872,6356992,406847488
pattern_rolling_s16_r128,21,42,2.430853038970599,3.110025560920193,448528384,16,128,17408,52,71303168,4456448,285212672
pattern_rolling_s16_r128,21,43,2.464664601088293,3.2248083819703255,375685120,16,128,13952,124,57147392,3571712,228589568
pattern_rolling_s16_r128,21,44,2.3978584433690378,3.036407237846087,570490880,16,128,22784,6,93323264,5832704,373293056
pattern_rolling_s16_r128,22,42,2.4515115724483283,3.198438516590761,402718720,16,128,15104,121,61865984,3866624,247463936
pattern_rolling_s16_r128,22,43,2.450658294437068,3.1570772118309494,399605760,16,128,15232,74,62390272,3899392,249561088
pattern_rolling_s16_r128,22,44,2.4220029674039183,3.1098801597869508,478314496,16,128,18560,70,76021760,4751360,304087040
pattern_rolling_s16_r128,23,42,2.684877586541828,3.4423016123932975,178388992,16,128,6144,37,25165824,1572864,100663296
pattern_rolling_s16_r128,23,43,2.4141739339415382,3.1116903950270705,508493824,16,128,19712,91,80740352,5046272,322961408
pattern_rolling_s16_r128,23,44,2.3785023772538514,3.056933887853148,698482688,16,128,27648,99,113246208,7077888,452984832
pattern_rolling_s16_r128,24,42,2.912912727497875,3.758509316770186,123928576,16,128,3840,40,15728640,983040,62914560
pattern_rolling_s16_r128,24,43,2.918269481630165,3.6542219994988723,119472128,16,128,3840,6,15728640,983040,62914560
pattern_rolling_s16_r128,24,44,3.0389039502978727,3.80799045915325,104628224,16,128,3200,9,13107200,819200,52428800
pattern_rolling_s16_r128,25,42,2.409779928881996,3.077250520001935,521142272,16,128,20480,48,83886080,5242880,335544320
pattern_rolling_s16_r128,25,43,2.4080223069767097,3.1053484602917343,533659648,16,128,20736,97,84934656,5308416,339738624
pattern_rolling_s16_r128,25,44,2.4776053250186614,3.1711330867366194,344129536,16,128,13056,46,53477376,3342336,213909504
pattern_rolling_s16_r128,26,42,2.433877043004588,3.127276946281471,441614336,16,128,17024,69,69730304,4358144,278921216
pattern_rolling_s16_r128,26,43,2.415314879209099,3.0791177660866045,498630656,16,128,19584,39,80216064,5013504,320864256
pattern_rolling_s16_r128,26,44,2.604426452611061,3.449319213313162,224133120,16,128,7680,107,31457280,1966080,125829120
pattern_rolling_s16_r128,27,42,2.4254219476013743,3.1451515979240643,471629824,16,128,18048,112,73924608,4620288,295698432
pattern_rolling_s16_r128,27,43,2.4783212979616285,3.2495264075168597,351305728,16,128,12928,124,52953088,3309568,211812352
pattern_rolling_s16_r128,27,44,2.418515448278494,3.099792531120332,489586688,16,128,19072,63,78118912,4882432,312475648
pattern_rolling_s16_r128,28,42,2.4074233858331175,3.0899260102447355,533692416,16,128,20864,75,85458944,5341184,341835776
pattern_rolling_s16_r128,28,43,2.440854459497066,3.1186234571654405,420184064,16,128,16256,46,66584576,4161536,266338304
pattern_rolling_s16_r128,28,44,2.4276437935395507,3.1212524983344436,460554240,16,128,17792,75,72876032,4554752,291504128
pattern_rolling_s16_r128,29,42,2.4910869960936926,3.204852405984634,324632576,16,128,12160,60,49807360,3112960,199229440
pattern_rolling_s16_r128,29,43,2.737522401780468,3.581170574548058,163905536,16,128,5376,66,22020096,1376256,88080384
pattern_rolling_s16_r128,29,44,2.452245578696037,3.1407097575321874,393674752,16,128,15104,52,61865984,3866624,247463936
kivi_paper,0,42,2.6629516658845613,2.7817925856405443,97124352,0,128,4096,37,0,0,67108864
kivi_paper,0,43,2.651826484018265,2.7360730593607308,98172928,0,128,4224,27,0,0,69206016
kivi_paper,0,44,2.3524745269286753,2.3699563318777295,333447168,0,128,17024,22,0,0,278921216
kivi_paper,1,42,2.3319557625145517,2.3945983701979046,421265408,0,128,21248,98,0,0,348127232
kivi_paper,1,43,2.330563947633434,2.383960450425707,426639360,0,128,21632,85,0,0,354418688
kivi_paper,1,44,2.3428319004166887,2.352866712379345,365428736,0,128,18816,14,0,0,308281344
kivi_paper,2,42,2.303550781963123,2.344063774113065,631111680,0,128,32640,97,0,0,534773760
kivi_paper,2,43,2.356350836908575,2.3861260499123813,323485696,0,128,16384,36,0,0,268435456
kivi_paper,2,44,2.484729261136303,2.618298212856762,160825344,0,128,7296,73,0,0,119537664
kivi_paper,3,42,2.3720865704772476,2.4472807991120975,289013760,0,128,14208,79,0,0,232783872
kivi_paper,3,43,2.3444864980941644,2.393085306275836,365166592,0,128,18432,66,0,0,301989888
kivi_paper,3,44,2.3822413404463143,2.510181080471861,273678336,0,128,13056,124,0,0,213909504
kivi_paper,4,42,2.510934025203855,2.689992587101557,148635648,0,128,6528,88,0,0,106954752
kivi_paper,4,43,2.424724511069195,2.5446242430259107,209977344,0,128,9856,88,0,0,161480704
kivi_paper,4,44,2.3751956181533647,2.477735097453407,285343744,0,128,13824,105,0,0,226492416
kivi_paper,5,42,2.3861807489941196,2.5168678427731352,266469376,0,128,12672,123,0,0,207618048
kivi_paper,5,43,2.3034321017638666,2.320896202070494,626262016,0,128,32768,42,0,0,536870912
kivi_paper,5,44,2.3321700359493907,2.3590270320743265,413925376,0,128,21248,42,0,0,348127232
kivi_paper,6,42,2.428607672011366,2.60280089303836,210108416,0,128,9600,125,0,0,157286400
kivi_paper,6,43,2.5712265011863478,2.8267932104398614,126877696,0,128,5248,102,0,0,85983232
kivi_paper,6,44,2.3519698725376594,2.437079953650058,344588288,0,128,17024,107,0,0,278921216
kivi_paper,7,42,2.884920634920635,3.295815295815296,74842112,0,128,2560,83,0,0,41943040
kivi_paper,7,43,2.3861280841519066,2.385954056771599,252706816,0,128,12800,0,0,0,209715200
kivi_paper,7,44,2.4585802322825314,2.648968949988149,183107584,0,128,8192,117,0,0,134217728
kivi_paper,8,42,2.5671742656334473,2.675797440980357,121634816,0,128,5376,44,0,0,88080384
kivi_paper,8,43,2.49024024024024,2.5443625443625444,152698880,0,128,7168,29,0,0,117440512
kivi_paper,8,44,2.5456492524777423,2.6930959180245253,131334144,0,128,5760,64,0,0,94371840
kivi_paper,9,42,2.6209949409780777,2.6408094435075884,102629376,0,128,4608,7,0,0,75497472
kivi_paper,9,43,2.6046956872228937,2.8730350665054414,116785152,0,128,4736,97,0,0,77594624
kivi_paper,9,44,2.629228614522732,2.7235509588450766,103546880,0,128,4480,32,0,0,73400320
kivi_paper,10,42,2.381874719016934,2.4157050801738347,264110080,0,128,13184,33,0,0,216006656
kivi_paper,10,43,2.343891704454521,2.3848492931448386,366215168,0,128,18560,56,0,0,304087040
kivi_paper,10,44,2.3035589300386476,2.341985940780865,630456320,0,128,32640,92,0,0,534773760
kivi_paper,11,42,2.4026055666348736,2.416717246163184,228327424,0,128,11392,12,0,0,186646528
kivi_paper,11,43,2.5019324363011735,2.6452905811623246,151388160,0,128,6784,73,0,0,111149056
kivi_paper,11,44,2.474089635854342,2.552584670231729,164233216,0,128,7680,45,0,0,125829120
kivi_paper,12,42,2.4311258618915303,2.5950396212822886,206569472,0,128,9472,116,0,0,155189248
kivi_paper,12,43,2.3036062378167643,2.3299220272904484,626655232,0,128,32640,63,0,0,534773760
kivi_paper,12,44,2.4036446966390224,2.4778699257965955,232521728,0,128,11264,62,0,0,184549376
kivi_paper,13,42,2.4874527792768486,2.7004856988667028,163971072,0,128,7168,115,0,0,117440512
kivi_paper,13,43,2.410364464692483,2.5279271070615033,227278848,0,128,10752,94,0,0,176160768
kivi_paper,13,44,2.615752285951787,2.829592684954281,111542272,0,128,4608,75,0,0,75497472
kivi_paper,14,42,2.3652360374517123,2.4010999803574937,300417024,0,128,15104,40,0,0,247463936
kivi_paper,14,43,2.3738825930879144,2.4956711480256213,290455552,0,128,13952,126,0,0,228589568
kivi_paper,14,44,2.3182646807850436,2.3464432549840972,495583232,0,128,25600,53,0,0,419430400
kivi_paper,15,42,2.34989783176297,2.412986718129186,348258304,0,128,17408,81,0,0,285212672
kivi_paper,15,43,2.3035149598637803,2.3531987351009485,633995264,0,128,32640,119,0,0,534773760
kivi_paper,15,44,2.468389378334781,2.676262563593498,176685056,0,128,7808,122,0,0,127926272
kivi_paper,16,42,2.3524447031431897,2.373923166472643,334102528,0,128,17024,27,0,0,278921216
kivi_paper,16,43,2.3577507040528958,2.4224317374801028,324141056,0,128,16128,77,0,0,264241152
kivi_paper,16,44,2.3703089753229887,2.4039920705448083,288096256,0,128,14464,36,0,0,236978176
kivi_paper,17,42,2.3966422262956173,2.5075820696550575,246546432,0,128,11776,97,0,0,192937984
kivi_paper,17,43,2.360580547876351,2.3975873335008795,312606720,0,128,15744,43,0,0,257949696
kivi_paper,17,44,2.3554586853616155,2.39487087303014,327417856,0,128,16512,48,0,0,270532608
kivi_paper,18,42,2.325491121214721,2.335420777215407,446038016,0,128,23168,17,0,0,379584512
kivi_paper,18,43,2.3200888057026803,2.332045717016447,479723520,0,128,24960,22,0,0,408944640
kivi_paper,18,44,2.360880110880111,2.3607383607383605,306970624,0,128,15744,0,0,0,257949696
kivi_paper,19,42,2.336321055471087,2.3604884987002794,394264576,0,128,20224,36,0,0,331350016
kivi_paper,19,43,2.4983770815692914,2.585379621789444,150077440,0,128,6912,45,0,0,113246208
kivi_paper,19,44,2.3035833891493636,2.3357486451927176,628490240,0,128,32640,77,0,0,534773760
kivi_paper,20,42,2.336716594402838,2.384706346078045,396492800,0,128,20096,71,0,0,329252864
kivi_paper,20,43,2.3101894600047874,2.3364454020040353,559677440,0,128,29056,56,0,0,476053504
kivi_paper,20,44,2.4311072237085822,2.5964190162584893,206700544,0,128,9472,117,0,0,155189248
kivi_paper,21,42,2.3996089765385924,2.533832029921795,244187136,0,128,11520,115,0,0,188743680
kivi_paper,21,43,2.3034142640364186,2.3254628224582703,627703808,0,128,32768,53,0,0,536870912
kivi_paper,21,44,2.3955748552522746,2.460215053763441,243662848,0,128,11904,57,0,0,195035136
kivi_paper,22,42,2.3035524113798878,2.343648258025255,630980608,0,128,32640,96,0,0,534773760
kivi_paper,22,43,2.35689990281827,2.422740524781341,326762496,0,128,16256,79,0,0,266338304
kivi_paper,22,44,2.4038865086998342,2.4565882661537115,230162432,0,128,11264,44,0,0,184549376
kivi_paper,23,42,2.3034629404617255,2.3130012150668287,623771648,0,128,32768,23,0,0,536870912
kivi_paper,23,43,2.3034629404617255,2.3130012150668287,623771648,0,128,32768,23,0,0,536870912
kivi_paper,23,44,2.3034629404617255,2.3130012150668287,623771648,0,128,32768,23,0,0,536870912
kivi_paper,24,42,2.4938348573011915,2.5868661679135494,152961024,0,128,7040,49,0,0,115343360
kivi_paper,24,43,2.528745644599303,2.61767500791891,135397376,0,128,6144,41,0,0,100663296
kivi_paper,24,44,2.5352512155591573,2.5905996758508913,130940928,0,128,6016,25,0,0,98566144
kivi_paper,25,42,2.3035833891493636,2.3357486451927176,628490240,0,128,32640,77,0,0,534773760
kivi_paper,25,43,2.4128724782528224,2.4801036461225245,219545600,0,128,10624,53,0,0,174063616
kivi_paper,25,44,2.3879094185864282,2.4836232565428618,259653632,0,128,12544,89,0,0,205520896
kivi_paper,26,42,2.380428338520824,2.4342670816659258,269090816,0,128,13312,53,0,0,218103808
kivi_paper,26,43,2.3828402143558005,2.4490904973960297,265814016,0,128,13056,64,0,0,213909504
kivi_paper,26,44,2.303578495540199,2.336996560017048,628883456,0,128,32640,80,0,0,534773760
kivi_paper,27,42,2.3621447687014148,2.4294634892315536,312344576,0,128,15488,77,0,0,253755392
kivi_paper,27,43,2.3258718799844806,2.3423718584299693,445120512,0,128,23040,28,0,0,377487360
kivi_paper,27,44,2.303562189963176,2.3411546303904562,630194176,0,128,32640,90,0,0,534773760
kivi_paper,28,42,2.339731824207199,2.359946976649332,379191296,0,128,19456,29,0,0,318767104
kivi_paper,28,43,2.326412104371988,2.3979507662918422,452460544,0,128,22784,120,0,0,373293056
kivi_paper,28,44,2.3319328709091756,2.398398584795866,422051840,0,128,21248,104,0,0,348127232
kivi_paper,29,42,2.423160173160173,2.4919323101141284,207486976,0,128,9984,51,0,0,163577856
kivi_paper,29,43,2.3035149598637803,2.3531987351009485,633995264,0,128,32640,119,0,0,534773760
kivi_paper,29,44,2.5092810842663527,2.515026517383618,139853824,0,128,6656,3,0,0,109051904
kivi_rolling_s0_r128,0,42,2.6629516658845613,2.7817925856405443,97124352,0,128,4096,37,0,0,67108864
kivi_rolling_s0_r128,0,43,2.651826484018265,2.7360730593607308,98172928,0,128,4224,27,0,0,69206016
kivi_rolling_s0_r128,0,44,2.3524745269286753,2.3699563318777295,333447168,0,128,17024,22,0,0,278921216
kivi_rolling_s0_r128,1,42,2.3319557625145517,2.3945983701979046,421265408,0,128,21248,98,0,0,348127232
kivi_rolling_s0_r128,1,43,2.330563947633434,2.383960450425707,426639360,0,128,21632,85,0,0,354418688
kivi_rolling_s0_r128,1,44,2.3428319004166887,2.352866712379345,365428736,0,128,18816,14,0,0,308281344
kivi_rolling_s0_r128,2,42,2.303550781963123,2.344063774113065,631111680,0,128,32640,97,0,0,534773760
kivi_rolling_s0_r128,2,43,2.356350836908575,2.3861260499123813,323485696,0,128,16384,36,0,0,268435456
kivi_rolling_s0_r128,2,44,2.484729261136303,2.618298212856762,160825344,0,128,7296,73,0,0,119537664
kivi_rolling_s0_r128,3,42,2.3720865704772476,2.4472807991120975,289013760,0,128,14208,79,0,0,232783872
kivi_rolling_s0_r128,3,43,2.3444864980941644,2.393085306275836,365166592,0,128,18432,66,0,0,301989888
kivi_rolling_s0_r128,3,44,2.3822413404463143,2.510181080471861,273678336,0,128,13056,124,0,0,213909504
kivi_rolling_s0_r128,4,42,2.510934025203855,2.689992587101557,148635648,0,128,6528,88,0,0,106954752
kivi_rolling_s0_r128,4,43,2.424724511069195,2.5446242430259107,209977344,0,128,9856,88,0,0,161480704
kivi_rolling_s0_r128,4,44,2.3751956181533647,2.477735097453407,285343744,0,128,13824,105,0,0,226492416
kivi_rolling_s0_r128,5,42,2.3861807489941196,2.5168678427731352,266469376,0,128,12672,123,0,0,207618048
kivi_rolling_s0_r128,5,43,2.3034321017638666,2.320896202070494,626262016,0,128,32768,42,0,0,536870912
kivi_rolling_s0_r128,5,44,2.3321700359493907,2.3590270320743265,413925376,0,128,21248,42,0,0,348127232
kivi_rolling_s0_r128,6,42,2.428607672011366,2.60280089303836,210108416,0,128,9600,125,0,0,157286400
kivi_rolling_s0_r128,6,43,2.5712265011863478,2.8267932104398614,126877696,0,128,5248,102,0,0,85983232
kivi_rolling_s0_r128,6,44,2.3519698725376594,2.437079953650058,344588288,0,128,17024,107,0,0,278921216
kivi_rolling_s0_r128,7,42,2.884920634920635,3.295815295815296,74842112,0,128,2560,83,0,0,41943040
kivi_rolling_s0_r128,7,43,2.3861280841519066,2.385954056771599,252706816,0,128,12800,0,0,0,209715200
kivi_rolling_s0_r128,7,44,2.4585802322825314,2.648968949988149,183107584,0,128,8192,117,0,0,134217728
kivi_rolling_s0_r128,8,42,2.5671742656334473,2.675797440980357,121634816,0,128,5376,44,0,0,88080384
kivi_rolling_s0_r128,8,43,2.49024024024024,2.5443625443625444,152698880,0,128,7168,29,0,0,117440512
kivi_rolling_s0_r128,8,44,2.5456492524777423,2.6930959180245253,131334144,0,128,5760,64,0,0,94371840
kivi_rolling_s0_r128,9,42,2.6209949409780777,2.6408094435075884,102629376,0,128,4608,7,0,0,75497472
kivi_rolling_s0_r128,9,43,2.6046956872228937,2.8730350665054414,116785152,0,128,4736,97,0,0,77594624
kivi_rolling_s0_r128,9,44,2.629228614522732,2.7235509588450766,103546880,0,128,4480,32,0,0,73400320
kivi_rolling_s0_r128,10,42,2.381874719016934,2.4157050801738347,264110080,0,128,13184,33,0,0,216006656
kivi_rolling_s0_r128,10,43,2.343891704454521,2.3848492931448386,366215168,0,128,18560,56,0,0,304087040
kivi_rolling_s0_r128,10,44,2.3035589300386476,2.341985940780865,630456320,0,128,32640,92,0,0,534773760
kivi_rolling_s0_r128,11,42,2.4026055666348736,2.416717246163184,228327424,0,128,11392,12,0,0,186646528
kivi_rolling_s0_r128,11,43,2.5019324363011735,2.6452905811623246,151388160,0,128,6784,73,0,0,111149056
kivi_rolling_s0_r128,11,44,2.474089635854342,2.552584670231729,164233216,0,128,7680,45,0,0,125829120
kivi_rolling_s0_r128,12,42,2.4311258618915303,2.5950396212822886,206569472,0,128,9472,116,0,0,155189248
kivi_rolling_s0_r128,12,43,2.3036062378167643,2.3299220272904484,626655232,0,128,32640,63,0,0,534773760
kivi_rolling_s0_r128,12,44,2.4036446966390224,2.4778699257965955,232521728,0,128,11264,62,0,0,184549376
kivi_rolling_s0_r128,13,42,2.4874527792768486,2.7004856988667028,163971072,0,128,7168,115,0,0,117440512
kivi_rolling_s0_r128,13,43,2.410364464692483,2.5279271070615033,227278848,0,128,10752,94,0,0,176160768
kivi_rolling_s0_r128,13,44,2.615752285951787,2.829592684954281,111542272,0,128,4608,75,0,0,75497472
kivi_rolling_s0_r128,14,42,2.3652360374517123,2.4010999803574937,300417024,0,128,15104,40,0,0,247463936
kivi_rolling_s0_r128,14,43,2.3738825930879144,2.4956711480256213,290455552,0,128,13952,126,0,0,228589568
kivi_rolling_s0_r128,14,44,2.3182646807850436,2.3464432549840972,495583232,0,128,25600,53,0,0,419430400
kivi_rolling_s0_r128,15,42,2.34989783176297,2.412986718129186,348258304,0,128,17408,81,0,0,285212672
kivi_rolling_s0_r128,15,43,2.3035149598637803,2.3531987351009485,633995264,0,128,32640,119,0,0,534773760
kivi_rolling_s0_r128,15,44,2.468389378334781,2.676262563593498,176685056,0,128,7808,122,0,0,127926272
kivi_rolling_s0_r128,16,42,2.3524447031431897,2.373923166472643,334102528,0,128,17024,27,0,0,278921216
kivi_rolling_s0_r128,16,43,2.3577507040528958,2.4224317374801028,324141056,0,128,16128,77,0,0,264241152
kivi_rolling_s0_r128,16,44,2.3703089753229887,2.4039920705448083,288096256,0,128,14464,36,0,0,236978176
kivi_rolling_s0_r128,17,42,2.3966422262956173,2.5075820696550575,246546432,0,128,11776,97,0,0,192937984
kivi_rolling_s0_r128,17,43,2.360580547876351,2.3975873335008795,312606720,0,128,15744,43,0,0,257949696
kivi_rolling_s0_r128,17,44,2.3554586853616155,2.39487087303014,327417856,0,128,16512,48,0,0,270532608
kivi_rolling_s0_r128,18,42,2.325491121214721,2.335420777215407,446038016,0,128,23168,17,0,0,379584512
kivi_rolling_s0_r128,18,43,2.3200888057026803,2.332045717016447,479723520,0,128,24960,22,0,0,408944640
kivi_rolling_s0_r128,18,44,2.360880110880111,2.3607383607383605,306970624,0,128,15744,0,0,0,257949696
kivi_rolling_s0_r128,19,42,2.336321055471087,2.3604884987002794,394264576,0,128,20224,36,0,0,331350016
kivi_rolling_s0_r128,19,43,2.4983770815692914,2.585379621789444,150077440,0,128,6912,45,0,0,113246208
kivi_rolling_s0_r128,19,44,2.3035833891493636,2.3357486451927176,628490240,0,128,32640,77,0,0,534773760
kivi_rolling_s0_r128,20,42,2.336716594402838,2.384706346078045,396492800,0,128,20096,71,0,0,329252864
kivi_rolling_s0_r128,20,43,2.3101894600047874,2.3364454020040353,559677440,0,128,29056,56,0,0,476053504
kivi_rolling_s0_r128,20,44,2.4311072237085822,2.5964190162584893,206700544,0,128,9472,117,0,0,155189248
kivi_rolling_s0_r128,21,42,2.3996089765385924,2.533832029921795,244187136,0,128,11520,115,0,0,188743680
kivi_rolling_s0_r128,21,43,2.3034142640364186,2.3254628224582703,627703808,0,128,32768,53,0,0,536870912
kivi_rolling_s0_r128,21,44,2.3955748552522746,2.460215053763441,243662848,0,128,11904,57,0,0,195035136
kivi_rolling_s0_r128,22,42,2.3035524113798878,2.343648258025255,630980608,0,128,32640,96,0,0,534773760
kivi_rolling_s0_r128,22,43,2.35689990281827,2.422740524781341,326762496,0,128,16256,79,0,0,266338304
kivi_rolling_s0_r128,22,44,2.4038865086998342,2.4565882661537115,230162432,0,128,11264,44,0,0,184549376
kivi_rolling_s0_r128,23,42,2.3034629404617255,2.3130012150668287,623771648,0,128,32768,23,0,0,536870912
kivi_rolling_s0_r128,23,43,2.3034629404617255,2.3130012150668287,623771648,0,128,32768,23,0,0,536870912
kivi_rolling_s0_r128,23,44,2.3034629404617255,2.3130012150668287,623771648,0,128,32768,23,0,0,536870912
kivi_rolling_s0_r128,24,42,2.4938348573011915,2.5868661679135494,152961024,0,128,7040,49,0,0,115343360
kivi_rolling_s0_r128,24,43,2.528745644599303,2.61767500791891,135397376,0,128,6144,41,0,0,100663296
kivi_rolling_s0_r128,24,44,2.5352512155591573,2.5905996758508913,130940928,0,128,6016,25,0,0,98566144
kivi_rolling_s0_r128,25,42,2.3035833891493636,2.3357486451927176,628490240,0,128,32640,77,0,0,534773760
kivi_rolling_s0_r128,25,43,2.4128724782528224,2.4801036461225245,219545600,0,128,10624,53,0,0,174063616
kivi_rolling_s0_r128,25,44,2.3879094185864282,2.4836232565428618,259653632,0,128,12544,89,0,0,205520896
kivi_rolling_s0_r128,26,42,2.380428338520824,2.4342670816659258,269090816,0,128,13312,53,0,0,218103808
