config,problem_id,seed,generated_tokens,stop_reason,length_truncated
kivi_rolling_s16_r128,26,42,16399,eos,False
kivi_rolling_s16_r128,26,43,32768,length,True
kivi_rolling_s16_r128,26,44,11736,eos,False
kivi_rolling_s16_r128,27,42,18098,eos,False
kivi_rolling_s16_r128,27,43,6789,eos,False
kivi_rolling_s16_r128,27,44,32768,length,True
kivi_rolling_s16_r128,28,42,18441,eos,False
kivi_rolling_s16_r128,28,43,15244,eos,False
kivi_rolling_s16_r128,28,44,22107,eos,False
kivi_rolling_s16_r128,29,42,15252,eos,False
kivi_rolling_s16_r128,29,43,14524,eos,False
kivi_rolling_s16_r128,29,44,11127,eos,False
