dataset,task,sample_id,problem_id,sample_index,fp16_score,kivi_score,patternkv_score,pattern_minus_kivi,pattern_minus_fp16,fp16_correct,kivi_correct,patternkv_correct,input_tokens,fp16_output_tokens,kivi_output_tokens,patternkv_output_tokens,fp16_stop_reason,kivi_stop_reason,patternkv_stop_reason,fp16_hit_max,kivi_hit_max,patternkv_hit_max,quantized_tokens,fp16_residual_tokens,dynamic_pattern_count_k,dynamic_pattern_count_v,assignment_bytes,mask_bytes,centroid_bytes,config_hash,git_commit,error
gsm8k,gsm8k,,210,,1.0,1.0,1.0,0.0,0.0,True,True,True,140,305,283,337,eos,eos,eos,False,False,False,349,128,2,2,1572864,98304,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,211,,1.0,0.0,1.0,1.0,0.0,True,False,True,97,224,258,216,eos,eos,eos,False,False,False,185,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,212,,1.0,1.0,1.0,0.0,0.0,True,True,True,88,191,327,172,eos,eos,eos,False,False,False,132,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,213,,1.0,1.0,1.0,0.0,0.0,True,True,True,98,205,176,204,eos,eos,eos,False,False,False,174,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,214,,1.0,1.0,0.0,-1.0,-1.0,True,True,False,104,410,434,2048,eos,eos,length,False,False,True,2024,128,16,16,8388608,524288,6291456,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,215,,1.0,1.0,1.0,0.0,0.0,True,True,True,96,135,149,126,eos,eos,eos,False,False,False,94,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,216,,1.0,0.0,1.0,1.0,0.0,True,False,True,90,212,2048,225,eos,length,eos,False,True,False,187,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,217,,1.0,1.0,1.0,0.0,0.0,True,True,True,75,153,176,174,eos,eos,eos,False,False,False,121,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,218,,1.0,1.0,1.0,0.0,0.0,True,True,True,85,402,403,497,eos,eos,eos,False,False,False,454,128,4,4,2097152,131072,4718592,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,219,,1.0,1.0,1.0,0.0,0.0,True,True,True,95,231,257,243,eos,eos,eos,False,False,False,210,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,220,,1.0,0.0,1.0,1.0,0.0,True,False,True,90,206,216,196,eos,eos,eos,False,False,False,158,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,221,,1.0,1.0,1.0,0.0,0.0,True,True,True,100,190,177,181,eos,eos,eos,False,False,False,153,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,222,,1.0,1.0,1.0,0.0,0.0,True,True,True,69,142,133,142,eos,eos,eos,False,False,False,83,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,223,,1.0,1.0,1.0,0.0,0.0,True,True,True,84,126,144,133,eos,eos,eos,False,False,False,89,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,224,,1.0,1.0,1.0,0.0,0.0,True,True,True,105,210,174,181,eos,eos,eos,False,False,False,158,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,225,,0.0,1.0,0.0,-1.0,0.0,False,True,False,99,189,155,208,eos,eos,eos,False,False,False,179,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,226,,0.0,1.0,0.0,-1.0,0.0,False,True,False,106,221,261,224,eos,eos,eos,False,False,False,202,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,227,,1.0,1.0,1.0,0.0,0.0,True,True,True,150,278,258,245,eos,eos,eos,False,False,False,267,128,2,2,1572864,98304,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,228,,1.0,1.0,1.0,0.0,0.0,True,True,True,95,252,261,279,eos,eos,eos,False,False,False,246,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,229,,1.0,1.0,1.0,0.0,0.0,True,True,True,126,275,207,317,eos,eos,eos,False,False,False,315,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,230,,1.0,1.0,1.0,0.0,0.0,True,True,True,96,249,232,255,eos,eos,eos,False,False,False,223,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,231,,1.0,1.0,1.0,0.0,0.0,True,True,True,98,121,177,180,eos,eos,eos,False,False,False,150,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,232,,1.0,1.0,1.0,0.0,0.0,True,True,True,81,146,146,143,eos,eos,eos,False,False,False,96,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,233,,1.0,1.0,1.0,0.0,0.0,True,True,True,93,248,360,215,eos,eos,eos,False,False,False,180,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,234,,0.0,0.0,0.0,0.0,0.0,False,False,False,94,193,281,232,eos,eos,eos,False,False,False,198,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,235,,0.0,0.0,0.0,0.0,0.0,False,False,False,97,163,222,210,eos,eos,eos,False,False,False,179,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,236,,0.0,0.0,0.0,0.0,0.0,False,False,False,100,201,2048,2048,eos,length,length,False,True,True,2020,128,16,16,8388608,524288,6291456,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,237,,1.0,1.0,1.0,0.0,0.0,True,True,True,85,117,108,113,eos,eos,eos,False,False,False,70,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,238,,1.0,1.0,1.0,0.0,0.0,True,True,True,80,196,174,203,eos,eos,eos,False,False,False,155,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,239,,1.0,1.0,1.0,0.0,0.0,True,True,True,127,200,381,260,eos,eos,eos,False,False,False,259,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,240,,1.0,1.0,1.0,0.0,0.0,True,True,True,77,135,152,145,eos,eos,eos,False,False,False,94,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,241,,1.0,0.0,0.0,0.0,-1.0,True,False,False,80,183,194,2048,eos,eos,length,False,False,True,2000,128,16,16,8388608,524288,6291456,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,242,,1.0,0.0,1.0,1.0,0.0,True,False,True,109,279,2048,291,eos,length,eos,False,True,False,272,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,243,,1.0,1.0,1.0,0.0,0.0,True,True,True,99,226,207,219,eos,eos,eos,False,False,False,190,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,244,,1.0,1.0,1.0,0.0,0.0,True,True,True,116,199,243,254,eos,eos,eos,False,False,False,242,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,245,,1.0,1.0,1.0,0.0,0.0,True,True,True,106,187,193,151,eos,eos,eos,False,False,False,129,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,246,,1.0,1.0,1.0,0.0,0.0,True,True,True,127,250,382,266,eos,eos,eos,False,False,False,265,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,247,,1.0,1.0,1.0,0.0,0.0,True,True,True,113,146,134,157,eos,eos,eos,False,False,False,142,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,248,,1.0,1.0,1.0,0.0,0.0,True,True,True,75,135,138,155,eos,eos,eos,False,False,False,102,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,249,,1.0,1.0,1.0,0.0,0.0,True,True,True,105,295,318,286,eos,eos,eos,False,False,False,263,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,250,,0.0,1.0,0.0,-1.0,0.0,False,True,False,99,2048,374,610,length,eos,eos,True,False,False,581,128,5,5,2621440,163840,4849664,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,251,,1.0,1.0,1.0,0.0,0.0,True,True,True,77,117,116,119,eos,eos,eos,False,False,False,68,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,252,,1.0,0.0,1.0,1.0,0.0,True,False,True,84,294,234,347,eos,eos,eos,False,False,False,303,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,253,,1.0,1.0,1.0,0.0,0.0,True,True,True,80,110,107,122,eos,eos,eos,False,False,False,74,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,254,,1.0,1.0,1.0,0.0,0.0,True,True,True,105,167,173,238,eos,eos,eos,False,False,False,215,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,255,,0.0,0.0,0.0,0.0,0.0,False,False,False,90,198,224,253,eos,eos,eos,False,False,False,215,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,256,,1.0,1.0,1.0,0.0,0.0,True,True,True,92,312,242,235,eos,eos,eos,False,False,False,199,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,257,,1.0,0.0,0.0,0.0,-1.0,True,False,False,87,236,457,388,eos,eos,eos,False,False,False,347,128,3,3,1572864,98304,4587520,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,258,,1.0,1.0,1.0,0.0,0.0,True,True,True,96,145,169,144,eos,eos,eos,False,False,False,112,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,259,,1.0,0.0,1.0,1.0,0.0,True,False,True,80,300,2048,438,eos,length,eos,False,True,False,390,128,4,4,2097152,131072,4718592,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,260,,1.0,0.0,1.0,1.0,0.0,True,False,True,83,215,239,224,eos,eos,eos,False,False,False,179,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,261,,1.0,1.0,1.0,0.0,0.0,True,True,True,75,196,199,195,eos,eos,eos,False,False,False,142,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,262,,1.0,1.0,1.0,0.0,0.0,True,True,True,78,134,158,133,eos,eos,eos,False,False,False,83,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,263,,1.0,1.0,1.0,0.0,0.0,True,True,True,95,215,215,218,eos,eos,eos,False,False,False,185,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,264,,1.0,0.0,1.0,1.0,0.0,True,False,True,75,148,146,151,eos,eos,eos,False,False,False,98,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,265,,1.0,0.0,0.0,0.0,-1.0,True,False,False,132,230,263,269,eos,eos,eos,False,False,False,273,128,2,2,1572864,98304,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,266,,1.0,0.0,0.0,0.0,-1.0,True,False,False,116,299,424,236,eos,eos,eos,False,False,False,224,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,267,,0.0,0.0,0.0,0.0,0.0,False,False,False,118,273,245,244,eos,eos,eos,False,False,False,234,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,268,,1.0,1.0,1.0,0.0,0.0,True,True,True,89,192,193,187,eos,eos,eos,False,False,False,148,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,269,,1.0,1.0,1.0,0.0,0.0,True,True,True,79,135,135,129,eos,eos,eos,False,False,False,80,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,270,,1.0,1.0,1.0,0.0,0.0,True,True,True,115,168,211,156,eos,eos,eos,False,False,False,143,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,271,,1.0,0.0,1.0,1.0,0.0,True,False,True,89,210,352,215,eos,eos,eos,False,False,False,176,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,272,,0.0,0.0,1.0,1.0,1.0,False,False,True,87,152,165,161,eos,eos,eos,False,False,False,120,128,1,1,524288,32768,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,273,,1.0,1.0,1.0,0.0,0.0,True,True,True,118,270,244,250,eos,eos,eos,False,False,False,240,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,274,,1.0,1.0,1.0,0.0,0.0,True,True,True,115,263,207,214,eos,eos,eos,False,False,False,201,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,275,,1.0,1.0,1.0,0.0,0.0,True,True,True,133,245,227,302,eos,eos,eos,False,False,False,307,128,2,2,1572864,98304,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,276,,1.0,1.0,1.0,0.0,0.0,True,True,True,109,334,277,195,eos,eos,eos,False,False,False,176,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,277,,0.0,0.0,0.0,0.0,0.0,False,False,False,88,232,241,238,eos,eos,eos,False,False,False,198,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,278,,1.0,1.0,1.0,0.0,0.0,True,True,True,79,220,258,266,eos,eos,eos,False,False,False,217,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,279,,1.0,1.0,1.0,0.0,0.0,True,True,True,73,247,289,265,eos,eos,eos,False,False,False,210,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,280,,1.0,1.0,1.0,0.0,0.0,True,True,True,80,188,202,235,eos,eos,eos,False,False,False,187,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,281,,1.0,1.0,1.0,0.0,0.0,True,True,True,92,277,326,257,eos,eos,eos,False,False,False,221,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,282,,1.0,0.0,1.0,1.0,0.0,True,False,True,96,187,234,202,eos,eos,eos,False,False,False,170,128,2,2,1048576,65536,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,283,,1.0,0.0,0.0,0.0,-1.0,True,False,False,133,271,402,249,eos,eos,eos,False,False,False,254,128,1,1,1048576,65536,4325376,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
gsm8k,gsm8k,,284,,1.0,1.0,1.0,0.0,0.0,True,True,True,140,266,279,248,eos,eos,eos,False,False,False,260,128,2,2,1572864,98304,4456448,ce8815a4aeb50dd1|7e87d7bf036cb771|9f29f8123bac1960,044be34cd8c137a4e3cf7f3d5dd37a93ed2e62fa|dbe38273c44c7c1c395eea747a9f0878a32fb504,
