hardware,layer,kv_head,true_positive,true_negative,false_positive,false_negative,total,candidate_count,accepted_count,positive_support,negative_support,micro_fpr,micro_fnr,precision_micro,recall_micro,acceptance_micro
v100,5,0,422,100,1,37,560,560,423,459,101,0.009900990099009901,0.08061002178649238,0.9976359338061466,0.9193899782135077,0.7553571428571428
v100,5,1,473,76,1,10,560,560,474,483,77,0.012987012987012988,0.020703933747412008,0.9978902953586498,0.979296066252588,0.8464285714285714
v100,5,2,482,73,0,5,560,560,482,487,73,0.0,0.01026694045174538,1.0,0.9897330595482546,0.8607142857142858
v100,5,3,453,85,0,22,560,560,453,475,85,0.0,0.04631578947368421,1.0,0.9536842105263158,0.8089285714285714
v100,5,4,414,100,1,45,560,560,415,459,101,0.009900990099009901,0.09803921568627451,0.9975903614457832,0.9019607843137255,0.7410714285714286
v100,5,5,340,125,2,93,560,560,342,433,127,0.015748031496062992,0.21478060046189376,0.9941520467836257,0.7852193995381063,0.6107142857142858
v100,5,6,454,85,2,19,560,560,456,473,87,0.022988505747126436,0.040169133192389,0.9956140350877193,0.959830866807611,0.8142857142857143
v100,5,7,466,81,0,13,560,560,466,479,81,0.0,0.027139874739039668,1.0,0.9728601252609603,0.8321428571428572
v100,6,0,357,122,1,80,560,560,358,437,123,0.008130081300813009,0.18306636155606407,0.9972067039106145,0.816933638443936,0.6392857142857142
v100,6,1,289,148,0,123,560,560,289,412,148,0.0,0.29854368932038833,1.0,0.7014563106796117,0.5160714285714286
v100,6,2,459,53,3,45,560,560,462,504,56,0.05357142857142857,0.08928571428571429,0.9935064935064936,0.9107142857142857,0.825
v100,6,3,467,83,1,9,560,560,468,476,84,0.011904761904761904,0.018907563025210083,0.9978632478632479,0.9810924369747899,0.8357142857142857
v100,6,4,466,76,0,18,560,560,466,484,76,0.0,0.0371900826446281,1.0,0.9628099173553719,0.8321428571428572
v100,6,5,365,119,7,69,560,560,372,434,126,0.05555555555555555,0.15898617511520738,0.9811827956989247,0.8410138248847926,0.6642857142857143
v100,6,6,392,105,0,63,560,560,392,455,105,0.0,0.13846153846153847,1.0,0.8615384615384616,0.7
v100,6,7,342,125,3,90,560,560,345,432,128,0.0234375,0.20833333333333334,0.991304347826087,0.7916666666666666,0.6160714285714286
v100,7,0,468,80,0,12,560,560,468,480,80,0.0,0.025,1.0,0.975,0.8357142857142857
v100,7,1,460,75,0,25,560,560,460,485,75,0.0,0.05154639175257732,1.0,0.9484536082474226,0.8214285714285714
v100,7,2,407,105,1,47,560,560,408,454,106,0.009433962264150943,0.10352422907488987,0.9975490196078431,0.8964757709251101,0.7285714285714285
v100,7,3,378,108,2,72,560,560,380,450,110,0.01818181818181818,0.16,0.9947368421052631,0.84,0.6785714285714286
v100,7,4,416,106,0,38,560,560,416,454,106,0.0,0.08370044052863436,1.0,0.9162995594713657,0.7428571428571429
v100,7,5,460,81,0,19,560,560,460,479,81,0.0,0.03966597077244259,1.0,0.9603340292275574,0.8214285714285714
v100,7,6,471,77,0,12,560,560,471,483,77,0.0,0.024844720496894408,1.0,0.9751552795031055,0.8410714285714286
v100,7,7,406,101,0,53,560,560,406,459,101,0.0,0.11546840958605664,1.0,0.8845315904139434,0.725
v100,8,0,422,95,0,43,560,560,422,465,95,0.0,0.09247311827956989,1.0,0.9075268817204301,0.7535714285714286
v100,8,1,360,115,1,84,560,560,361,444,116,0.008620689655172414,0.1891891891891892,0.997229916897507,0.8108108108108109,0.6446428571428572
v100,8,2,445,55,0,60,560,560,445,505,55,0.0,0.1188118811881188,1.0,0.8811881188118812,0.7946428571428571
v100,8,3,455,78,0,27,560,560,455,482,78,0.0,0.056016597510373446,1.0,0.9439834024896265,0.8125
v100,8,4,344,82,3,131,560,560,347,475,85,0.03529411764705882,0.27578947368421053,0.9913544668587896,0.7242105263157895,0.6196428571428572
v100,8,5,454,60,0,46,560,560,454,500,60,0.0,0.092,1.0,0.908,0.8107142857142857
v100,8,6,283,149,0,128,560,560,283,411,149,0.0,0.31143552311435524,1.0,0.6885644768856448,0.5053571428571428
v100,8,7,427,69,2,62,560,560,429,489,71,0.028169014084507043,0.12678936605316973,0.9953379953379954,0.8732106339468303,0.7660714285714286
v100,9,0,448,40,0,72,560,560,448,520,40,0.0,0.13846153846153847,1.0,0.8615384615384616,0.8
v100,9,1,244,151,3,162,560,560,247,406,154,0.01948051948051948,0.39901477832512317,0.9878542510121457,0.6009852216748769,0.44107142857142856
v100,9,2,483,61,1,15,560,560,484,498,62,0.016129032258064516,0.030120481927710843,0.9979338842975206,0.9698795180722891,0.8642857142857143
v100,9,3,412,95,0,53,560,560,412,465,95,0.0,0.11397849462365592,1.0,0.886021505376344,0.7357142857142858
v100,9,4,449,83,0,28,560,560,449,477,83,0.0,0.05870020964360587,1.0,0.9412997903563941,0.8017857142857143
v100,9,5,368,118,1,73,560,560,369,441,119,0.008403361344537815,0.1655328798185941,0.997289972899729,0.8344671201814059,0.6589285714285714
v100,9,6,371,121,0,68,560,560,371,439,121,0.0,0.1548974943052392,1.0,0.8451025056947609,0.6625
v100,9,7,345,89,0,126,560,560,345,471,89,0.0,0.267515923566879,1.0,0.732484076433121,0.6160714285714286
gpu4090,0,0,448,56,11,45,560,560,459,493,67,0.16417910447761194,0.09127789046653144,0.9760348583877996,0.9087221095334685,0.8196428571428571
gpu4090,0,1,237,146,5,172,560,560,242,409,151,0.033112582781456956,0.42053789731051344,0.9793388429752066,0.5794621026894865,0.43214285714285716
gpu4090,0,2,351,109,4,96,560,560,355,447,113,0.035398230088495575,0.21476510067114093,0.9887323943661972,0.785234899328859,0.6339285714285714
gpu4090,0,3,220,179,1,160,560,560,221,380,180,0.005555555555555556,0.42105263157894735,0.995475113122172,0.5789473684210527,0.39464285714285713
gpu4090,0,4,254,174,0,132,560,560,254,386,174,0.0,0.34196891191709844,1.0,0.6580310880829016,0.45357142857142857
gpu4090,0,5,541,8,2,9,560,560,543,550,10,0.2,0.016363636363636365,0.996316758747698,0.9836363636363636,0.9696428571428571
gpu4090,0,6,485,34,0,41,560,560,485,526,34,0.0,0.0779467680608365,1.0,0.9220532319391636,0.8660714285714286
gpu4090,0,7,530,27,1,2,560,560,531,532,28,0.03571428571428571,0.0037593984962406013,0.9981167608286252,0.9962406015037594,0.9482142857142857
gpu4090,1,0,446,86,0,28,560,560,446,474,86,0.0,0.05907172995780591,1.0,0.9409282700421941,0.7964285714285714
gpu4090,1,1,296,144,1,119,560,560,297,415,145,0.006896551724137931,0.28674698795180725,0.9966329966329966,0.7132530120481928,0.5303571428571429
gpu4090,1,2,476,73,1,10,560,560,477,486,74,0.013513513513513514,0.0205761316872428,0.9979035639412998,0.9794238683127572,0.8517857142857143
gpu4090,1,3,262,153,1,144,560,560,263,406,154,0.006493506493506494,0.35467980295566504,0.9961977186311787,0.645320197044335,0.46964285714285714
gpu4090,1,4,479,64,1,16,560,560,480,495,65,0.015384615384615385,0.03232323232323232,0.9979166666666667,0.9676767676767677,0.8571428571428571
gpu4090,1,5,438,86,12,24,560,560,450,462,98,0.12244897959183673,0.05194805194805195,0.9733333333333334,0.948051948051948,0.8035714285714286
gpu4090,1,6,402,108,1,49,560,560,403,451,109,0.009174311926605505,0.10864745011086474,0.9975186104218362,0.8913525498891353,0.7196428571428571
gpu4090,1,7,328,122,0,110,560,560,328,438,122,0.0,0.2511415525114155,1.0,0.7488584474885844,0.5857142857142857
gpu4090,10,0,461,84,2,13,560,560,463,474,86,0.023255813953488372,0.027426160337552744,0.9956803455723542,0.9725738396624473,0.8267857142857142
gpu4090,10,1,365,121,0,74,560,560,365,439,121,0.0,0.16856492027334852,1.0,0.8314350797266514,0.6517857142857143
gpu4090,10,2,410,95,0,55,560,560,410,465,95,0.0,0.11827956989247312,1.0,0.8817204301075269,0.7321428571428571
gpu4090,10,3,422,101,1,36,560,560,423,458,102,0.00980392156862745,0.07860262008733625,0.9976359338061466,0.9213973799126638,0.7553571428571428
gpu4090,10,4,393,97,1,69,560,560,394,462,98,0.01020408163265306,0.14935064935064934,0.9974619289340102,0.8506493506493507,0.7035714285714286
gpu4090,10,5,365,95,2,98,560,560,367,463,97,0.020618556701030927,0.21166306695464362,0.9945504087193461,0.7883369330453563,0.6553571428571429
gpu4090,10,6,417,101,3,39,560,560,420,456,104,0.028846153846153848,0.08552631578947369,0.9928571428571429,0.9144736842105263,0.75
gpu4090,10,7,474,74,0,12,560,560,474,486,74,0.0,0.024691358024691357,1.0,0.9753086419753086,0.8464285714285714
gpu4090,11,0,434,92,2,32,560,560,436,466,94,0.02127659574468085,0.06866952789699571,0.9954128440366973,0.9313304721030042,0.7785714285714286
gpu4090,11,1,418,101,1,40,560,560,419,458,102,0.00980392156862745,0.08733624454148471,0.9976133651551312,0.9126637554585153,0.7482142857142857
gpu4090,11,2,454,86,1,19,560,560,455,473,87,0.011494252873563218,0.040169133192389,0.9978021978021978,0.959830866807611,0.8125
gpu4090,11,3,417,95,15,33,560,560,432,450,110,0.13636363636363635,0.07333333333333333,0.9652777777777778,0.9266666666666666,0.7714285714285715
gpu4090,11,4,476,24,0,60,560,560,476,536,24,0.0,0.11194029850746269,1.0,0.8880597014925373,0.85
gpu4090,11,5,371,121,8,60,560,560,379,431,129,0.06201550387596899,0.13921113689095127,0.978891820580475,0.8607888631090487,0.6767857142857143
gpu4090,11,6,448,61,30,21,560,560,478,469,91,0.32967032967032966,0.04477611940298507,0.9372384937238494,0.9552238805970149,0.8535714285714285
gpu4090,11,7,354,131,0,75,560,560,354,429,131,0.0,0.17482517482517482,1.0,0.8251748251748252,0.6321428571428571
gpu4090,12,0,376,78,1,105,560,560,377,481,79,0.012658227848101266,0.2182952182952183,0.9973474801061007,0.7817047817047817,0.6732142857142858
gpu4090,12,1,283,108,40,129,560,560,323,412,148,0.2702702702702703,0.3131067961165049,0.8761609907120743,0.6868932038834952,0.5767857142857142
gpu4090,12,2,378,69,1,112,560,560,379,490,70,0.014285714285714285,0.22857142857142856,0.9973614775725593,0.7714285714285715,0.6767857142857143
gpu4090,12,3,480,64,0,16,560,560,480,496,64,0.0,0.03225806451612903,1.0,0.967741935483871,0.8571428571428571
gpu4090,12,4,448,87,0,25,560,560,448,473,87,0.0,0.052854122621564484,1.0,0.9471458773784355,0.8
gpu4090,12,5,321,134,0,105,560,560,321,426,134,0.0,0.24647887323943662,1.0,0.7535211267605634,0.5732142857142857
gpu4090,12,6,367,61,0,132,560,560,367,499,61,0.0,0.26452905811623245,1.0,0.7354709418837675,0.6553571428571429
gpu4090,12,7,447,86,1,26,560,560,448,473,87,0.011494252873563218,0.05496828752642706,0.9977678571428571,0.945031712473573,0.8
gpu4090,13,0,450,49,0,61,560,560,450,511,49,0.0,0.11937377690802348,1.0,0.8806262230919765,0.8035714285714286
gpu4090,13,1,365,118,0,77,560,560,365,442,118,0.0,0.17420814479638008,1.0,0.8257918552036199,0.6517857142857143
gpu4090,13,2,410,52,2,96,560,560,412,506,54,0.037037037037037035,0.18972332015810275,0.9951456310679612,0.8102766798418972,0.7357142857142858
gpu4090,13,3,331,116,2,111,560,560,333,442,118,0.01694915254237288,0.251131221719457,0.993993993993994,0.748868778280543,0.5946428571428571
gpu4090,13,4,437,73,0,50,560,560,437,487,73,0.0,0.1026694045174538,1.0,0.8973305954825462,0.7803571428571429
gpu4090,13,5,244,165,1,150,560,560,245,394,166,0.006024096385542169,0.38071065989847713,0.9959183673469387,0.6192893401015228,0.4375
gpu4090,13,6,403,105,1,51,560,560,404,454,106,0.009433962264150943,0.11233480176211454,0.9975247524752475,0.8876651982378855,0.7214285714285714
gpu4090,13,7,405,97,0,58,560,560,405,463,97,0.0,0.12526997840172785,1.0,0.8747300215982722,0.7232142857142857
gpu4090,14,0,319,132,8,101,560,560,327,420,140,0.05714285714285714,0.24047619047619048,0.9755351681957186,0.7595238095238095,0.5839285714285715
gpu4090,14,1,305,135,6,114,560,560,311,419,141,0.0425531914893617,0.2720763723150358,0.9807073954983923,0.7279236276849642,0.5553571428571429
gpu4090,14,2,473,76,0,11,560,560,473,484,76,0.0,0.022727272727272728,1.0,0.9772727272727273,0.8446428571428571
gpu4090,14,3,347,94,23,96,560,560,370,443,117,0.19658119658119658,0.21670428893905191,0.9378378378378378,0.7832957110609481,0.6607142857142857
gpu4090,14,4,459,84,1,16,560,560,460,475,85,0.011764705882352941,0.03368421052631579,0.9978260869565218,0.9663157894736842,0.8214285714285714
gpu4090,14,5,420,98,2,40,560,560,422,460,100,0.02,0.08695652173913043,0.995260663507109,0.9130434782608695,0.7535714285714286
gpu4090,14,6,411,104,1,44,560,560,412,455,105,0.009523809523809525,0.0967032967032967,0.9975728155339806,0.9032967032967033,0.7357142857142858
gpu4090,14,7,424,92,1,43,560,560,425,467,93,0.010752688172043012,0.09207708779443255,0.9976470588235294,0.9079229122055674,0.7589285714285714
gpu4090,15,0,387,113,3,57,560,560,390,444,116,0.02586206896551724,0.12837837837837837,0.9923076923076923,0.8716216216216216,0.6964285714285714
gpu4090,15,1,451,50,0,59,560,560,451,510,50,0.0,0.11568627450980393,1.0,0.884313725490196,0.8053571428571429
gpu4090,15,2,319,133,0,108,560,560,319,427,133,0.0,0.2529274004683841,1.0,0.747072599531616,0.5696428571428571
gpu4090,15,3,260,150,1,149,560,560,261,409,151,0.006622516556291391,0.3643031784841076,0.9961685823754789,0.6356968215158925,0.4660714285714286
gpu4090,15,4,344,114,0,102,560,560,344,446,114,0.0,0.22869955156950672,1.0,0.7713004484304933,0.6142857142857143
gpu4090,15,5,343,123,1,93,560,560,344,436,124,0.008064516129032258,0.21330275229357798,0.997093023255814,0.786697247706422,0.6142857142857143
gpu4090,15,6,315,69,69,107,560,560,384,422,138,0.5,0.25355450236966826,0.8203125,0.7464454976303317,0.6857142857142857
gpu4090,15,7,447,84,2,27,560,560,449,474,86,0.023255813953488372,0.056962025316455694,0.9955456570155902,0.9430379746835443,0.8017857142857143
gpu4090,16,0,348,131,1,80,560,560,349,428,132,0.007575757575757576,0.18691588785046728,0.997134670487106,0.8130841121495327,0.6232142857142857
gpu4090,16,1,465,83,0,12,560,560,465,477,83,0.0,0.025157232704402517,1.0,0.9748427672955975,0.8303571428571429
gpu4090,16,2,279,138,1,142,560,560,280,421,139,0.007194244604316547,0.33729216152019004,0.9964285714285714,0.66270783847981,0.5
gpu4090,16,3,459,80,0,21,560,560,459,480,80,0.0,0.04375,1.0,0.95625,0.8196428571428571
gpu4090,16,4,405,103,0,52,560,560,405,457,103,0.0,0.1137855579868709,1.0,0.8862144420131292,0.7232142857142857
gpu4090,16,5,380,108,1,71,560,560,381,451,109,0.009174311926605505,0.1574279379157428,0.9973753280839895,0.8425720620842572,0.6803571428571429
gpu4090,16,6,379,119,1,61,560,560,380,440,120,0.008333333333333333,0.13863636363636364,0.9973684210526316,0.8613636363636363,0.6785714285714286
gpu4090,16,7,453,83,0,24,560,560,453,477,83,0.0,0.050314465408805034,1.0,0.949685534591195,0.8089285714285714
gpu4090,17,0,376,113,3,68,560,560,379,444,116,0.02586206896551724,0.15315315315315314,0.9920844327176781,0.8468468468468469,0.6767857142857143
gpu4090,17,1,377,116,0,67,560,560,377,444,116,0.0,0.15090090090090091,1.0,0.8490990990990991,0.6732142857142858
gpu4090,17,2,408,97,1,54,560,560,409,462,98,0.01020408163265306,0.11688311688311688,0.9975550122249389,0.8831168831168831,0.7303571428571428
gpu4090,17,3,454,85,0,21,560,560,454,475,85,0.0,0.04421052631578947,1.0,0.9557894736842105,0.8107142857142857
gpu4090,17,4,351,136,0,73,560,560,351,424,136,0.0,0.1721698113207547,1.0,0.8278301886792453,0.6267857142857143
gpu4090,17,5,296,154,0,110,560,560,296,406,154,0.0,0.270935960591133,1.0,0.729064039408867,0.5285714285714286
gpu4090,17,6,331,126,1,102,560,560,332,433,127,0.007874015748031496,0.23556581986143188,0.9969879518072289,0.7644341801385681,0.5928571428571429
gpu4090,17,7,309,141,0,110,560,560,309,419,141,0.0,0.26252983293556087,1.0,0.7374701670644391,0.5517857142857143
gpu4090,18,0,416,105,1,38,560,560,417,454,106,0.009433962264150943,0.08370044052863436,0.9976019184652278,0.9162995594713657,0.7446428571428572
gpu4090,18,1,398,105,2,55,560,560,400,453,107,0.018691588785046728,0.12141280353200883,0.995,0.8785871964679912,0.7142857142857143
gpu4090,18,2,443,90,0,27,560,560,443,470,90,0.0,0.0574468085106383,1.0,0.9425531914893617,0.7910714285714285
gpu4090,18,3,439,98,1,22,560,560,440,461,99,0.010101010101010102,0.04772234273318872,0.9977272727272727,0.9522776572668112,0.7857142857142857
gpu4090,18,4,294,145,0,121,560,560,294,415,145,0.0,0.29156626506024097,1.0,0.708433734939759,0.525
gpu4090,18,5,360,117,1,82,560,560,361,442,118,0.00847457627118644,0.18552036199095023,0.997229916897507,0.8144796380090498,0.6446428571428572
gpu4090,18,6,391,105,1,63,560,560,392,454,106,0.009433962264150943,0.13876651982378854,0.9974489795918368,0.8612334801762115,0.7
gpu4090,18,7,363,126,0,71,560,560,363,434,126,0.0,0.16359447004608296,1.0,0.836405529953917,0.6482142857142857
gpu4090,19,0,424,99,1,36,560,560,425,460,100,0.01,0.0782608695652174,0.9976470588235294,0.9217391304347826,0.7589285714285714
gpu4090,19,1,392,105,0,63,560,560,392,455,105,0.0,0.13846153846153847,1.0,0.8615384615384616,0.7
gpu4090,19,2,415,103,0,42,560,560,415,457,103,0.0,0.09190371991247265,1.0,0.9080962800875274,0.7410714285714286
gpu4090,19,3,365,116,3,76,560,560,368,441,119,0.025210084033613446,0.17233560090702948,0.9918478260869565,0.8276643990929705,0.6571428571428571
gpu4090,19,4,339,118,0,103,560,560,339,442,118,0.0,0.2330316742081448,1.0,0.7669683257918553,0.6053571428571428
gpu4090,19,5,366,114,1,79,560,560,367,445,115,0.008695652173913044,0.17752808988764046,0.997275204359673,0.8224719101123595,0.6553571428571429
gpu4090,19,6,263,162,0,135,560,560,263,398,162,0.0,0.3391959798994975,1.0,0.6608040201005025,0.46964285714285714
gpu4090,19,7,478,73,0,9,560,560,478,487,73,0.0,0.018480492813141684,1.0,0.9815195071868583,0.8535714285714285
gpu4090,2,0,319,135,2,104,560,560,321,423,137,0.014598540145985401,0.2458628841607565,0.9937694704049844,0.7541371158392435,0.5732142857142857
gpu4090,2,1,440,89,0,31,560,560,440,471,89,0.0,0.06581740976645435,1.0,0.9341825902335457,0.7857142857142857
gpu4090,2,2,376,111,0,73,560,560,376,449,111,0.0,0.16258351893095768,1.0,0.8374164810690423,0.6714285714285714
gpu4090,2,3,488,71,1,0,560,560,489,488,72,0.013888888888888888,0.0,0.9979550102249489,1.0,0.8732142857142857
gpu4090,2,4,380,110,2,68,560,560,382,448,112,0.017857142857142856,0.15178571428571427,0.9947643979057592,0.8482142857142857,0.6821428571428572
gpu4090,2,5,488,71,1,0,560,560,489,488,72,0.013888888888888888,0.0,0.9979550102249489,1.0,0.8732142857142857
gpu4090,2,6,490,70,0,0,560,560,490,490,70,0.0,0.0,1.0,1.0,0.875
gpu4090,2,7,434,87,0,39,560,560,434,473,87,0.0,0.0824524312896406,1.0,0.9175475687103594,0.775
gpu4090,20,0,302,142,1,115,560,560,303,417,143,0.006993006993006993,0.27577937649880097,0.9966996699669967,0.7242206235011991,0.5410714285714285
gpu4090,20,1,340,119,1,100,560,560,341,440,120,0.008333333333333333,0.22727272727272727,0.9970674486803519,0.7727272727272727,0.6089285714285714
gpu4090,20,2,420,95,0,45,560,560,420,465,95,0.0,0.0967741935483871,1.0,0.9032258064516129,0.75
gpu4090,20,3,390,106,1,63,560,560,391,453,107,0.009345794392523364,0.1390728476821192,0.9974424552429667,0.8609271523178808,0.6982142857142857
gpu4090,20,4,468,78,0,14,560,560,468,482,78,0.0,0.029045643153526972,1.0,0.970954356846473,0.8357142857142857
gpu4090,20,5,360,118,2,80,560,560,362,440,120,0.016666666666666666,0.18181818181818182,0.994475138121547,0.8181818181818182,0.6464285714285715
gpu4090,20,6,389,98,2,71,560,560,391,460,100,0.02,0.15434782608695652,0.9948849104859335,0.8456521739130435,0.6982142857142857
gpu4090,20,7,349,108,1,102,560,560,350,451,109,0.009174311926605505,0.2261640798226164,0.9971428571428571,0.7738359201773836,0.625
gpu4090,21,0,361,125,0,74,560,560,361,435,125,0.0,0.17011494252873563,1.0,0.8298850574712644,0.6446428571428572
gpu4090,21,1,488,71,0,1,560,560,488,489,71,0.0,0.002044989775051125,1.0,0.9979550102249489,0.8714285714285714
gpu4090,21,2,470,82,0,8,560,560,470,478,82,0.0,0.016736401673640166,1.0,0.9832635983263598,0.8392857142857143
gpu4090,21,3,352,130,0,78,560,560,352,430,130,0.0,0.1813953488372093,1.0,0.8186046511627907,0.6285714285714286
gpu4090,21,4,469,82,0,9,560,560,469,478,82,0.0,0.01882845188284519,1.0,0.9811715481171548,0.8375
gpu4090,21,5,302,137,0,121,560,560,302,423,137,0.0,0.2860520094562648,1.0,0.7139479905437353,0.5392857142857143
gpu4090,21,6,262,168,0,130,560,560,262,392,168,0.0,0.33163265306122447,1.0,0.6683673469387755,0.46785714285714286
gpu4090,21,7,289,147,0,124,560,560,289,413,147,0.0,0.30024213075060535,1.0,0.6997578692493946,0.5160714285714286
gpu4090,22,0,197,204,2,157,560,560,199,354,206,0.009708737864077669,0.4435028248587571,0.9899497487437185,0.556497175141243,0.35535714285714287
gpu4090,22,1,453,77,0,30,560,560,453,483,77,0.0,0.062111801242236024,1.0,0.937888198757764,0.8089285714285714
gpu4090,22,2,330,126,2,102,560,560,332,432,128,0.015625,0.2361111111111111,0.9939759036144579,0.7638888888888888,0.5928571428571429
gpu4090,22,3,345,133,3,79,560,560,348,424,136,0.022058823529411766,0.18632075471698112,0.9913793103448276,0.8136792452830188,0.6214285714285714
gpu4090,22,4,385,114,1,60,560,560,386,445,115,0.008695652173913044,0.1348314606741573,0.9974093264248705,0.8651685393258427,0.6892857142857143
gpu4090,22,5,374,117,0,69,560,560,374,443,117,0.0,0.15575620767494355,1.0,0.8442437923250564,0.6678571428571428
gpu4090,22,6,349,130,2,79,560,560,351,428,132,0.015151515151515152,0.18457943925233644,0.9943019943019943,0.8154205607476636,0.6267857142857143
gpu4090,22,7,259,170,0,131,560,560,259,390,170,0.0,0.33589743589743587,1.0,0.6641025641025641,0.4625
gpu4090,23,0,460,82,0,18,560,560,460,478,82,0.0,0.03765690376569038,1.0,0.9623430962343096,0.8214285714285714
gpu4090,23,1,360,122,0,78,560,560,360,438,122,0.0,0.1780821917808219,1.0,0.821917808219178,0.6428571428571429
gpu4090,23,2,420,101,0,39,560,560,420,459,101,0.0,0.08496732026143791,1.0,0.9150326797385621,0.75
gpu4090,23,3,284,152,1,123,560,560,285,407,153,0.006535947712418301,0.3022113022113022,0.9964912280701754,0.6977886977886978,0.5089285714285714
gpu4090,23,4,360,120,0,80,560,560,360,440,120,0.0,0.18181818181818182,1.0,0.8181818181818182,0.6428571428571429
gpu4090,23,5,226,176,2,156,560,560,228,382,178,0.011235955056179775,0.4083769633507853,0.9912280701754386,0.5916230366492147,0.40714285714285714
gpu4090,23,6,281,138,0,141,560,560,281,422,138,0.0,0.3341232227488152,1.0,0.6658767772511849,0.5017857142857143
gpu4090,23,7,468,78,0,14,560,560,468,482,78,0.0,0.029045643153526972,1.0,0.970954356846473,0.8357142857142857
gpu4090,24,0,397,101,1,61,560,560,398,458,102,0.00980392156862745,0.1331877729257642,0.9974874371859297,0.8668122270742358,0.7107142857142857
gpu4090,24,1,365,110,0,85,560,560,365,450,110,0.0,0.18888888888888888,1.0,0.8111111111111111,0.6517857142857143
gpu4090,24,2,392,110,0,58,560,560,392,450,110,0.0,0.1288888888888889,1.0,0.8711111111111111,0.7
gpu4090,24,3,426,88,0,46,560,560,426,472,88,0.0,0.09745762711864407,1.0,0.902542372881356,0.7607142857142857
gpu4090,24,4,237,156,0,167,560,560,237,404,156,0.0,0.41336633663366334,1.0,0.5866336633663366,0.4232142857142857
gpu4090,24,5,247,165,2,146,560,560,249,393,167,0.011976047904191617,0.37150127226463103,0.9919678714859438,0.628498727735369,0.4446428571428571
gpu4090,24,6,414,105,0,41,560,560,414,455,105,0.0,0.09010989010989011,1.0,0.9098901098901099,0.7392857142857143
gpu4090,24,7,469,78,0,13,560,560,469,482,78,0.0,0.026970954356846474,1.0,0.9730290456431535,0.8375
gpu4090,25,0,418,95,1,46,560,560,419,464,96,0.010416666666666666,0.09913793103448276,0.9976133651551312,0.9008620689655172,0.7482142857142857
gpu4090,25,1,252,170,1,137,560,560,253,389,171,0.005847953216374269,0.35218508997429304,0.9960474308300395,0.6478149100257069,0.4517857142857143
gpu4090,25,2,441,81,2,36,560,560,443,477,83,0.024096385542168676,0.07547169811320754,0.9954853273137697,0.9245283018867925,0.7910714285714285
gpu4090,25,3,272,153,1,134,560,560,273,406,154,0.006493506493506494,0.33004926108374383,0.9963369963369964,0.6699507389162561,0.4875
gpu4090,25,4,387,103,1,69,560,560,388,456,104,0.009615384615384616,0.1513157894736842,0.9974226804123711,0.8486842105263158,0.6928571428571428
gpu4090,25,5,489,70,0,1,560,560,489,490,70,0.0,0.0020408163265306124,1.0,0.9979591836734694,0.8732142857142857
gpu4090,25,6,383,110,0,67,560,560,383,450,110,0.0,0.14888888888888888,1.0,0.8511111111111112,0.6839285714285714
gpu4090,25,7,406,109,2,43,560,560,408,449,111,0.018018018018018018,0.0957683741648107,0.9950980392156863,0.9042316258351893,0.7285714285714285
gpu4090,26,0,479,74,0,7,560,560,479,486,74,0.0,0.01440329218106996,1.0,0.98559670781893,0.8553571428571428
gpu4090,26,1,397,96,0,67,560,560,397,464,96,0.0,0.14439655172413793,1.0,0.8556034482758621,0.7089285714285715
gpu4090,26,2,451,85,1,23,560,560,452,474,86,0.011627906976744186,0.04852320675105485,0.9977876106194691,0.9514767932489452,0.8071428571428572
gpu4090,26,3,390,99,0,71,560,560,390,461,99,0.0,0.1540130151843818,1.0,0.8459869848156182,0.6964285714285714
gpu4090,26,4,392,106,0,62,560,560,392,454,106,0.0,0.13656387665198239,1.0,0.8634361233480177,0.7
gpu4090,26,5,344,129,1,86,560,560,345,430,130,0.007692307692307693,0.2,0.9971014492753624,0.8,0.6160714285714286
gpu4090,26,6,332,126,2,100,560,560,334,432,128,0.015625,0.23148148148148148,0.9940119760479041,0.7685185185185185,0.5964285714285714
gpu4090,26,7,240,178,1,141,560,560,241,381,179,0.00558659217877095,0.3700787401574803,0.995850622406639,0.6299212598425197,0.4303571428571429
gpu4090,27,0,271,146,1,142,560,560,272,413,147,0.006802721088435374,0.34382566585956414,0.9963235294117647,0.6561743341404358,0.4857142857142857
gpu4090,27,1,274,173,0,113,560,560,274,387,173,0.0,0.29198966408268734,1.0,0.7080103359173127,0.48928571428571427
gpu4090,27,2,419,89,0,52,560,560,419,471,89,0.0,0.11040339702760085,1.0,0.8895966029723992,0.7482142857142857
gpu4090,27,3,469,77,1,13,560,560,470,482,78,0.01282051282051282,0.026970954356846474,0.997872340425532,0.9730290456431535,0.8392857142857143
gpu4090,27,4,393,112,0,55,560,560,393,448,112,0.0,0.12276785714285714,1.0,0.8772321428571429,0.7017857142857142
gpu4090,27,5,232,172,0,156,560,560,232,388,172,0.0,0.4020618556701031,1.0,0.5979381443298969,0.4142857142857143
gpu4090,27,6,397,111,0,52,560,560,397,449,111,0.0,0.11581291759465479,1.0,0.8841870824053452,0.7089285714285715
gpu4090,27,7,489,70,0,1,560,560,489,490,70,0.0,0.0020408163265306124,1.0,0.9979591836734694,0.8732142857142857
gpu4090,28,0,311,131,1,117,560,560,312,428,132,0.007575757575757576,0.2733644859813084,0.9967948717948718,0.7266355140186916,0.5571428571428572
gpu4090,28,1,436,89,1,34,560,560,437,470,90,0.011111111111111112,0.07234042553191489,0.9977116704805492,0.9276595744680851,0.7803571428571429
