absolute_sequence_position,accumulation_metric_schema_version,checkpoint,config,generated_checkpoint,layer,matched_fp16_mode,matched_path_control_version,method,metric_name,metric_value,mode,reference_next_token_id,source_commit,task_key,trajectory_sha256
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,top1_disagreement,0.0,pseudo,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,logit_max_abs_diff,7.765625,pseudo,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,hidden_cosine_loss,3.814697265625e-06,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,hidden_relative_L2,0.0026449409779161215,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,attention_output_relative_L2,0.0026449409779161215,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,next_token_KL,0.0,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,next_token_JS,4.376213169621224e-09,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,target_token_NLL_delta,-4.7680805437266827e-07,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,top1_disagreement,0.0,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,logit_max_abs_diff,0.03125,static,49438,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s0:seed6042,3aaa4d1b0009ba297434f6ce9cc3b021533afdacc47013de66093911d7d70ffe
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,hidden_cosine_loss,1.7881393432617188e-06,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,hidden_relative_L2,0.0016405596397817135,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,attention_output_relative_L2,0.0016405596397817135,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,next_token_KL,7.664404620300047e-06,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,next_token_JS,1.946092197613325e-06,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,target_token_NLL_delta,-0.00041174888610839844,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,top1_disagreement,0.0,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,pseudo,v1,kivi_paper_g128,logit_max_abs_diff,0.0234375,pseudo,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,hidden_cosine_loss,1.6093254089355469e-06,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,hidden_relative_L2,0.0015614271396771073,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,attention_output_relative_L2,0.0015614271396771073,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,next_token_KL,2.148138082702644e-05,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,next_token_JS,5.408865945355501e-06,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,target_token_NLL_delta,-0.003630220890045166,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,top1_disagreement,0.0,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
245,matched_path_accumulation_v1,128,kivi_paper_g128,128,final,static,v1,kivi_paper_g128,logit_max_abs_diff,0.015625,static,16168,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,hidden_cosine_loss,0.05856883525848389,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,hidden_relative_L2,0.3433322310447693,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,attention_output_relative_L2,0.3433322310447693,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,next_token_KL,0.34992459416389465,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,next_token_JS,0.08698846399784088,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,target_token_NLL_delta,0.9482839703559875,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,top1_disagreement,0.0,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,pseudo,v1,kivi_paper_g128,logit_max_abs_diff,3.8759765625,pseudo,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,hidden_cosine_loss,1.6689300537109375e-06,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,hidden_relative_L2,0.0017312053823843598,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,attention_output_relative_L2,0.0017312053823843598,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,next_token_KL,2.8006375941913575e-05,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,next_token_JS,6.910803676873911e-06,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,target_token_NLL_delta,0.005429685115814209,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,top1_disagreement,0.0,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
629,matched_path_accumulation_v1,512,kivi_paper_g128,512,final,static,v1,kivi_paper_g128,logit_max_abs_diff,0.015625,static,13,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,hidden_cosine_loss,0.0771259069442749,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,hidden_relative_L2,0.3878381848335266,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,attention_output_relative_L2,0.3878381848335266,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,next_token_KL,0.5091103911399841,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,next_token_JS,0.11851318180561066,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,target_token_NLL_delta,-1.0653173923492432,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,top1_disagreement,1.0,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,pseudo,v1,kivi_paper_g128,logit_max_abs_diff,3.4609375,pseudo,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,hidden_cosine_loss,1.8477439880371094e-06,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,hidden_relative_L2,0.0017282608896493912,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,attention_output_relative_L2,0.0017282608896493912,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,next_token_KL,1.1167648153787013e-05,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,next_token_JS,2.86350586975459e-06,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,target_token_NLL_delta,0.0016086101531982422,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,top1_disagreement,0.0,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
1141,matched_path_accumulation_v1,1024,kivi_paper_g128,1024,final,static,v1,kivi_paper_g128,logit_max_abs_diff,0.015625,static,304,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,hidden_cosine_loss,0.08751475811004639,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,hidden_relative_L2,0.4368135631084442,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,attention_output_relative_L2,0.4368135631084442,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,next_token_KL,3.421152723603882e-05,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,next_token_JS,1.1298116987745743e-05,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,target_token_NLL_delta,4.2318220948800445e-05,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,top1_disagreement,0.0,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,pseudo,v1,kivi_paper_g128,logit_max_abs_diff,5.341796875,pseudo,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,hidden_cosine_loss,5.900859832763672e-06,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,hidden_relative_L2,0.003507202258333564,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,attention_output_relative_L2,0.003507202258333564,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,next_token_KL,7.70786314774341e-08,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,next_token_JS,2.0185630944524746e-10,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,target_token_NLL_delta,0.0,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,top1_disagreement,0.0,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
2165,matched_path_accumulation_v1,2048,kivi_paper_g128,2048,final,static,v1,kivi_paper_g128,logit_max_abs_diff,0.046875,static,27986,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,hidden_cosine_loss,0.07975339889526367,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,hidden_relative_L2,0.4051119089126587,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,attention_output_relative_L2,0.4051119089126587,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,next_token_KL,0.0001286443875869736,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,next_token_JS,3.5328237572684884e-05,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,target_token_NLL_delta,0.0009001754224300385,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,top1_disagreement,0.0,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,pseudo,v1,kivi_paper_g128,logit_max_abs_diff,3.3203125,pseudo,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,hidden_cosine_loss,2.562999725341797e-06,static,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,hidden_relative_L2,0.0020781068596988916,static,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,attention_output_relative_L2,0.0020781068596988916,static,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,next_token_KL,2.5558549054949253e-08,static,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,next_token_JS,1.853386333294793e-09,static,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
4213,matched_path_accumulation_v1,4096,kivi_paper_g128,4096,final,static,v1,kivi_paper_g128,target_token_NLL_delta,3.5623088479042053e-07,static,44223,232e3b08d10919ca24932ad0a0135e46119ecfd5,aime24:p6:s1:seed6043,bdc5380c721a7d62393b67524bb3065580c4b13dffda573ae8f1238fbd86cb01
