checkpoint,method_group,mode,paper_cache_mode,paper_config,paper_recent_length,paper_record_path,paper_sink_length,runtime_equivalent,s0_cache_mode,s0_config,s0_recent_length,s0_record_path,s0_sink_length,same_file,same_record_hash,task_key
2048,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
2048,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
4096,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
4096,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
512,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
512,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
8192,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p15:s1:seed15043
1024,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
1024,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
128,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
128,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
2048,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
2048,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
4096,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
4096,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
512,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
512,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
8192,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p16:s0:seed16042
1024,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
1024,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
128,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
128,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
2048,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
2048,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
4096,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
4096,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
512,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
512,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
8192,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p17:s0:seed17042
1024,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
1024,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
128,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
128,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
2048,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
2048,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
4096,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
4096,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
512,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
512,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s0:seed6042
1024,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
1024,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
128,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
128,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
2048,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
2048,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
4096,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
4096,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
512,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
512,pattern,static,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
8192,pattern,pseudo,segmented_rolling,patternkv_paper,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/patternkv_paper.metrics.csv,0,True,segmented_rolling,pattern_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/pattern_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p6:s1:seed6043
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p0:s0:seed42
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
4096,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
4096,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
512,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
512,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s0:seed11042
1024,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
1024,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
128,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
128,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
2048,kivi,pseudo,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
2048,kivi,static,segmented_rolling_sink_recent,kivi_paper_g128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_paper_g128.metrics.csv,0,True,segmented_rolling_sink_recent,kivi_rolling_k2v2_s0_r128,128,results/aime24_pseudodecode_3090_8gpu/formal/shards/kivi_rolling_k2v2_s0_r128.metrics.csv,0,False,True,aime24:p11:s1:seed11043
