checkpoint,config,expected_relation,layer,metric_name,metric_value,mode,notes,pass,phase,task_key
256,kivi_paper_g128,production cache structure exact,final,recent_tokens,128,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
256,kivi_paper_g128,production cache structure exact,final,total_tokens,376,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
256,kivi_paper_g128,,final,logits_finite,True,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
512,kivi_paper_g128,production cache structure exact,final,sink_tokens,0,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
512,kivi_paper_g128,production cache structure exact,final,packed_history_tokens,384,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
512,kivi_paper_g128,production cache structure exact,final,pending_history_tokens,120,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
512,kivi_paper_g128,production cache structure exact,final,recent_tokens,128,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
512,kivi_paper_g128,production cache structure exact,final,total_tokens,632,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
512,kivi_paper_g128,,final,logits_finite,True,pseudo_production,,true,Paper,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,next_token_KL,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,next_token_JS,-2.2915083164321004e-08,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,logit_max_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,logit_mean_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,top1_agreement,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,top1_disagreement,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,target_token_NLL_delta,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,hidden_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,hidden_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,hidden_cosine,0.9999994039535522,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,hidden_cosine_loss,5.960464477539062e-07,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,attention_output_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,attention_output_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,observer no semantic change,final,post_WO_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,fp16,,final,cache_fingerprint_same,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,next_token_KL,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,next_token_JS,2.2973704716378052e-08,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,logit_max_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,logit_mean_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,top1_agreement,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,top1_disagreement,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,target_token_NLL_delta,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_cosine,0.9999995827674866,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_cosine_loss,4.172325134277344e-07,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,attention_output_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,attention_output_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,observer no semantic change,final,post_WO_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s0_r128,,final,cache_fingerprint_same,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,next_token_KL,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,next_token_JS,2.2914607100688045e-08,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,logit_max_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,logit_mean_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,top1_agreement,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,top1_disagreement,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,target_token_NLL_delta,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_cosine,1.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_cosine_loss,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,attention_output_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,attention_output_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,observer no semantic change,final,post_WO_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,pattern_rolling_k2v2_s16_r128,,final,cache_fingerprint_same,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,next_token_KL,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,next_token_JS,2.2973704716378052e-08,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,logit_max_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,logit_mean_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,top1_agreement,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,top1_disagreement,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,target_token_NLL_delta,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_cosine,0.9999995827674866,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,hidden_cosine_loss,4.172325134277344e-07,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,attention_output_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,attention_output_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,observer no semantic change,final,post_WO_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s0_r128,,final,cache_fingerprint_same,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,next_token_KL,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,next_token_JS,2.2914607100688045e-08,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,logit_max_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,logit_mean_abs_diff,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,top1_agreement,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,top1_disagreement,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,target_token_NLL_delta,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_cosine,1.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,hidden_cosine_loss,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,attention_output_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,attention_output_MAE,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,observer no semantic change,final,post_WO_relative_L2,0.0,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
128,kivi_rolling_k2v2_s16_r128,,final,cache_fingerprint_same,True,observer_off_vs_on,,true,O,aime24:p15:s1:seed15043
