kv_type,metric,task,layer,kv_head,count,contrib,weighted_mean
k,range_contraction,samsum,15,2,605,361.55174246473115,0.5976061858921176
k,range_contraction,samsum,15,3,605,379.5679247821935,0.6273849996399892
k,range_contraction,samsum,15,4,605,385.29527483434055,0.6368516939410588
k,range_contraction,samsum,15,5,605,352.104547107244,0.5819909869541223
k,range_contraction,samsum,15,6,605,340.34194060978405,0.5625486621649323
k,range_contraction,samsum,15,7,605,399.13491738375956,0.6597271361715034
k,range_contraction,samsum,16,0,605,382.1667028959465,0.631680500654457
k,range_contraction,samsum,16,1,605,283.22274796351064,0.46813677349340604
k,range_contraction,samsum,16,2,605,379.16679425939907,0.6267219739824778
k,range_contraction,samsum,16,3,605,270.44400568469547,0.4470148854292487
k,range_contraction,samsum,16,4,605,357.1555721916914,0.5903397887465974
k,range_contraction,samsum,16,5,605,360.580625101349,0.5960010332253703
k,range_contraction,samsum,16,6,605,453.7331432614134,0.7499721376221709
k,range_contraction,samsum,16,7,605,338.15648609867515,0.5589363406589671
k,range_contraction,samsum,17,0,605,375.4927375687151,0.6206491530061407
k,range_contraction,samsum,17,1,605,328.7465886667828,0.543382791184765
k,range_contraction,samsum,17,2,605,361.7616319149681,0.5979531106032531
k,range_contraction,samsum,17,3,605,290.7379842444602,0.4805586516437359
k,range_contraction,samsum,17,4,605,305.7020686038764,0.5052926753783081
k,range_contraction,samsum,17,5,605,312.75833200149964,0.5169559206636357
k,range_contraction,samsum,17,6,605,413.06084268754586,0.6827451945248691
k,range_contraction,samsum,17,7,605,361.18997840337977,0.597008228765917
k,range_contraction,samsum,18,0,605,333.60611817422046,0.5514150713623479
k,range_contraction,samsum,18,1,605,356.01912931513164,0.5884613707688127
k,range_contraction,samsum,18,2,605,362.6841122461241,0.5994778714811968
k,range_contraction,samsum,18,3,605,278.7161224597098,0.46068780571852863
k,range_contraction,samsum,18,4,605,375.785165179071,0.6211325044282165
k,range_contraction,samsum,18,5,605,438.8414690861026,0.7253578001423184
k,range_contraction,samsum,18,6,605,303.68907806523515,0.5019654182896449
k,range_contraction,samsum,18,7,605,302.336424141952,0.4997296266809124
k,range_contraction,samsum,19,0,605,371.45344369668135,0.6139726342093906
k,range_contraction,samsum,19,1,605,297.5210303141687,0.49177029803994826
k,range_contraction,samsum,19,2,605,298.6368340979007,0.4936146018147119
k,range_contraction,samsum,19,3,605,374.00789532324836,0.6181948683028898
k,range_contraction,samsum,19,4,605,351.26342326481006,0.5806006996112563
k,range_contraction,samsum,19,5,605,328.9173621061912,0.5436650613325474
k,range_contraction,samsum,19,6,605,317.151682810787,0.5242176575384909
k,range_contraction,samsum,19,7,605,298.6141702181068,0.49357714085637483
k,range_contraction,samsum,20,0,605,460.17483114393195,0.7606195556098049
k,range_contraction,samsum,20,1,605,270.4327956853995,0.4469963565047926
k,range_contraction,samsum,20,2,605,295.1142189729019,0.4877920974758709
k,range_contraction,samsum,20,3,605,397.9173260774689,0.6577145885577999
k,range_contraction,samsum,20,4,605,300.3704580826618,0.4964800960043997
k,range_contraction,samsum,20,5,605,323.2080083118776,0.5342281129121944
k,range_contraction,samsum,20,6,605,416.31589783600185,0.6881254509685981
k,range_contraction,samsum,20,7,605,358.4580295503755,0.592492610827067
k,range_contraction,samsum,21,0,605,330.2696402600558,0.545900231834803
k,range_contraction,samsum,21,1,605,379.5043682873555,0.6272799475824058
k,range_contraction,samsum,21,2,605,309.5099114024133,0.5115866304172121
k,range_contraction,samsum,21,3,605,356.8067722956312,0.5897632599927789
k,range_contraction,samsum,21,4,605,347.92019967292754,0.575074710203186
k,range_contraction,samsum,21,5,605,332.22949664831697,0.5491396638815157
k,range_contraction,samsum,21,6,605,286.1264668780843,0.4729363088893955
k,range_contraction,samsum,21,7,605,373.32390504146485,0.6170643058536609
k,range_contraction,samsum,22,0,605,400.161707987301,0.6614243107228115
k,range_contraction,samsum,22,1,605,298.5821211798321,0.49352416723939185
k,range_contraction,samsum,22,2,605,325.9541918242559,0.5387672592136461
k,range_contraction,samsum,22,3,605,406.67904382777044,0.6721967666574719
k,range_contraction,samsum,22,4,605,307.58503640742487,0.5084050188552477
k,range_contraction,samsum,22,5,605,336.94027102934876,0.5569260678171054
k,range_contraction,samsum,22,6,605,289.28934364758345,0.478164204376171
k,range_contraction,samsum,22,7,605,353.73019575385416,0.5846780095105027
k,range_contraction,samsum,23,0,605,221.8691343769683,0.36672584194540214
k,range_contraction,samsum,23,1,605,363.98883968576627,0.6016344457615971
k,range_contraction,samsum,23,2,605,286.4111318971966,0.4734068295821431
k,range_contraction,samsum,23,3,605,404.8322681747044,0.6691442449168667
k,range_contraction,samsum,23,4,605,259.4291860169734,0.42880857192888167
k,range_contraction,samsum,23,5,605,367.703129104688,0.6077737671151868
k,range_contraction,samsum,23,6,605,299.3776136208897,0.4948390307783301
k,range_contraction,samsum,23,7,605,418.3662176724818,0.691514409376003
k,range_contraction,samsum,24,0,605,253.44008702045784,0.41890923474455843
k,range_contraction,samsum,24,1,605,255.39528179423837,0.42214096164336923
k,range_contraction,samsum,24,2,605,268.32340715249444,0.44350976388842056
k,range_contraction,samsum,24,3,605,263.6846053485943,0.4358423228902385
k,range_contraction,samsum,24,4,605,417.07267374711233,0.6893763202431609
k,range_contraction,samsum,24,5,605,368.3838345454383,0.6088989000751046
k,range_contraction,samsum,24,6,605,375.31101260260937,0.6203487811613378
k,range_contraction,samsum,24,7,605,323.1481788912455,0.5341292213078438
k,range_contraction,samsum,25,0,605,305.1717778875013,0.5044161617975228
k,range_contraction,samsum,25,1,605,403.14820741675,0.6663606734161157
k,range_contraction,samsum,25,2,605,274.17055974006087,0.4531744789091915
k,range_contraction,samsum,25,3,605,424.06322128904515,0.7009309442794135
k,range_contraction,samsum,25,4,605,272.96885356572795,0.451188187711947
k,range_contraction,samsum,25,5,605,253.05316875659986,0.418269700424132
k,range_contraction,samsum,25,6,605,297.7416183918668,0.49213490643283764
k,range_contraction,samsum,25,7,605,293.30623762802225,0.48480369855871447
k,range_contraction,samsum,26,0,605,297.7890318962325,0.4922132758615413
k,range_contraction,samsum,26,1,605,295.0525882826508,0.48769022856636496
k,range_contraction,samsum,26,2,605,306.0429393184605,0.5058560980470422
k,range_contraction,samsum,26,3,605,400.2421998027155,0.6615573550458107
k,range_contraction,samsum,26,4,605,306.3818832037979,0.5064163358740461
k,range_contraction,samsum,26,5,605,264.7152342193052,0.437545841684802
k,range_contraction,samsum,26,6,605,247.10648532463026,0.4084404716109591
k,range_contraction,samsum,26,7,605,367.4309810139832,0.6073239355603028
k,range_contraction,samsum,27,0,605,281.9305804827186,0.4660009594755679
k,range_contraction,samsum,27,1,605,464.6230084772014,0.7679719148383494
k,range_contraction,samsum,27,2,605,377.1302573313011,0.62335579724182
k,range_contraction,samsum,27,3,605,304.29582780045644,0.5029683104139776
k,range_contraction,samsum,27,4,605,299.6839397904729,0.49534535502557503
k,range_contraction,samsum,27,5,605,370.8178090703453,0.6129219984633806
k,range_contraction,samsum,27,6,605,294.7088218158613,0.4871220195303493
k,range_contraction,samsum,27,7,605,304.90541225014397,0.5039758880167668
k,range_contraction,samsum,28,0,605,315.8680610228345,0.5220959686327843
k,range_contraction,samsum,28,1,605,251.00211109010007,0.4148795224629753
k,range_contraction,samsum,28,2,605,270.3622158299158,0.44687969558663765
k,range_contraction,samsum,28,3,605,312.4583406848969,0.5164600672477634
k,range_contraction,samsum,28,4,605,241.01105571836564,0.39836538135267047
k,range_contraction,samsum,28,5,605,236.68769275525824,0.39121932686819544
k,range_contraction,samsum,28,6,605,370.83246453694784,0.6129462223751204
k,range_contraction,samsum,28,7,605,285.8474026718405,0.4724750457385793
k,range_contraction,samsum,29,0,605,297.8014681600721,0.49223383166954066
k,range_contraction,samsum,29,1,605,292.2809429152305,0.48310899655410006
k,range_contraction,samsum,29,2,605,262.7419489601087,0.43428421315720445
k,range_contraction,samsum,29,3,605,271.9860687370501,0.4495637499785952
k,range_contraction,samsum,29,4,605,239.5874092331284,0.39601224666632795
k,range_contraction,samsum,29,5,605,346.6477846342331,0.5729715448499721
k,range_contraction,samsum,29,6,605,180.43361777623693,0.2982373847541106
k,range_contraction,samsum,29,7,605,259.0625845068023,0.4282026190195079
k,range_contraction,samsum,30,0,605,307.480265237823,0.5082318433683025
k,range_contraction,samsum,30,1,605,281.78600147101236,0.4657619859024998
k,range_contraction,samsum,30,2,605,297.39042457803043,0.49155442079013295
k,range_contraction,samsum,30,3,605,367.8428820406857,0.6080047637036128
k,range_contraction,samsum,30,4,605,331.72597265835896,0.5483073928237339
k,range_contraction,samsum,30,5,605,362.4899276701814,0.5991569052399692
k,range_contraction,samsum,30,6,605,325.0415910184005,0.5372588281295876
k,range_contraction,samsum,30,7,605,354.21883362904896,0.5854856754199156
k,range_contraction,samsum,31,0,605,319.47275327517247,0.5280541376449132
k,range_contraction,samsum,31,1,605,356.41324179855224,0.5891127963612434
k,range_contraction,samsum,31,2,605,296.47151529721714,0.49003556247473906
k,range_contraction,samsum,31,3,605,318.53317462046175,0.5265011150751434
k,range_contraction,samsum,31,4,605,302.50952353839233,0.5000157413857724
k,range_contraction,samsum,31,5,605,307.3888745694385,0.508080784412295
k,range_contraction,samsum,31,6,605,331.1615017802807,0.547374383107902
k,range_contraction,samsum,31,7,605,339.026788057535,0.5603748562934463
k,relative_benefit,dureader,0,0,751,169.18072378647068,0.22527393313777722
k,relative_benefit,dureader,0,1,751,29.85270978817705,0.03975061223458995
k,relative_benefit,dureader,0,2,751,109.99406999625764,0.14646347536119525
k,relative_benefit,dureader,0,3,751,146.4682981790455,0.19503102287489413
k,relative_benefit,dureader,0,4,751,47.25031993123727,0.06291653785783924
k,relative_benefit,dureader,0,5,751,177.636259108985,0.2365329681877297
k,relative_benefit,dureader,0,6,751,63.033138528363395,0.08393227500447856
k,relative_benefit,dureader,0,7,751,182.52094950338994,0.24303721638267636
k,relative_benefit,dureader,1,0,751,60.5960180841161,0.08068710796819721
k,relative_benefit,dureader,1,1,751,118.17806850969274,0.1573609434216947
k,relative_benefit,dureader,1,2,751,-5.508075476282935,-0.007334321539657703
k,relative_benefit,dureader,1,3,751,132.17463529488543,0.17599818281609245
k,relative_benefit,dureader,1,4,751,136.51102552951193,0.18177233758923025
k,relative_benefit,dureader,1,5,751,-0.6789883138402335,-0.000904112268761962
k,relative_benefit,dureader,1,6,751,93.72572978194569,0.12480123805851623
k,relative_benefit,dureader,1,7,751,52.528539839796494,0.06994479339520172
k,relative_benefit,dureader,2,0,751,31.37634236894766,0.04177941726890501
k,relative_benefit,dureader,2,1,751,-0.09038048939471585,-0.00012034685671733136
k,relative_benefit,dureader,2,2,751,12.09994039996808,0.01611177150461795
k,relative_benefit,dureader,2,3,751,94.57585993650753,0.12593323560120842
k,relative_benefit,dureader,2,4,751,2.567653873211903,0.0034189798578054638
k,relative_benefit,dureader,2,5,751,115.61160144693083,0.1539435438707468
k,relative_benefit,dureader,2,6,751,29.87572848796902,0.0397812629666698
k,relative_benefit,dureader,2,7,751,6.063233485326326,0.008073546584988451
k,relative_benefit,dureader,3,0,751,1.4048639336493751,0.001870657701264148
k,relative_benefit,dureader,3,1,751,36.056904558021834,0.048011856934782736
k,relative_benefit,dureader,3,2,751,0.7279298166240806,0.0009692807145460461
k,relative_benefit,dureader,3,3,751,2.6104558937095885,0.003475973227309705
k,relative_benefit,dureader,3,4,751,53.46119617909723,0.07118667933301895
k,relative_benefit,dureader,3,5,751,25.802330295109417,0.03435729733037206
k,relative_benefit,dureader,3,6,751,31.301419301150858,0.041679652864381966
k,relative_benefit,dureader,3,7,751,5.042445609205439,0.006714308401072488
k,relative_benefit,dureader,4,0,751,8.454503910871772,0.011257661665608218
k,relative_benefit,dureader,4,1,751,5.092794353045151,0.006781350669833756
k,relative_benefit,dureader,4,2,751,6.354430099062098,0.008461291743092007
k,relative_benefit,dureader,4,3,751,13.505425003313563,0.017983255663533374
k,relative_benefit,dureader,4,4,751,0.17532243055508429,0.00023345197144485256
k,relative_benefit,dureader,4,5,751,-1.427964915951128,-0.0019014179972718084
k,relative_benefit,dureader,4,6,751,17.35773129655101,0.02311282462922904
k,relative_benefit,dureader,4,7,751,18.047270993914932,0.02403098667631815
k,relative_benefit,dureader,5,0,751,10.994325211739412,0.01463958084119762
k,relative_benefit,dureader,5,1,751,6.502110132465326,0.008657936261604961
k,relative_benefit,dureader,5,2,751,89.55940942427853,0.11925354117746807
k,relative_benefit,dureader,5,3,751,24.353467346895993,0.032428052392671096
k,relative_benefit,dureader,5,4,751,7.057690333052962,0.009397723479431375
k,relative_benefit,dureader,5,5,751,9.365875118922094,0.012471205218271763
k,relative_benefit,dureader,5,6,751,1.5575306346779523,0.002073942256561854
k,relative_benefit,dureader,5,7,751,27.459726077758965,0.036564215815924055
k,relative_benefit,dureader,6,0,751,5.887827495857611,0.007839983350010134
k,relative_benefit,dureader,6,1,751,3.5062158795594534,0.0046687295333681135
k,relative_benefit,dureader,6,2,751,21.40803899262866,0.028506043931596087
k,relative_benefit,dureader,6,3,751,23.648802258027594,0.0314897500106892
k,relative_benefit,dureader,6,4,751,3.2888569529231795,0.004379303532520878
k,relative_benefit,dureader,6,5,751,2.274278233402905,0.0030283332002701796
k,relative_benefit,dureader,6,6,751,22.579295435172092,0.03006563972725978
k,relative_benefit,dureader,6,7,751,7.474056547335458,0.009952139210832833
k,relative_benefit,dureader,7,0,751,19.82807771530859,0.02640223397511131
k,relative_benefit,dureader,7,1,751,10.035058038937315,0.013362261037200153
k,relative_benefit,dureader,7,2,751,14.678213080787831,0.01954489091982401
k,relative_benefit,dureader,7,3,751,12.499423733442363,0.016643706702320057
k,relative_benefit,dureader,7,4,751,17.752736462367814,0.023638796887307342
k,relative_benefit,dureader,7,5,751,13.723850911655465,0.018274102412324186
k,relative_benefit,dureader,7,6,751,3.3858088540287925,0.0045084006045656355
k,relative_benefit,dureader,7,7,751,16.241831756065956,0.021626939755081166
k,relative_benefit,dureader,8,0,751,5.6029320594587375,0.0074606285745123
k,relative_benefit,dureader,8,1,751,3.4815508723269133,0.0046358866475724545
k,relative_benefit,dureader,8,2,751,20.441838160039495,0.02721949155797536
k,relative_benefit,dureader,8,3,751,13.357735952958125,0.017786599138426264
k,relative_benefit,dureader,8,4,751,11.74790036555278,0.01564300980766016
k,relative_benefit,dureader,8,5,751,16.25927139386703,0.02165016164296542
k,relative_benefit,dureader,8,6,751,15.976871125996443,0.02127412932889007
k,relative_benefit,dureader,8,7,751,44.255441688509706,0.058928684006004935
k,relative_benefit,dureader,9,0,751,59.30044149917745,0.07896197270196731
k,relative_benefit,dureader,9,1,751,26.160581754010984,0.03483432989881623
k,relative_benefit,dureader,9,2,751,20.772977751501138,0.027660423104528813
k,relative_benefit,dureader,9,3,751,31.982774308316067,0.04258691652239157
k,relative_benefit,dureader,9,4,751,29.167644479502613,0.03883840809520987
k,relative_benefit,dureader,9,5,751,20.885551743686015,0.027810321895720393
k,relative_benefit,dureader,9,6,751,9.732325799679687,0.012959155525538864
k,relative_benefit,dureader,9,7,751,26.86154690696153,0.03576770560181296
k,relative_benefit,dureader,10,0,751,59.238882913689906,0.07888000387974688
k,relative_benefit,dureader,10,1,751,50.205540317721784,0.06685158497699306
k,relative_benefit,dureader,10,2,751,20.519100237089088,0.027322370488800384
k,relative_benefit,dureader,10,3,751,8.699956119366913,0.01158449549849123
k,relative_benefit,dureader,10,4,751,68.63623509392275,0.09139312262839247
k,relative_benefit,dureader,10,5,751,31.300069302642342,0.04167785526317223
k,relative_benefit,dureader,10,6,751,28.025965416755405,0.037318196293948606
k,relative_benefit,dureader,10,7,751,18.282260213856834,0.02434388843389725
k,relative_benefit,dureader,11,0,751,35.97900518752072,0.04790812941081321
k,relative_benefit,dureader,11,1,751,86.05062374673322,0.11458138980923199
k,relative_benefit,dureader,11,2,751,30.854145407824305,0.04108408176807497
k,relative_benefit,dureader,11,3,751,31.867652056365564,0.042433624575719794
k,relative_benefit,dureader,11,4,751,30.662452991228093,0.04082883221202143
k,relative_benefit,dureader,11,5,751,35.25166930290085,0.04693963955113296
k,relative_benefit,dureader,11,6,751,42.16030160659845,0.05613888363062377
k,relative_benefit,dureader,11,7,751,25.545324116019312,0.03401507871640388
k,relative_benefit,dureader,12,0,751,13.252162704228887,0.01764602224264832
k,relative_benefit,dureader,12,1,751,20.765959998541714,0.02765107855997565
k,relative_benefit,dureader,12,2,751,21.930264201500663,0.02920141704593963
k,relative_benefit,dureader,12,3,751,15.615909605660853,0.02079348815667224
k,relative_benefit,dureader,12,4,751,33.17746911860043,0.04417772186231748
k,relative_benefit,dureader,12,5,751,29.4589337382355,0.03922627661549334
k,relative_benefit,dureader,12,6,751,31.587997703039797,0.042061248605911844
k,relative_benefit,dureader,12,7,751,15.083060696449538,0.020083968969972752
k,relative_benefit,dureader,13,0,751,67.01148370076626,0.08922967203830394
k,relative_benefit,dureader,13,1,751,37.8265442661225,0.05036823470855192
k,relative_benefit,dureader,13,2,751,67.36541121760641,0.08970094702743862
k,relative_benefit,dureader,13,3,751,38.83818746399264,0.05171529622369193
k,relative_benefit,dureader,13,4,751,58.99643919449023,0.07855717602462081
k,relative_benefit,dureader,13,5,751,34.318399793114445,0.04569693714129753
k,relative_benefit,dureader,13,6,751,24.601640589208234,0.03275850943969139
k,relative_benefit,dureader,13,7,751,26.086563251519927,0.03473576997539271
k,relative_benefit,dureader,14,0,751,50.338095037192794,0.06702808926390519
k,relative_benefit,dureader,14,1,751,43.287333741124016,0.05763959219856726
k,relative_benefit,dureader,14,2,751,38.33561815749772,0.051046096081887773
k,relative_benefit,dureader,14,3,751,64.20512238387829,0.08549283939264753
k,relative_benefit,dureader,14,4,751,29.160893138607253,0.03882941829375133
k,relative_benefit,dureader,14,5,751,50.81575948433882,0.06766412714292785
k,relative_benefit,dureader,14,6,751,6.135861250931654,0.008170254661693282
k,relative_benefit,dureader,14,7,751,77.08473667675007,0.10264279184653805
k,relative_benefit,dureader,15,0,751,14.57309988927799,0.01940492661688148
k,relative_benefit,dureader,15,1,751,26.410383979452085,0.03516695603122781
k,relative_benefit,dureader,15,2,751,21.78600818958038,0.029009331810360025
k,relative_benefit,dureader,15,3,751,14.896150924045573,0.019835087781685183
k,relative_benefit,dureader,15,4,751,27.39878272386352,0.03648306621020442
k,relative_benefit,dureader,15,5,751,43.34590222549558,0.05771757952795683
k,relative_benefit,dureader,15,6,751,33.95869236599407,0.04521796586683631
k,relative_benefit,dureader,15,7,751,6.008883069509131,0.00800117585820124
k,relative_benefit,dureader,16,0,751,18.476161541115417,0.024602079282443963
k,relative_benefit,dureader,16,1,751,32.98110596349858,0.04391625294740157
k,relative_benefit,dureader,16,2,751,33.25385417566436,0.04427943299023217
k,relative_benefit,dureader,16,3,751,43.33046064447298,0.0576970181684061
k,relative_benefit,dureader,16,4,751,25.070700597338735,0.03338309000977195
k,relative_benefit,dureader,16,5,751,9.316136794937847,0.012404975758905257
k,relative_benefit,dureader,16,6,751,53.78209616796751,0.07161397625561586
k,relative_benefit,dureader,16,7,751,28.36497981723522,0.037769613604840505
k,relative_benefit,dureader,17,0,751,28.575543693531948,0.038049991602572504
k,relative_benefit,dureader,17,1,751,20.713222486761534,0.027580855508337596
k,relative_benefit,dureader,17,2,751,11.791861858404477,0.015701547081763616
k,relative_benefit,dureader,17,3,751,17.949291155206772,0.02390052084581461
k,relative_benefit,dureader,17,4,751,7.123178099543836,0.009484924233746785
k,relative_benefit,dureader,17,5,751,33.307797737991905,0.04435126196803183
k,relative_benefit,dureader,17,6,751,65.08387332321243,0.08666294716805915
k,relative_benefit,dureader,17,7,751,36.516699469413695,0.04862410049189573
k,relative_benefit,dureader,18,0,751,24.630041898304185,0.032796327427835135
k,relative_benefit,dureader,18,1,751,23.426653754175202,0.031193946410353134
k,relative_benefit,dureader,18,2,751,37.15449295957529,0.049473359466811306
k,relative_benefit,dureader,18,3,751,26.27250234568674,0.034983358649383144
k,relative_benefit,dureader,18,4,751,21.119484291206945,0.028121816632765573
k,relative_benefit,dureader,18,5,751,65.13200886840353,0.0867270424346252
k,relative_benefit,dureader,18,6,751,14.830771409807399,0.019748031171514514
k,relative_benefit,dureader,18,7,751,23.781753522330284,0.031666782320013694
k,relative_benefit,dureader,19,0,751,34.51656831106297,0.04596081000141541
k,relative_benefit,dureader,19,1,751,8.22909955334012,0.010957522707510147
k,relative_benefit,dureader,19,2,751,25.96339299618431,0.03457176164605101
k,relative_benefit,dureader,19,3,751,23.03004818003226,0.030665843115888495
k,relative_benefit,dureader,19,4,751,11.828881788064319,0.015750841262402556
k,relative_benefit,dureader,19,5,751,8.365160515943348,0.011138695760244139
k,relative_benefit,dureader,19,6,751,10.483835283142936,0.013959833932280874
k,relative_benefit,dureader,19,7,751,12.510198660061494,0.01665805414122702
k,relative_benefit,dureader,20,0,751,22.067849468869177,0.029384619798760555
k,relative_benefit,dureader,20,1,751,4.953843547456962,0.00659632962377758
k,relative_benefit,dureader,20,2,751,23.378603978189364,0.031129965350451882
k,relative_benefit,dureader,20,3,751,47.75206855891447,0.06358464521826161
k,relative_benefit,dureader,20,4,751,10.98936246649137,0.014632972658443901
k,relative_benefit,dureader,20,5,751,8.800552481472018,0.011718445381454085
k,relative_benefit,dureader,20,6,751,47.191236208740825,0.06283786445904238
k,relative_benefit,dureader,20,7,751,11.896537902534536,0.015840929297649183
k,relative_benefit,dureader,21,0,751,30.354174593617962,0.04041834166926493
k,relative_benefit,dureader,21,1,751,29.047665896255793,0.03867864966212489
k,relative_benefit,dureader,21,2,751,18.238320516957888,0.02428538018236736
k,relative_benefit,dureader,21,3,751,18.035331633371285,0.024015088726193456
k,relative_benefit,dureader,21,4,751,14.088619601158094,0.01875981305080971
k,relative_benefit,dureader,21,5,751,6.709303845597949,0.008933826691874766
k,relative_benefit,dureader,21,6,751,23.16094206315126,0.030840135902997685
k,relative_benefit,dureader,21,7,751,10.35587479361956,0.01378944712865454
k,relative_benefit,dureader,22,0,751,16.522860918056672,0.02200114636225922
k,relative_benefit,dureader,22,1,751,13.76179668866397,0.018324629412335515
k,relative_benefit,dureader,22,2,751,25.78614302224834,0.034335743038945855
k,relative_benefit,dureader,22,3,751,39.79065805052531,0.052983565979394555
k,relative_benefit,dureader,22,4,751,11.238105944282509,0.014964189007033966
k,relative_benefit,dureader,22,5,751,13.30020312257804,0.0177099908423143
k,relative_benefit,dureader,22,6,751,15.078365016928966,0.02007771640070435
k,relative_benefit,dureader,22,7,751,21.572496029352312,0.02872502800180068
k,relative_benefit,dureader,23,0,751,3.7564416118086195,0.005001919589625326
k,relative_benefit,dureader,23,1,751,18.71180037496027,0.024915846038562277
k,relative_benefit,dureader,23,2,751,14.951378897931765,0.019908627027871856
k,relative_benefit,dureader,23,3,751,17.91011859445566,0.023848360312191293
k,relative_benefit,dureader,23,4,751,6.868543059847802,0.00914586292922477
k,relative_benefit,dureader,23,5,751,17.327659199873743,0.023072781890644132
k,relative_benefit,dureader,23,6,751,24.64895283480812,0.032821508435163946
k,relative_benefit,dureader,23,7,751,-8.436352378772147,-0.011233491849230556
k,relative_benefit,dureader,24,0,751,11.432592225271499,0.015223158755354859
k,relative_benefit,dureader,24,1,751,9.266093317536434,0.012338339970088461
k,relative_benefit,dureader,24,2,751,4.858278684899114,0.0064690794739002844
k,relative_benefit,dureader,24,3,751,3.445675972481494,0.004588117140454719
k,relative_benefit,dureader,24,4,751,15.435994374824666,0.020553920605625386
k,relative_benefit,dureader,24,5,751,21.804236569851547,0.029033603954529356
k,relative_benefit,dureader,24,6,751,32.47953404802108,0.04324838088950876
k,relative_benefit,dureader,24,7,751,23.938334163347818,0.03187527851311294
k,relative_benefit,dureader,25,0,751,9.403788449494108,0.012521689013973512
k,relative_benefit,dureader,25,1,751,21.10116286076848,0.02809742058690876
k,relative_benefit,dureader,25,2,751,16.192723244922576,0.021561548927992776
k,relative_benefit,dureader,25,3,751,21.298920838870572,0.028360746789441508
k,relative_benefit,dureader,25,4,751,14.932541275501986,0.019883543642479344
k,relative_benefit,dureader,25,5,751,78.82999057026487,0.10496669849569223
k,relative_benefit,dureader,25,6,751,9.903571977823844,0.013187179730790739
k,relative_benefit,dureader,25,7,751,12.97745647982325,0.017280234993106856
k,relative_benefit,dureader,26,0,751,41.980604595518805,0.05589960665182264
k,relative_benefit,dureader,26,1,751,13.354162668812524,0.017781841103611883
k,relative_benefit,dureader,26,2,751,12.381405777627648,0.016486558958225896
k,relative_benefit,dureader,26,3,751,34.470597245944774,0.04589959686543911
k,relative_benefit,dureader,26,4,751,11.551940764076958,0.015382078247772248
k,relative_benefit,dureader,26,5,751,20.61453968370353,0.027449453640084595
k,relative_benefit,dureader,26,6,751,13.481126914863292,0.017950901351349257
k,relative_benefit,dureader,26,7,751,19.16062091863239,0.025513476589390665
k,relative_benefit,dureader,27,0,751,3.1297719917829494,0.0041674726921211045
k,relative_benefit,dureader,27,1,751,30.04480765889953,0.04000640167629764
k,relative_benefit,dureader,27,2,751,7.434778655631526,0.009899838422944774
k,relative_benefit,dureader,27,3,751,5.461765381389444,0.007272656965898062
k,relative_benefit,dureader,27,4,751,17.334098030592255,0.02308135556670074
k,relative_benefit,dureader,27,5,751,27.933883839375824,0.0371955843400477
k,relative_benefit,dureader,27,6,751,6.799233340943858,0.009053573023893287
k,relative_benefit,dureader,27,7,751,54.09651704056215,0.0720326458596034
k,relative_benefit,dureader,28,0,751,17.00179803188228,0.02263887887068213
k,relative_benefit,dureader,28,1,751,23.965987304126557,0.03191210027180633
k,relative_benefit,dureader,28,2,751,7.541910003679708,0.010042490018215323
k,relative_benefit,dureader,28,3,751,14.478346707691752,0.01927875726723269
k,relative_benefit,dureader,28,4,751,21.88097337190451,0.029135783451270984
k,relative_benefit,dureader,28,5,751,22.024646990223243,0.029327093196036276
k,relative_benefit,dureader,28,6,751,7.403009775857713,0.009857536319384439
k,relative_benefit,dureader,28,7,751,20.29171023625523,0.027019587531631466
k,relative_benefit,dureader,29,0,751,2.9294298544146677,0.003900705531843765
k,relative_benefit,dureader,29,1,751,18.306880005780837,0.024376671112890595
k,relative_benefit,dureader,29,2,751,29.930257963948826,0.039853872122435186
k,relative_benefit,dureader,29,3,751,3.363627014660185,0.004478864200612763
k,relative_benefit,dureader,29,4,751,6.436432849121493,0.008570483154622494
k,relative_benefit,dureader,29,5,751,20.70775910681846,0.027573580701489294
k,relative_benefit,dureader,29,6,751,147.871337448202,0.19689925092969643
k,relative_benefit,dureader,29,7,751,11.708939961715648,0.015591131773256522
k,relative_benefit,dureader,30,0,751,22.620980364783364,0.03012114562554376
k,relative_benefit,dureader,30,1,751,7.063280581592258,0.009405167219164125
k,relative_benefit,dureader,30,2,751,14.113451186914714,0.018792877745558875
k,relative_benefit,dureader,30,3,751,24.5803066594691,0.03273010207652344
k,relative_benefit,dureader,30,4,751,16.051363932856074,0.02137332081605336
k,relative_benefit,dureader,30,5,751,9.786118660969194,0.013030783836177355
k,relative_benefit,dureader,30,6,751,40.923996441957584,0.0544926716936852
k,relative_benefit,dureader,30,7,751,10.525300242823459,0.014015046927860797
k,relative_benefit,dureader,31,0,751,-11.807665673538759,-0.015722590777015658
k,relative_benefit,dureader,31,1,751,6.699646301514384,0.008920967112535797
k,relative_benefit,dureader,31,2,751,24.305281620404163,0.03236389030679649
k,relative_benefit,dureader,31,3,751,1.5741108434989903,0.002096019764978682
k,relative_benefit,dureader,31,4,751,2.9026351526689593,0.0038650268344460176
k,relative_benefit,dureader,31,5,751,4.480301517779077,0.005965780982395576
k,relative_benefit,dureader,31,6,751,0.25232502509790944,0.0003359853862821697
k,relative_benefit,dureader,31,7,751,2.977479104113777,0.003964685890963751
k,relative_benefit,gsm8k,0,0,10,2.101751084309524,0.21017510843095238
