kv_type,metric,layer,kv_head,count,contrib,weighted_mean
k,relative_benefit,21,1,3241,146.73635372924736,0.045275024291653
k,relative_benefit,21,2,3241,114.09329879773196,0.03520311595116691
k,relative_benefit,21,3,3241,116.75109791029388,0.03602317121576485
k,relative_benefit,21,4,3241,113.89215113890596,0.035141052495805604
k,relative_benefit,21,5,3241,84.75412384843887,0.026150609024510604
k,relative_benefit,21,6,3241,129.24053735365447,0.039876747100788174
k,relative_benefit,21,7,3241,89.48628039913214,0.02761070052426169
k,relative_benefit,22,0,3241,112.98729446931534,0.03486186191586404
k,relative_benefit,22,1,3241,137.12369246694894,0.042309068949999674
k,relative_benefit,22,2,3241,136.47024128252966,0.04210744871414059
k,relative_benefit,22,3,3241,183.9370047386358,0.05675316406622518
k,relative_benefit,22,4,3241,82.34063029151784,0.025405933443849997
k,relative_benefit,22,5,3241,88.8796013026896,0.02742351166389682
k,relative_benefit,22,6,3241,98.23115928292555,0.03030890443780486
k,relative_benefit,22,7,3241,134.67200704665063,0.04155260939421494
k,relative_benefit,23,0,3241,58.326870848520535,0.017996566136538272
k,relative_benefit,23,1,3241,120.8229068181287,0.03727951459985458
k,relative_benefit,23,2,3241,129.8748567324937,0.040072464280312775
k,relative_benefit,23,3,3241,123.00518941559815,0.03795285079160696
k,relative_benefit,23,4,3241,71.77180091330527,0.022144955542519367
k,relative_benefit,23,5,3241,109.26586875240652,0.033713628124778315
k,relative_benefit,23,6,3241,147.0295874177638,0.04536550059171977
k,relative_benefit,23,7,3241,22.66567656306559,0.00699342072294526
k,relative_benefit,24,0,3241,103.94875436045585,0.032073049787243395
k,relative_benefit,24,1,3241,87.24421526273625,0.026918918624725778
k,relative_benefit,24,2,3241,40.762259182850755,0.012577062382860462
k,relative_benefit,24,3,3241,45.43856728702234,0.014019922026233365
k,relative_benefit,24,4,3241,113.54002802292237,0.03503240605458882
k,relative_benefit,24,5,3241,128.39964678881913,0.039617293054248416
k,relative_benefit,24,6,3241,162.20016739066432,0.05004633365956937
k,relative_benefit,24,7,3241,167.38723142566616,0.051646785382803505
k,relative_benefit,25,0,3241,100.13137509295008,0.03089520984046593
k,relative_benefit,25,1,3241,124.82760619394793,0.03851515155629372
k,relative_benefit,25,2,3241,125.33255756341035,0.03867095265763972
k,relative_benefit,25,3,3241,131.35118133619622,0.04052797943110035
k,relative_benefit,25,4,3241,108.82083666264494,0.03357631492213667
k,relative_benefit,25,5,3241,359.5740380690118,0.11094539897223443
k,relative_benefit,25,6,3241,74.97843606255063,0.02313435237968239
k,relative_benefit,25,7,3241,91.10172418815284,0.028109140446822847
k,relative_benefit,26,0,3241,200.3531217584749,0.061818303535475135
k,relative_benefit,26,1,3241,124.70793123394962,0.038478226236948354
k,relative_benefit,26,2,3241,118.4403546730437,0.03654438589109648
k,relative_benefit,26,3,3241,168.86757878571416,0.05210354174196673
k,relative_benefit,26,4,3241,104.87358347336082,0.032358402799555944
k,relative_benefit,26,5,3241,140.53646075932818,0.04336206749747861
k,relative_benefit,26,6,3241,110.48546388235063,0.034089930232135336
k,relative_benefit,26,7,3241,124.16136837783498,0.038309586046848185
k,relative_benefit,27,0,3241,45.510327399337605,0.01404206337529701
k,relative_benefit,27,1,3241,178.99173964941227,0.05522731862061471
k,relative_benefit,27,2,3241,92.41555012502769,0.028514517162921225
k,relative_benefit,27,3,3241,58.30522493758097,0.017989887361178947
k,relative_benefit,27,4,3241,111.6911207955695,0.034461931748093026
k,relative_benefit,27,5,3241,158.4983589705804,0.04890415272156137
k,relative_benefit,27,6,3241,65.02064314052124,0.020061907787880667
k,relative_benefit,27,7,3241,359.0853944675291,0.11079462957961404
k,relative_benefit,28,0,3241,125.41203015577726,0.03869547366731788
k,relative_benefit,28,1,3241,103.6335128685603,0.03197578305108309
k,relative_benefit,28,2,3241,83.63392074854642,0.025804974004488248
k,relative_benefit,28,3,3241,90.54568030065268,0.027937574915351027
k,relative_benefit,28,4,3241,129.48005015007323,0.03995064799446875
k,relative_benefit,28,5,3241,127.16503587318921,0.039236357875096946
k,relative_benefit,28,6,3241,67.68903622065163,0.02088523178668671
k,relative_benefit,28,7,3241,144.6017348811998,0.04461639459463122
k,relative_benefit,29,0,3241,64.56578892487572,0.0199215640002702
k,relative_benefit,29,1,3241,104.0843172427257,0.03211487727328778
k,relative_benefit,29,2,3241,157.51543613026342,0.0486008750787607
k,relative_benefit,29,3,3241,67.53358831560776,0.020837268841594495
k,relative_benefit,29,4,3241,68.98081530820156,0.021283806019192088
k,relative_benefit,29,5,3241,141.02014685191642,0.043511307266867146
k,relative_benefit,29,6,3241,729.6687248644383,0.2251369098625234
k,relative_benefit,29,7,3241,116.30702680004323,0.03588615452022315
k,relative_benefit,30,0,3241,127.32645351216162,0.03928616276216033
k,relative_benefit,30,1,3241,105.16918846685186,0.032449610758053644
k,relative_benefit,30,2,3241,92.88253594107069,0.02865860411634393
k,relative_benefit,30,3,3241,146.87919886853138,0.04531909869439413
k,relative_benefit,30,4,3241,164.87606213102356,0.05087197227121986
k,relative_benefit,30,5,3241,72.18284703506052,0.022271782485362702
k,relative_benefit,30,6,3241,195.9264643121387,0.06045247278992246
k,relative_benefit,30,7,3241,85.58456404972858,0.026406838645396044
k,relative_benefit,31,0,3241,4.530097021597054,0.001397746689786194
k,relative_benefit,31,1,3241,52.85181042159958,0.016307254064054175
k,relative_benefit,31,2,3241,164.54096831518402,0.050768580165129286
k,relative_benefit,31,3,3241,24.188706449042456,0.007463346636545035
k,relative_benefit,31,4,3241,36.512902981178904,0.011265937359203611
k,relative_benefit,31,5,3241,51.349361252289036,0.015843678263588103
k,relative_benefit,31,6,3241,50.28394084233399,0.015514946264219065
k,relative_benefit,31,7,3241,39.110151099467664,0.012067309811622235
v,relative_benefit,0,0,560,267.4300593898886,0.4775536774819439
v,relative_benefit,0,1,560,111.14376319832404,0.19847100571129292
v,relative_benefit,0,2,560,197.99898110076083,0.3535696091085015
v,relative_benefit,0,3,560,116.57128499893135,0.20816300892666312
v,relative_benefit,0,4,560,127.51494996186673,0.22770526778904773
v,relative_benefit,0,5,560,389.05209515800726,0.6947358842107273
v,relative_benefit,0,6,560,305.76608355864386,0.5460108634975783
v,relative_benefit,0,7,560,466.01572709867804,0.8321709412476394
v,relative_benefit,1,0,560,259.4002746744883,0.46321477620444335
v,relative_benefit,1,1,560,158.96811168442852,0.28387162800790805
v,relative_benefit,1,2,560,313.2577815217655,0.5593888955745813
v,relative_benefit,1,3,560,128.8065716714015,0.2300117351275027
v,relative_benefit,1,4,560,290.7722686165537,0.5192361939581316
v,relative_benefit,1,5,560,239.50045244222972,0.4276793793611245
v,relative_benefit,1,6,560,220.30924794153316,0.39340937132416637
v,relative_benefit,1,7,560,156.95301197502775,0.2802732356696924
v,relative_benefit,2,0,560,162.69151498876752,0.290520562479942
v,relative_benefit,2,1,560,230.5642596535831,0.4117218922385412
v,relative_benefit,2,2,560,200.05722024888064,0.35724503615871545
v,relative_benefit,2,3,560,349.1840051750332,0.6235428663839878
v,relative_benefit,2,4,560,178.42262837360045,0.31861183638142937
v,relative_benefit,2,5,560,370.0173006416234,0.6607451797171847
v,relative_benefit,2,6,560,407.71560988125435,0.7280635890736685
v,relative_benefit,2,7,560,261.8954765602756,0.467670493857635
v,relative_benefit,3,0,560,124.49492363742135,0.2223123636382524
v,relative_benefit,3,1,560,324.79898586651564,0.5799981890473493
v,relative_benefit,3,2,560,178.46018506445932,0.3186789019008202
v,relative_benefit,3,3,560,161.56016841915596,0.28850030074849276
v,relative_benefit,3,4,560,330.0747980774552,0.58941928228117
v,relative_benefit,3,5,560,106.78762645745816,0.19069219010260385
v,relative_benefit,3,6,560,105.58277558842975,0.18854067069362457
v,relative_benefit,3,7,560,198.7291648783364,0.354873508711315
v,relative_benefit,4,0,560,147.9011159947508,0.2641091357049121
v,relative_benefit,4,1,560,140.37147083068717,0.25066334076908425
v,relative_benefit,4,2,560,294.2213841179866,0.5253953287821189
v,relative_benefit,4,3,560,287.9736753412863,0.5142387059665827
v,relative_benefit,4,4,560,228.03035274302158,0.4071970584696814
v,relative_benefit,4,5,560,130.3308631189855,0.23273368414104553
v,relative_benefit,4,6,560,266.15383638720095,0.47527470783428744
v,relative_benefit,4,7,560,137.2245236914305,0.2450437923061259
v,relative_benefit,5,0,560,233.91629081916784,0.41770766217708544
v,relative_benefit,5,1,560,282.59592345868623,0.5046355776047968
v,relative_benefit,5,2,560,292.9218244749713,0.5230746865624487
v,relative_benefit,5,3,560,261.2380823881828,0.4664965756931836
v,relative_benefit,5,4,560,203.9569533705958,0.3642088453046354
v,relative_benefit,5,5,560,145.62660193706404,0.26004750345904293
v,relative_benefit,5,6,560,257.9998389142786,0.46071399806121177
v,relative_benefit,5,7,560,293.8985460291356,0.524818832194885
v,relative_benefit,6,0,536,143.23329256665164,0.267226292101962
v,relative_benefit,6,1,536,107.13823649865665,0.19988476958704599
v,relative_benefit,6,2,536,249.19556679599086,0.4649171022313262
v,relative_benefit,6,3,536,273.91093399179624,0.5110278619249929
v,relative_benefit,6,4,536,275.14533641802274,0.5133308515261619
v,relative_benefit,6,5,536,153.52032844116434,0.2864185232111275
v,relative_benefit,6,6,536,169.05384556564005,0.3153989656075374
v,relative_benefit,6,7,264,83.3571446101424,0.31574675988690304
v,relative_benefit,7,0,248,126.31014826887544,0.5093151139874009
v,relative_benefit,7,1,248,129.14021057085156,0.5207266555276273
v,relative_benefit,7,2,248,107.65761655262314,0.43410329255089974
v,relative_benefit,7,3,248,92.2529202532842,0.37198758166646856
v,relative_benefit,7,4,248,108.21864697140676,0.4363655119814788
v,relative_benefit,7,5,248,110.02761201996236,0.443659725886945
v,relative_benefit,7,6,248,132.77975710874122,0.5354022464062146
v,relative_benefit,7,7,248,91.11502519271016,0.36739929513189584
v,relative_benefit,8,0,200,90.86187332036593,0.45430936660182963
v,relative_benefit,8,1,200,65.15467067131948,0.3257733533565974
v,relative_benefit,8,2,200,100.85216677648187,0.5042608338824093
v,relative_benefit,8,3,200,96.24216280700097,0.4812108140350048
v,relative_benefit,8,4,200,60.63737322684477,0.30318686613422385
v,relative_benefit,8,5,200,99.18778896146266,0.49593894480731326
v,relative_benefit,8,6,200,57.95969422516472,0.2897984711258236
v,relative_benefit,8,7,200,97.83144715979421,0.489157235798971
v,relative_benefit,9,0,200,97.04444932679155,0.48522224663395774
v,relative_benefit,9,1,200,45.77393160680231,0.22886965803401155
v,relative_benefit,9,2,200,111.25179107971344,0.5562589553985672
v,relative_benefit,9,3,200,85.9913181980635,0.42995659099031747
v,relative_benefit,9,4,200,95.62266711973979,0.47811333559869895
v,relative_benefit,9,5,200,74.45793000092434,0.37228965000462166
v,relative_benefit,9,6,200,68.8480854091464,0.34424042704573204
v,relative_benefit,9,7,200,65.97941066987714,0.3298970533493857
v,relative_benefit,10,0,160,87.04782680112338,0.5440489175070211
v,relative_benefit,10,1,160,56.38731824051783,0.35242073900323645
v,relative_benefit,10,2,160,62.42383303060628,0.3901489564412893
v,relative_benefit,10,3,160,65.73425471787306,0.4108390919867066
v,relative_benefit,10,4,120,65.57025631358061,0.5464188026131718
v,relative_benefit,10,5,120,53.794545594793924,0.448287879956616
v,relative_benefit,10,6,120,58.901164566699336,0.4908430380558278
v,relative_benefit,10,7,120,69.85436534229089,0.5821197111857574
v,relative_benefit,11,0,104,55.10809330940374,0.5298855125904206
v,relative_benefit,11,1,104,54.367192438716636,0.5227614657568908
v,relative_benefit,11,2,104,52.90855458971797,0.5087361018242113
v,relative_benefit,11,3,104,51.41585310301267,0.4943832029135834
v,relative_benefit,11,4,104,56.98950512387916,0.5479760108065304
v,relative_benefit,11,5,104,51.94115534694608,0.49943418602832773
v,relative_benefit,11,6,104,51.526890228500484,0.4954508675817354
v,relative_benefit,11,7,104,45.75371311023839,0.4399395491369076
v,relative_benefit,12,0,104,52.772984623942754,0.5074325444609881
v,relative_benefit,12,1,104,37.67535756459452,0.3622630535057165
v,relative_benefit,12,2,104,44.31242492887252,0.4260810089314665
v,relative_benefit,12,3,104,62.465310048828584,0.6006279812387364
v,relative_benefit,12,4,104,53.31155343129426,0.5126110906855217
v,relative_benefit,12,5,104,35.97965970787997,0.3459582664219228
v,relative_benefit,12,6,104,53.01831887527062,0.5097915276468329
v,relative_benefit,12,7,104,51.57899414678081,0.4959518667959693
v,relative_benefit,13,0,104,61.65955022018282,0.592880290578681
v,relative_benefit,13,1,104,46.469797878072015,0.4468249795968463
v,relative_benefit,13,2,104,57.47881569323489,0.5526809201272586
v,relative_benefit,13,3,104,43.65913074329247,0.41979933407011993
v,relative_benefit,13,4,104,55.543723746660596,0.5340742667948134
v,relative_benefit,13,5,104,34.60733188706007,0.33276280660634683
v,relative_benefit,13,6,104,48.95929222433875,0.47076242523402645
v,relative_benefit,13,7,104,43.36110630126343,0.4169337144352253
v,relative_benefit,14,0,104,46.1029121969678,0.4432972326631519
v,relative_benefit,14,1,104,43.33150772916644,0.41664911278044653
v,relative_benefit,14,2,104,59.7527074598805,0.5745452640373124
v,relative_benefit,14,3,104,46.01703576258741,0.44247149771718663
v,relative_benefit,14,4,104,52.562640524071256,0.5054100050391467
v,relative_benefit,14,5,104,58.05935223374832,0.55826300224758
v,relative_benefit,14,6,104,46.42660746209837,0.44640968713556123
v,relative_benefit,14,7,104,57.7642512790243,0.5554254930675413
v,relative_benefit,15,0,96,40.31794851596302,0.41997863037461475
v,relative_benefit,15,1,96,57.20496001760301,0.5958850001833647
v,relative_benefit,15,2,96,34.00506941619852,0.3542194730854013
v,relative_benefit,15,3,96,30.795382155730607,0.3207852307888605
v,relative_benefit,15,4,96,36.565388618907136,0.3808894647802827
v,relative_benefit,15,5,96,48.704297151616224,0.507336428662669
v,relative_benefit,15,6,96,-50.78500558805839,-0.5290104748756083
v,relative_benefit,15,7,96,45.024592961113015,0.46900617667826056
v,relative_benefit,16,0,96,41.700996010908824,0.43438537511363357
v,relative_benefit,16,1,96,53.05885019606094,0.5526963562089681
v,relative_benefit,16,2,96,36.616062884025325,0.38141732170859716
v,relative_benefit,16,3,96,51.616923912113705,0.5376762907511844
v,relative_benefit,16,4,96,50.72010572395685,0.5283344346245505
v,relative_benefit,16,5,96,46.952990007979565,0.4890936459164538
v,relative_benefit,16,6,96,45.67353606852565,0.47576600071380887
v,relative_benefit,16,7,96,58.04849863041464,0.6046718607334859
v,relative_benefit,17,0,96,51.425710701949406,0.5356844864786396
v,relative_benefit,17,1,96,47.14417519734719,0.4910851583056999
v,relative_benefit,17,2,96,44.30671626070804,0.46152829438237547
v,relative_benefit,17,3,96,48.554546406365084,0.505776525066303
v,relative_benefit,17,4,96,33.12114942206258,0.3450119731464852
v,relative_benefit,17,5,96,42.13102150767064,0.43886480737156913
v,relative_benefit,17,6,96,43.22191239359221,0.4502282540999189
v,relative_benefit,17,7,96,42.04206521758067,0.4379381793497987
v,relative_benefit,18,0,88,45.792376054860746,0.5203679097143267
v,relative_benefit,18,1,88,53.45362858852353,0.6074275975968583
v,relative_benefit,18,2,88,46.67951418947834,0.5304490248804357
v,relative_benefit,18,3,88,47.281650653528395,0.5372914846991863
v,relative_benefit,18,4,88,28.318089533572426,0.32179647197241396
v,relative_benefit,18,5,88,41.632754203989464,0.47309947959078935
v,relative_benefit,18,6,88,44.32641994418675,0.5037093175475768
v,relative_benefit,18,7,88,39.05990883365722,0.4438626003824684
v,relative_benefit,19,0,88,40.194140468053824,0.45675159622788436
v,relative_benefit,19,1,88,41.26894568956738,0.46896529192690206
v,relative_benefit,19,2,88,45.813420067289044,0.5206070462191937
v,relative_benefit,19,3,88,36.762791919732955,0.4177589990878745
v,relative_benefit,19,4,88,34.73799008939256,0.39474988737946093
v,relative_benefit,19,5,88,39.31786059055958,0.446793870347268
v,relative_benefit,19,6,88,34.83703332366807,0.39587537867804623
v,relative_benefit,19,7,88,56.541900898714324,0.6425216011217537
v,relative_benefit,20,0,88,38.344115726473476,0.43572858780083495
v,relative_benefit,20,1,88,33.43852394048256,0.3799832265963927
v,relative_benefit,20,2,88,45.52031097541645,0.5172762610842778
v,relative_benefit,20,3,88,42.364189228926534,0.48141124123780155
v,relative_benefit,20,4,88,51.550471652136714,0.5858008142288263
v,relative_benefit,20,5,88,39.231856881618164,0.4458165554729337
v,relative_benefit,20,6,88,42.41910208641285,0.4820352509819642
v,relative_benefit,20,7,88,39.215967906048114,0.44563599893236494
v,relative_benefit,21,0,88,41.05783111338672,0.4665662626521218
v,relative_benefit,21,1,88,60.48440159608044,0.6873227454100049
v,relative_benefit,21,2,88,58.863847014182426,0.6689073524338912
v,relative_benefit,21,3,88,44.5018478931489,0.5057028169676011
v,relative_benefit,21,4,88,51.321641874667115,0.58320047584849
v,relative_benefit,21,5,88,31.929566074114167,0.36283597811493373
v,relative_benefit,21,6,88,34.47239513822275,0.39173176293434947
v,relative_benefit,21,7,88,35.37289499051203,0.4019647158012731
v,relative_benefit,22,0,80,28.065953467050637,0.35082441833813294
v,relative_benefit,22,1,80,44.380296874601854,0.5547537109325231
v,relative_benefit,22,2,80,39.825363479461885,0.49781704349327355
v,relative_benefit,22,3,80,32.63740939021649,0.40796761737770615
v,relative_benefit,22,4,80,36.60095078267057,0.4575118847833822
v,relative_benefit,22,5,80,45.490914225752654,0.5686364278219082
v,relative_benefit,22,6,80,42.21776935273668,0.5277221169092086
v,relative_benefit,22,7,80,33.121183499639315,0.41401479374549144
v,relative_benefit,23,0,80,45.57591289438911,0.5696989111798639
v,relative_benefit,23,1,80,38.53936877898512,0.481742109737314
v,relative_benefit,23,2,80,40.338931739304655,0.5042366467413082
v,relative_benefit,23,3,80,30.2304262400324,0.377880328000405
v,relative_benefit,23,4,80,34.77782877569209,0.43472285969615115
v,relative_benefit,23,5,80,28.61722533623435,0.35771531670292933
v,relative_benefit,23,6,80,30.699301077664373,0.38374126347080467
v,relative_benefit,23,7,80,48.54143451688582,0.6067679314610728
v,relative_benefit,24,0,80,31.737332870066037,0.39671666087582547
v,relative_benefit,24,1,80,34.53289349463455,0.43166116868293186
v,relative_benefit,24,2,80,40.28238989503814,0.5035298736879767
v,relative_benefit,24,3,80,39.13930109686353,0.48924126371079407
v,relative_benefit,24,4,80,31.453483650571574,0.39316854563214465
v,relative_benefit,24,5,80,27.01366240426259,0.3376707800532824
v,relative_benefit,24,6,80,44.42537565757834,0.5553171957197293
v,relative_benefit,24,7,80,46.56904214234511,0.5821130267793139
v,relative_benefit,25,0,80,42.37061824573131,0.5296327280716413
v,relative_benefit,25,1,80,28.722501332419313,0.35903126665524143
v,relative_benefit,25,2,80,42.04908250112254,0.5256135312640318
v,relative_benefit,25,3,80,29.397677187299163,0.36747096484123953
v,relative_benefit,25,4,80,40.47931126913535,0.5059913908641919
v,relative_benefit,25,5,80,58.62639660048311,0.7328299575060389
v,relative_benefit,25,6,80,34.768280421241336,0.4346035052655167
v,relative_benefit,25,7,80,40.43812654758645,0.5054765818448306
v,relative_benefit,26,0,80,51.62101191129297,0.6452626488911621
v,relative_benefit,26,1,80,39.29495572656006,0.4911869465820008
v,relative_benefit,26,2,80,44.20668883832063,0.5525836104790078
v,relative_benefit,26,3,80,37.50299660340882,0.4687874575426102
v,relative_benefit,26,4,80,35.90085522293804,0.4487606902867255
v,relative_benefit,26,5,80,30.210554073301985,0.3776319259162748
v,relative_benefit,26,6,80,38.954290400749265,0.4869286300093658
v,relative_benefit,26,7,80,25.674945228923587,0.32093681536154484
v,relative_benefit,27,0,80,36.20718764502489,0.4525898455628111
v,relative_benefit,27,1,80,33.29011028829257,0.4161263786036571
v,relative_benefit,27,2,80,37.29152073762208,0.466144009220276
v,relative_benefit,27,3,80,43.44355242092789,0.5430444052615986
v,relative_benefit,27,4,80,41.94050026023008,0.5242562532528761
v,relative_benefit,27,5,80,30.687966369011704,0.3835995796126463
v,relative_benefit,27,6,80,43.959987280598796,0.549499841007485
v,relative_benefit,27,7,80,55.26340294118366,0.6907925367647957
v,relative_benefit,28,0,80,37.84290445827452,0.47303630572843147
v,relative_benefit,28,1,80,39.478594296057494,0.4934824287007187
v,relative_benefit,28,2,80,35.62111079774658,0.4452638849718323
v,relative_benefit,28,3,80,40.28904808397877,0.5036131010497347
v,relative_benefit,28,4,80,33.12699665282002,0.4140874581602502
v,relative_benefit,28,5,80,33.97118290808478,0.4246397863510597
v,relative_benefit,28,6,80,48.51245387441972,0.6064056734302465
v,relative_benefit,28,7,80,36.03951492099972,0.45049393651249653
v,relative_benefit,29,0,80,39.641429403980254,0.4955178675497532
v,relative_benefit,29,1,80,31.06636113723018,0.38832951421537726
v,relative_benefit,29,2,80,28.138498514048322,0.35173123142560403
v,relative_benefit,29,3,80,39.71220803926118,0.49640260049076473
v,relative_benefit,29,4,80,54.017466868556546,0.6752183358569568
v,relative_benefit,29,5,80,39.35285067682689,0.49191063346033614
v,relative_benefit,29,6,80,60.63762795744958,0.7579703494681198
v,relative_benefit,29,7,80,48.97400019950042,0.6121750024937553
v,relative_benefit,30,0,80,35.596796777486084,0.44495995971857605
v,relative_benefit,30,1,80,48.499530878188125,0.6062441359773516
v,relative_benefit,30,2,80,38.61207638509879,0.4826509548137349
v,relative_benefit,30,3,80,25.62125874250539,0.3202657342813174
v,relative_benefit,30,4,80,42.73213442440234,0.5341516803050292
v,relative_benefit,30,5,80,38.07659760098356,0.4759574700122945
v,relative_benefit,30,6,80,35.09627348237218,0.4387034185296523
v,relative_benefit,30,7,80,32.769031333909226,0.40961289167386533
v,relative_benefit,31,0,80,43.50481388382181,0.5438101735477726
v,relative_benefit,31,1,80,51.685997522818816,0.6460749690352352
v,relative_benefit,31,2,80,45.78668585853935,0.5723335732317418
v,relative_benefit,31,3,80,62.57342790959192,0.782167848869899
v,relative_benefit,31,4,80,42.2497702422893,0.5281221280286162
v,relative_benefit,31,5,80,35.0410119328974,0.43801264916121746
v,relative_benefit,31,6,80,44.685346063209394,0.5585668257901174
v,relative_benefit,31,7,80,33.549225141904564,0.4193653142738071
v,relative_candidate_benefit,0,0,560,104.34468935251306,0.1863298024152019
v,relative_candidate_benefit,0,1,560,84.72314776645715,0.1512913352972449
v,relative_candidate_benefit,0,2,560,110.65153807799274,0.1975920322821299
v,relative_candidate_benefit,0,3,560,-303.1484622589836,-0.5413365397481851
v,relative_candidate_benefit,0,4,560,-313.30240765075865,-0.5594685850906405
v,relative_candidate_benefit,0,5,560,387.09098109478543,0.6912338948121168
v,relative_candidate_benefit,0,6,560,303.44533671347557,0.541866672702635
v,relative_candidate_benefit,0,7,560,274.0893294801897,0.48944523121462447
v,relative_candidate_benefit,1,0,560,-158.21885560552008,-0.282533670724143
v,relative_candidate_benefit,1,1,560,-634.7719487660918,-1.1335213370823067
v,relative_candidate_benefit,1,2,560,-8185.682627475929,-14.617290406207015
v,relative_candidate_benefit,1,3,560,-94.02659035602285,-0.1679046256357551
v,relative_candidate_benefit,1,4,560,-81303.43801377513,-145.18471073888415
v,relative_candidate_benefit,1,5,560,-502.1995589480078,-0.896784926692871
v,relative_candidate_benefit,1,6,560,-1083.1212878037572,-1.9341451567924237
v,relative_candidate_benefit,1,7,560,64.54466943818335,0.11525833828247027
v,relative_candidate_benefit,2,0,560,-6362.413756237749,-11.361453136138838
v,relative_candidate_benefit,2,1,560,-438.69128747089593,-0.7833772990551713
v,relative_candidate_benefit,2,2,560,-4171.857642502594,-7.449745790183203
v,relative_candidate_benefit,2,3,560,-7616.2880297036345,-13.60051433875649
v,relative_candidate_benefit,2,4,560,-3609.7021294390615,-6.44589665971261
v,relative_candidate_benefit,2,5,560,-55751.41592964337,-99.55609987436317
v,relative_candidate_benefit,2,6,560,-9824.54325588298,-17.543827242648177
v,relative_candidate_benefit,2,7,560,-2425.1471225085047,-4.3306198616223295
v,relative_candidate_benefit,3,0,560,-1222.368390493611,-2.18280069731002
v,relative_candidate_benefit,3,1,560,-6395.65648541123,-11.420815152520055
v,relative_candidate_benefit,3,2,560,-578.4591287513084,-1.0329627299130508
v,relative_candidate_benefit,3,3,560,-154.3358318538131,-0.27559969973895193
v,relative_candidate_benefit,3,4,560,-18002.12421395152,-32.146650382056286
v,relative_candidate_benefit,3,5,560,-2524.3848640590513,-4.507830114391163
v,relative_candidate_benefit,3,6,560,-335.84128198436287,-0.5997165749720765
v,relative_candidate_benefit,3,7,560,-1106.72638175558,-1.9762971102778213
v,relative_candidate_benefit,4,0,560,-3514.521005156578,-6.275930366351033
v,relative_candidate_benefit,4,1,560,-1321.3469124887679,-2.359548058015657
v,relative_candidate_benefit,4,2,560,-312.9226628723616,-0.5587904694149315
v,relative_candidate_benefit,4,3,560,-1266.8703531273304,-2.2622684877273755
v,relative_candidate_benefit,4,4,560,-267.97022748974047,-0.47851826337453657
v,relative_candidate_benefit,4,5,560,-992.1041001703339,-1.771614464589882
v,relative_candidate_benefit,4,6,560,-1397.1508097089275,-2.4949121601945135
v,relative_candidate_benefit,4,7,560,-11879.805162386387,-21.21393778997569
v,relative_candidate_benefit,5,0,560,-1955.6965993414085,-3.492315355966801
v,relative_candidate_benefit,5,1,560,-379.4428437927247,-0.6775765067727227
v,relative_candidate_benefit,5,2,560,-178.58720501954562,-0.3189057232491886
v,relative_candidate_benefit,5,3,560,58.929970563208784,0.10523209029144426
v,relative_candidate_benefit,5,4,560,-233.23107660455452,-0.41648406536527594
v,relative_candidate_benefit,5,5,560,-968.3811329069101,-1.7292520230480537
v,relative_candidate_benefit,5,6,560,-623.2744006290237,-1.1129900011232567
v,relative_candidate_benefit,5,7,560,-11136.534436856778,-19.88666863724425
v,relative_candidate_benefit,6,0,560,-812.9501255883963,-1.451696652836422
v,relative_candidate_benefit,6,1,560,-593.7661293665686,-1.0602966595831582
v,relative_candidate_benefit,6,2,560,239.74569911064555,0.4281173198404385
v,relative_candidate_benefit,6,3,560,-1363.7706773878779,-2.435304781049782
v,relative_candidate_benefit,6,4,560,-8746.77048514064,-15.619233009179714
v,relative_candidate_benefit,6,5,560,92.46352348045353,0.16511343478652415
v,relative_candidate_benefit,6,6,560,-2530.0194756454225,-4.517891920795397
v,relative_candidate_benefit,6,7,560,-1452.9702819863196,-2.594589789261285
v,relative_candidate_benefit,7,0,560,-64.65719678090261,-0.11545927996589751
v,relative_candidate_benefit,7,1,560,181.57010704421458,0.32423233400752605
v,relative_candidate_benefit,7,2,560,-443.043833501418,-0.7911497026811036
v,relative_candidate_benefit,7,3,560,-500.33649418192977,-0.8934580253248746
v,relative_candidate_benefit,7,4,560,-308.38629761691686,-0.5506898171730659
v,relative_candidate_benefit,7,5,560,-163.9170669189325,-0.2927090480695223
v,relative_candidate_benefit,7,6,560,-203.0360070965183,-0.3625642983866398
v,relative_candidate_benefit,7,7,560,-563.20852054433,-1.0057295009720177
v,relative_candidate_benefit,8,0,560,-180.97862677275074,-0.3231761192370549
v,relative_candidate_benefit,8,1,560,118.05199611698026,0.21080713592317904
v,relative_candidate_benefit,8,2,560,203.65607598734084,0.36367156426310865
v,relative_candidate_benefit,8,3,560,53.123145352753866,0.09486275955848905
v,relative_candidate_benefit,8,4,560,139.46295496497987,0.24904099100889263
v,relative_candidate_benefit,8,5,560,200.57749922369499,0.3581741057565982
v,relative_candidate_benefit,8,6,560,-64.43628850458373,-0.11506480090104237
v,relative_candidate_benefit,8,7,560,208.57080690656755,0.3724478694760135
v,relative_candidate_benefit,9,0,560,229.44928856170026,0.4097308724316076
v,relative_candidate_benefit,9,1,560,-442.0028730778275,-0.7892908447818348
v,relative_candidate_benefit,9,2,560,123.36774098957247,0.2202995374813794
v,relative_candidate_benefit,9,3,560,-349.6511906340744,-0.6243771261322757
v,relative_candidate_benefit,9,4,560,52.70819429532911,0.0941217755273734
v,relative_candidate_benefit,9,5,560,-66.3357791632596,-0.11845674850582072
