base_auc_median,comparison_type,error_type,hadamard_auc_median,median_delta,metric_name,mode,object_type,paired_n,region,statistic,tasks_improved,tasks_regressed,ties
-1.6391277313232422e-07,norm_accumulation_auc,stored_norm_error,-1.6391277313232422e-07,0.0,direction_error,,k_stored,6,sink,max,0,0,6
-1.1525116860866547e-08,norm_accumulation_auc,stored_norm_error,-1.1525116860866547e-08,0.0,direction_error,,k_stored,6,sink,mean,0,0,6
-2.9802322387695312e-08,norm_accumulation_auc,stored_norm_error,-2.9802322387695312e-08,0.0,direction_error,,k_stored,6,sink,p50,0,0,6
2.801418304443357e-07,norm_accumulation_auc,stored_norm_error,2.801418304443357e-07,0.0,direction_error,,k_stored,6,sink,p90,0,0,6
5.356967449188229e-07,norm_accumulation_auc,stored_norm_error,5.356967449188229e-07,0.0,direction_error,,k_stored,6,sink,p95,0,0,6
-1.7806887626648038e-07,norm_accumulation_auc,stored_norm_error,-1.7806887626648038e-07,0.0,direction_error,,k_stored,6,sink,p99,0,0,6
0.3075675964355469,norm_accumulation_auc,source_state_norm_drift,0.2803623676300049,0.0020950883626937866,direction_error,,q_source,6,all_tokens,max,3,3,0
0.0036132338130657193,norm_accumulation_auc,source_state_norm_drift,0.0036722520171956945,-4.6383305848884514e-05,direction_error,,q_source,6,all_tokens,mean,3,3,0
0.0018040910363197327,norm_accumulation_auc,source_state_norm_drift,0.0019500777125358582,9.483844041824341e-05,direction_error,,q_source,6,all_tokens,p50,1,5,0
0.007626724243164063,norm_accumulation_auc,source_state_norm_drift,0.007469026744365694,0.00018609911203384434,direction_error,,q_source,6,all_tokens,p90,2,4,0
0.011703911423683159,norm_accumulation_auc,source_state_norm_drift,0.011376193165779102,0.00024828761816024763,direction_error,,q_source,6,all_tokens,p95,3,3,0
0.036259478032588985,norm_accumulation_auc,source_state_norm_drift,0.036906697005033524,-0.0007690380513666571,direction_error,,q_source,6,all_tokens,p99,3,3,0
1.9784812182188034,norm_accumulation_auc,source_state_norm_drift,1.7599493712186813,-0.16784067451953888,direction_error,,v_source,6,all_tokens,max,4,2,0
0.030237100102460904,norm_accumulation_auc,source_state_norm_drift,0.029390189565851817,-0.0005780094754734219,direction_error,,v_source,6,all_tokens,mean,4,2,0
0.012708447873592377,norm_accumulation_auc,source_state_norm_drift,0.013276562094688416,0.00041590631008148193,direction_error,,v_source,6,all_tokens,p50,1,5,0
0.05987609326839448,norm_accumulation_auc,source_state_norm_drift,0.05973149389028552,0.0007177114486694308,direction_error,,v_source,6,all_tokens,p90,3,3,0
0.09264522418379781,norm_accumulation_auc,source_state_norm_drift,0.09583031609654419,0.0005033224821090199,direction_error,,v_source,6,all_tokens,p95,3,3,0
0.3314096106588846,norm_accumulation_auc,source_state_norm_drift,0.3467275810241697,-0.009050689190626751,direction_error,,v_source,6,all_tokens,p99,4,2,0
-0.13470637798309326,norm_accumulation_auc,representation_norm_error,0.12189826369285583,0.2566046416759491,direction_error,,v_stored,1,packed_history,max,0,1,0
0.03724158214026829,norm_accumulation_auc,representation_norm_error,0.07867786145197897,0.04143627931171068,direction_error,,v_stored,1,packed_history,mean,0,1,0
0.047601521015167236,norm_accumulation_auc,representation_norm_error,0.0923546552658081,0.04475313425064087,direction_error,,v_stored,1,packed_history,p50,0,1,0
0.009188896417617817,norm_accumulation_auc,representation_norm_error,0.0756740897893906,0.06648519337177278,direction_error,,v_stored,1,packed_history,p90,0,1,0
-0.0009489163756371197,norm_accumulation_auc,representation_norm_error,0.0718692153692245,0.07281813174486162,direction_error,,v_stored,1,packed_history,p95,0,1,0
-0.024486341774463502,norm_accumulation_auc,representation_norm_error,0.08525874704122563,0.10974508881568913,direction_error,,v_stored,1,packed_history,p99,0,1,0
-4.470348358154297e-08,norm_accumulation_auc,representation_norm_error,-1.4901161193847656e-08,0.0,direction_error,,v_stored,6,pending_history,max,2,2,2
-1.7144837461875816e-09,norm_accumulation_auc,representation_norm_error,-1.927192258362722e-09,1.5124238840242622e-09,direction_error,,v_stored,6,pending_history,mean,2,4,0
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,pending_history,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,pending_history,p90,1,0,5
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,pending_history,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,1.6838312149047784e-08,1.4454126358032633e-08,direction_error,,v_stored,6,pending_history,p99,0,4,2
7.450580596923828e-08,norm_accumulation_auc,representation_norm_error,1.043081283569336e-07,1.4901161193847656e-08,direction_error,,v_stored,6,recent,max,2,3,1
2.9103830456733704e-10,norm_accumulation_auc,representation_norm_error,-1.3533281162381172e-09,-7.421476766467094e-10,direction_error,,v_stored,6,recent,mean,3,3,0
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,recent,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,recent,p90,1,0,5
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,recent,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,recent,p99,2,0,4
8.940696716308594e-08,norm_accumulation_auc,representation_norm_error,8.940696716308594e-08,0.0,direction_error,,v_stored,6,sink,max,0,0,6
5.820766091346741e-10,norm_accumulation_auc,representation_norm_error,5.820766091346741e-10,0.0,direction_error,,v_stored,6,sink,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,sink,p50,0,0,6
-1.6391277313232125e-08,norm_accumulation_auc,representation_norm_error,-1.6391277313232125e-08,0.0,direction_error,,v_stored,6,sink,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,direction_error,,v_stored,6,sink,p95,0,0,6
2.561509609222414e-07,norm_accumulation_auc,representation_norm_error,2.561509609222414e-07,0.0,direction_error,,v_stored,6,sink,p99,0,0,6
1.5905876457691193,norm_accumulation_auc,stored_norm_error,1.7196731567382812,0.129085510969162,direction_error,,v_stored,1,packed_history,max,0,1,0
0.06531086773247807,norm_accumulation_auc,stored_norm_error,0.10399849492205249,0.038687627189574414,direction_error,,v_stored,1,packed_history,mean,0,1,0
0.06898827850818634,norm_accumulation_auc,stored_norm_error,0.11339618265628815,0.04440790414810181,direction_error,,v_stored,1,packed_history,p50,0,1,0
0.05238499641418455,norm_accumulation_auc,stored_norm_error,0.11213349997997288,0.05974850356578833,direction_error,,v_stored,1,packed_history,p90,0,1,0
0.051244463026523704,norm_accumulation_auc,stored_norm_error,0.12252291738986971,0.07127845436334601,direction_error,,v_stored,1,packed_history,p95,0,1,0
0.13182202994823494,norm_accumulation_auc,stored_norm_error,0.18520901918411264,0.0533869892358777,direction_error,,v_stored,1,packed_history,p99,0,1,0
0.7961195558309555,norm_accumulation_auc,stored_norm_error,1.0666415095329285,0.07432416081428528,direction_error,,v_stored,6,pending_history,max,3,3,0
0.03738590183943375,norm_accumulation_auc,stored_norm_error,0.04211576998485979,0.0005922868262078079,direction_error,,v_stored,6,pending_history,mean,3,3,0
0.02534010261297226,norm_accumulation_auc,stored_norm_error,0.026895254850387573,0.0007053166627883911,direction_error,,v_stored,6,pending_history,p50,2,4,0
0.06889630854129794,norm_accumulation_auc,stored_norm_error,0.07273563146591192,0.0012132152915001054,direction_error,,v_stored,6,pending_history,p90,2,4,0
0.1083154387772083,norm_accumulation_auc,stored_norm_error,0.12570555061101907,-0.0018788501620292802,direction_error,,v_stored,6,pending_history,p95,3,3,0
0.3612880142033096,norm_accumulation_auc,stored_norm_error,0.464423319995402,0.012948384433984328,direction_error,,v_stored,6,pending_history,p99,3,3,0
1.2043393105268478,norm_accumulation_auc,stored_norm_error,1.093338593840599,-0.13310104608535767,direction_error,,v_stored,6,recent,max,4,2,0
0.051035494325333275,norm_accumulation_auc,stored_norm_error,0.05166312484652735,-1.7131795175373554e-05,direction_error,,v_stored,6,recent,mean,3,3,0
0.02568858116865158,norm_accumulation_auc,stored_norm_error,0.027775496244430542,0.0013464242219924927,direction_error,,v_stored,6,recent,p50,1,5,0
0.08988325595855717,norm_accumulation_auc,stored_norm_error,0.09331863969564441,0.0015790522098540968,direction_error,,v_stored,6,recent,p90,3,3,0
0.1739238612353798,norm_accumulation_auc,stored_norm_error,0.182623355835676,0.0058284528553488035,direction_error,,v_stored,6,recent,p95,2,4,0
0.5410766927897928,norm_accumulation_auc,stored_norm_error,0.4982886227965349,-0.042788069993257793,direction_error,,v_stored,6,recent,p99,4,2,0
-1.3262033462524414e-06,norm_accumulation_auc,stored_norm_error,-1.3262033462524414e-06,0.0,direction_error,,v_stored,6,sink,max,0,0,6
-7.462222129106522e-08,norm_accumulation_auc,stored_norm_error,-7.462222129106522e-08,0.0,direction_error,,v_stored,6,sink,mean,0,0,6
1.7881393432617188e-07,norm_accumulation_auc,stored_norm_error,1.7881393432617188e-07,0.0,direction_error,,v_stored,6,sink,p50,0,0,6
-7.584691047668447e-07,norm_accumulation_auc,stored_norm_error,-7.584691047668447e-07,0.0,direction_error,,v_stored,6,sink,p90,0,0,6
7.301568984985377e-07,norm_accumulation_auc,stored_norm_error,7.301568984985377e-07,0.0,direction_error,,v_stored,6,sink,p95,0,0,6
4.144012928008972e-07,norm_accumulation_auc,stored_norm_error,4.144012928008972e-07,0.0,direction_error,,v_stored,6,sink,p99,0,0,6
0.18566137552261353,norm_accumulation_auc,source_state_norm_drift,0.21585574746131897,0.03366446495056152,norm_ratio,,hidden,6,all_tokens,max,2,4,0
0.0044572175390021895,norm_accumulation_auc,source_state_norm_drift,0.0031832380916109737,-0.0018660636117187879,norm_ratio,,hidden,6,all_tokens,mean,4,2,0
0.0013762116432189941,norm_accumulation_auc,source_state_norm_drift,0.0010415762662887573,-0.0007587820291519165,norm_ratio,,hidden,6,all_tokens,p50,4,2,0
0.025708538293838512,norm_accumulation_auc,source_state_norm_drift,0.02615007758140586,-0.001934719085693537,norm_ratio,,hidden,6,all_tokens,p90,4,2,0
0.03740205764770532,norm_accumulation_auc,source_state_norm_drift,0.03753345310688039,-0.0010096400976181141,norm_ratio,,hidden,6,all_tokens,p95,4,2,0
0.06769603967666654,norm_accumulation_auc,source_state_norm_drift,0.06569154024124135,-0.0012861111760136268,norm_ratio,,hidden,6,all_tokens,p99,3,3,0
0.537866860628128,norm_accumulation_auc,source_state_norm_drift,0.5346881449222565,-0.010595649480819702,norm_ratio,,k_source,6,all_tokens,max,3,3,0
0.006493882573560844,norm_accumulation_auc,source_state_norm_drift,0.00828249210530077,-0.00044453974950392494,norm_ratio,,k_source,6,all_tokens,mean,4,2,0
0.0026903823018074036,norm_accumulation_auc,source_state_norm_drift,0.0031815916299819946,0.00021797418594360352,norm_ratio,,k_source,6,all_tokens,p50,2,4,0
0.03789794147014619,norm_accumulation_auc,source_state_norm_drift,0.03822636306285859,-0.0010338395833968672,norm_ratio,,k_source,6,all_tokens,p90,4,2,0
0.05469044148921953,norm_accumulation_auc,source_state_norm_drift,0.05408406406640992,-0.001501664519309942,norm_ratio,,k_source,6,all_tokens,p95,4,2,0
0.11262590587139065,norm_accumulation_auc,source_state_norm_drift,0.1055200934410096,0.0019287270307539184,norm_ratio,,k_source,6,all_tokens,p99,2,4,0
0.08631420135498047,norm_accumulation_auc,representation_norm_error,0.07743996381759644,-0.008874237537384033,norm_ratio,,k_stored,1,packed_history,max,1,0,0
0.03269255910618085,norm_accumulation_auc,representation_norm_error,0.03614076559642854,0.003448206490247685,norm_ratio,,k_stored,1,packed_history,mean,0,1,0
0.031266868114471436,norm_accumulation_auc,representation_norm_error,0.034694135189056396,0.003427267074584961,norm_ratio,,k_stored,1,packed_history,p50,0,1,0
0.04480618834495531,norm_accumulation_auc,representation_norm_error,0.05744673609733619,0.012640547752380882,norm_ratio,,k_stored,1,packed_history,p90,0,1,0
0.04733216166496268,norm_accumulation_auc,representation_norm_error,0.058263203501701444,0.010931041836738764,norm_ratio,,k_stored,1,packed_history,p95,0,1,0
0.04560908138751962,norm_accumulation_auc,representation_norm_error,0.06463877856731415,0.019029697179794525,norm_ratio,,k_stored,1,packed_history,p99,0,1,0
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,pending_history,max,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,pending_history,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,pending_history,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,pending_history,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,pending_history,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,pending_history,p99,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,recent,max,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,recent,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,recent,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,recent,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,recent,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,recent,p99,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,sink,max,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,sink,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,sink,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,sink,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,sink,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,k_stored,6,sink,p99,0,0,6
0.3264380693435669,norm_accumulation_auc,stored_norm_error,0.24207431077957153,-0.08436375856399536,norm_ratio,,k_stored,1,packed_history,max,1,0,0
0.03898452226167137,norm_accumulation_auc,stored_norm_error,0.040056221448139695,0.0010716991864683223,norm_ratio,,k_stored,1,packed_history,mean,0,1,0
0.03679239749908447,norm_accumulation_auc,stored_norm_error,0.03824269771575928,0.0014503002166748047,norm_ratio,,k_stored,1,packed_history,p50,0,1,0
0.058220231533051,norm_accumulation_auc,stored_norm_error,0.06377123594284084,0.005551004409789839,norm_ratio,,k_stored,1,packed_history,p90,0,1,0
0.06445017755031579,norm_accumulation_auc,stored_norm_error,0.06838699579238927,0.003936818242073481,norm_ratio,,k_stored,1,packed_history,p95,0,1,0
0.08067980527877772,norm_accumulation_auc,stored_norm_error,0.08574169576168067,0.005061890482902953,norm_ratio,,k_stored,1,packed_history,p99,0,1,0
0.31506651639938354,norm_accumulation_auc,stored_norm_error,0.2658839821815491,-0.029431551694869995,norm_ratio,,k_stored,6,pending_history,max,5,1,0
0.01285029547246444,norm_accumulation_auc,stored_norm_error,0.01523111244273731,0.0020073651875026632,norm_ratio,,k_stored,6,pending_history,mean,3,3,0
0.010883815586566925,norm_accumulation_auc,stored_norm_error,0.013322114944458008,0.0021518319845199585,norm_ratio,,k_stored,6,pending_history,p50,2,4,0
0.04767378866672545,norm_accumulation_auc,stored_norm_error,0.052777966856956626,0.005288562178611678,norm_ratio,,k_stored,6,pending_history,p90,2,4,0
0.06344004124403013,norm_accumulation_auc,stored_norm_error,0.07200852334499364,0.007987250387668454,norm_ratio,,k_stored,6,pending_history,p95,2,4,0
0.13241378188133213,norm_accumulation_auc,stored_norm_error,0.1441506505012513,0.0013569936156273,norm_ratio,,k_stored,6,pending_history,p99,3,3,0
0.3014075756072998,norm_accumulation_auc,stored_norm_error,0.3641749620437622,0.04830631613731384,norm_ratio,,k_stored,6,recent,max,2,4,0
0.011139935202663764,norm_accumulation_auc,stored_norm_error,0.016688037736457773,0.0016638695378787816,norm_ratio,,k_stored,6,recent,mean,3,3,0
0.010938763618469238,norm_accumulation_auc,stored_norm_error,0.013404987752437592,0.0006583034992218018,norm_ratio,,k_stored,6,recent,p50,1,5,0
0.05080882906913753,norm_accumulation_auc,stored_norm_error,0.052442893385887146,0.001824197173118769,norm_ratio,,k_stored,6,recent,p90,3,3,0
0.07058564424514774,norm_accumulation_auc,stored_norm_error,0.0697980523109436,-0.0022374898195265946,norm_ratio,,k_stored,6,recent,p95,3,3,0
0.13848367601633066,norm_accumulation_auc,stored_norm_error,0.1506986683607099,0.013075954914092969,norm_ratio,,k_stored,6,recent,p99,1,5,0
0.00016254186630249023,norm_accumulation_auc,stored_norm_error,0.00016254186630249023,0.0,norm_ratio,,k_stored,6,sink,max,0,0,6
0.00015922333113849163,norm_accumulation_auc,stored_norm_error,0.00015922333113849163,0.0,norm_ratio,,k_stored,6,sink,mean,0,0,6
9.019672870635986e-05,norm_accumulation_auc,stored_norm_error,9.019672870635986e-05,0.0,norm_ratio,,k_stored,6,sink,p50,0,0,6
0.00045015215873689396,norm_accumulation_auc,stored_norm_error,0.00045015215873689396,0.0,norm_ratio,,k_stored,6,sink,p90,0,0,6
0.0005669161677362977,norm_accumulation_auc,stored_norm_error,0.0005669161677362977,0.0,norm_ratio,,k_stored,6,sink,p95,0,0,6
0.0004470336437223943,norm_accumulation_auc,stored_norm_error,0.0004470336437223943,0.0,norm_ratio,,k_stored,6,sink,p99,0,0,6
0.4578940272331238,norm_accumulation_auc,source_state_norm_drift,0.47725850343704224,0.03254884481430054,norm_ratio,,q_source,6,all_tokens,max,2,4,0
0.012437469942613633,norm_accumulation_auc,source_state_norm_drift,0.014852165294573089,0.0012006215185952351,norm_ratio,,q_source,6,all_tokens,mean,0,6,0
0.008717894554138184,norm_accumulation_auc,source_state_norm_drift,0.010892108082771301,0.0018942654132843018,norm_ratio,,q_source,6,all_tokens,p50,0,6,0
0.04188009500503537,norm_accumulation_auc,source_state_norm_drift,0.045067483186721824,0.002826654911041171,norm_ratio,,q_source,6,all_tokens,p90,1,5,0
0.054137347638607225,norm_accumulation_auc,source_state_norm_drift,0.05675462335348147,0.0030121088027954546,norm_ratio,,q_source,6,all_tokens,p95,2,4,0
0.0901518866419791,norm_accumulation_auc,source_state_norm_drift,0.0921866255998609,0.0024673360586167092,norm_ratio,,q_source,6,all_tokens,p99,1,5,0
0.8363740742206573,norm_accumulation_auc,source_state_norm_drift,1.0394114255905151,0.10398206114768982,norm_ratio,,v_source,6,all_tokens,max,2,4,0
0.0031915075874740517,norm_accumulation_auc,source_state_norm_drift,0.003597588140198116,-0.00026038460564165034,norm_ratio,,v_source,6,all_tokens,mean,4,2,0
0.0003259629011154175,norm_accumulation_auc,source_state_norm_drift,0.0003375709056854248,8.977949619293213e-05,norm_ratio,,v_source,6,all_tokens,p50,2,4,0
0.0582080483436585,norm_accumulation_auc,source_state_norm_drift,0.06148826777935018,0.0009561926126480103,norm_ratio,,v_source,6,all_tokens,p90,2,4,0
0.08953233659267429,norm_accumulation_auc,source_state_norm_drift,0.09512234181165691,0.002538429200649006,norm_ratio,,v_source,6,all_tokens,p95,1,5,0
0.18801402062177647,norm_accumulation_auc,source_state_norm_drift,0.18951237499713913,0.008770014345645949,norm_ratio,,v_source,6,all_tokens,p99,2,4,0
-0.2981565594673157,norm_accumulation_auc,representation_norm_error,0.24937748908996582,0.5475340485572815,norm_ratio,,v_stored,1,packed_history,max,0,1,0
0.06154157055334508,norm_accumulation_auc,representation_norm_error,0.10216777503046615,0.040626204477121064,norm_ratio,,v_stored,1,packed_history,mean,0,1,0
0.07947060465812683,norm_accumulation_auc,representation_norm_error,0.11220109462738037,0.03273048996925354,norm_ratio,,v_stored,1,packed_history,p50,0,1,0
0.052337318658828735,norm_accumulation_auc,representation_norm_error,0.12314780950546278,0.07081049084663404,norm_ratio,,v_stored,1,packed_history,p90,0,1,0
0.033990100026130454,norm_accumulation_auc,representation_norm_error,0.12544372975826235,0.09145362973213189,norm_ratio,,v_stored,1,packed_history,p95,0,1,0
-0.028645166754722506,norm_accumulation_auc,representation_norm_error,0.10721645116806056,0.13586161792278306,norm_ratio,,v_stored,1,packed_history,p99,0,1,0
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,pending_history,max,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,pending_history,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,pending_history,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,pending_history,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,pending_history,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,pending_history,p99,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,recent,max,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,recent,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,recent,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,recent,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,recent,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,recent,p99,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,sink,max,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,sink,mean,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,sink,p50,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,sink,p90,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,sink,p95,0,0,6
0.0,norm_accumulation_auc,representation_norm_error,0.0,0.0,norm_ratio,,v_stored,6,sink,p99,0,0,6
0.8203586339950562,norm_accumulation_auc,stored_norm_error,1.0525402426719666,0.2321816086769104,norm_ratio,,v_stored,1,packed_history,max,0,1,0
0.06365820616792917,norm_accumulation_auc,stored_norm_error,0.1093458813320467,0.045687675164117536,norm_ratio,,v_stored,1,packed_history,mean,0,1,0
0.08069238066673279,norm_accumulation_auc,stored_norm_error,0.1169077455997467,0.036215364933013916,norm_ratio,,v_stored,1,packed_history,p50,0,1,0
0.07023917436599758,norm_accumulation_auc,stored_norm_error,0.14879127740859954,0.07855210304260196,norm_ratio,,v_stored,1,packed_history,p90,0,1,0
0.060134729743004156,norm_accumulation_auc,stored_norm_error,0.15884929299354567,0.09871456325054151,norm_ratio,,v_stored,1,packed_history,p95,0,1,0
0.008974267244338696,norm_accumulation_auc,stored_norm_error,0.15299221217632275,0.14401794493198405,norm_ratio,,v_stored,1,packed_history,p99,0,1,0
0.4722984731197357,norm_accumulation_auc,stored_norm_error,0.40828949213027954,-0.06368348002433777,norm_ratio,,v_stored,6,pending_history,max,4,2,0
0.005773093957122166,norm_accumulation_auc,stored_norm_error,0.008711207641915825,0.0026972896462141294,norm_ratio,,v_stored,6,pending_history,mean,1,5,0
0.004312887787818909,norm_accumulation_auc,stored_norm_error,0.00618472695350647,0.0017994046211242676,norm_ratio,,v_stored,6,pending_history,p50,2,4,0
0.07768572866916673,norm_accumulation_auc,stored_norm_error,0.08482673168182392,0.006519261002540577,norm_ratio,,v_stored,6,pending_history,p90,1,5,0
0.10998428910970681,norm_accumulation_auc,stored_norm_error,0.12018978595733631,0.007405965030193473,norm_ratio,,v_stored,6,pending_history,p95,1,5,0
0.21259082585573136,norm_accumulation_auc,stored_norm_error,0.22667285680770827,0.006372923552989962,norm_ratio,,v_stored,6,pending_history,p99,2,4,0
0.573308527469635,norm_accumulation_auc,stored_norm_error,0.5924032032489777,0.08962130546569824,norm_ratio,,v_stored,6,recent,max,2,4,0
0.0057499981339788064,norm_accumulation_auc,stored_norm_error,0.005714985265512951,0.0027582630718825385,norm_ratio,,v_stored,6,recent,mean,2,4,0
0.003529280424118042,norm_accumulation_auc,stored_norm_error,0.0033345595002174377,0.0014953985810279846,norm_ratio,,v_stored,6,recent,p50,2,4,0
0.08183244764804865,norm_accumulation_auc,stored_norm_error,0.0865977853536607,0.0048566102981565384,norm_ratio,,v_stored,6,recent,p90,1,5,0
0.11928226947784437,norm_accumulation_auc,stored_norm_error,0.12700868993997588,0.008797536790370708,norm_ratio,,v_stored,6,recent,p95,1,5,0
0.22844137370586381,norm_accumulation_auc,stored_norm_error,0.26533836841583236,0.029455721676349578,norm_ratio,,v_stored,6,recent,p99,1,5,0
5.40316104888916e-05,norm_accumulation_auc,stored_norm_error,5.40316104888916e-05,0.0,norm_ratio,,v_stored,6,sink,max,0,0,6
0.00032953580375760794,norm_accumulation_auc,stored_norm_error,0.00032953580375760794,0.0,norm_ratio,,v_stored,6,sink,mean,0,0,6
0.0003548040986061096,norm_accumulation_auc,stored_norm_error,0.0003548040986061096,0.0,norm_ratio,,v_stored,6,sink,p50,0,0,6
0.00039980709552767113,norm_accumulation_auc,stored_norm_error,0.00039980709552767113,0.0,norm_ratio,,v_stored,6,sink,p90,0,0,6
0.00048134773969626954,norm_accumulation_auc,stored_norm_error,0.00048134773969626954,0.0,norm_ratio,,v_stored,6,sink,p95,0,0,6
0.0006637325882906664,norm_accumulation_auc,stored_norm_error,0.0006637325882906664,0.0,norm_ratio,,v_stored,6,sink,p99,0,0,6
2.8353053785394877,norm_accumulation_auc,source_state_norm_drift,2.5024736463092268,-0.16917779296636581,relative_L2,,hidden,6,all_tokens,max,4,2,0
0.3655961550747903,norm_accumulation_auc,source_state_norm_drift,0.37292475558495114,0.004625786994414238,relative_L2,,hidden,6,all_tokens,mean,2,4,0
0.34659385014674626,norm_accumulation_auc,source_state_norm_drift,0.3577376667817589,0.006274680607020855,relative_L2,,hidden,6,all_tokens,p50,2,4,0
0.6787646312615834,norm_accumulation_auc,source_state_norm_drift,0.6724946562200785,0.006958189234137491,relative_L2,,hidden,6,all_tokens,p90,1,5,0
0.8081898773438292,norm_accumulation_auc,source_state_norm_drift,0.81736910197651,0.0033673312515019593,relative_L2,,hidden,6,all_tokens,p95,2,4,0
1.511822413667106,norm_accumulation_auc,source_state_norm_drift,1.4713902254495763,0.009883986413477541,relative_L2,,hidden,6,all_tokens,p99,1,5,0
1.8091985660139471,norm_accumulation_auc,source_state_norm_drift,1.666782995162066,-0.08001458272337914,relative_L2,,k_source,6,all_tokens,max,5,1,0
0.12968656874108053,norm_accumulation_auc,source_state_norm_drift,0.1322714596007014,0.0012269941180844887,relative_L2,,k_source,6,all_tokens,mean,2,4,0
0.11727170295489486,norm_accumulation_auc,source_state_norm_drift,0.1211927148833638,0.003438718384131789,relative_L2,,k_source,6,all_tokens,p50,1,5,0
0.25003228157293056,norm_accumulation_auc,source_state_norm_drift,0.2475541617517593,-5.497504025675504e-06,relative_L2,,k_source,6,all_tokens,p90,3,3,0
