base_auc_median,comparison_type,error_type,median_delta,metric_name,mode,object_type,paired_n,region,statistic,tasks_improved,tasks_regressed,ties,varn_auc_median
-1.6391277313232422e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,k_stored,6,sink,max,0,0,6,-1.6391277313232422e-07
-1.1525116860866547e-08,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,k_stored,6,sink,mean,0,0,6,-1.1525116860866547e-08
-2.9802322387695312e-08,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,k_stored,6,sink,p50,0,0,6,-2.9802322387695312e-08
2.801418304443357e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,k_stored,6,sink,p90,0,0,6,2.801418304443357e-07
5.356967449188229e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,k_stored,6,sink,p95,0,0,6,5.356967449188229e-07
-1.7806887626648038e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,k_stored,6,sink,p99,0,0,6,-1.7806887626648038e-07
0.3075675964355469,norm_accumulation_auc,source_state_norm_drift,-0.06351067125797272,direction_error,,q_source,6,all_tokens,max,5,1,0,0.2459820657968521
0.0036132338130657193,norm_accumulation_auc,source_state_norm_drift,-0.0003345715499514777,direction_error,,q_source,6,all_tokens,mean,5,1,0,0.003424440907391497
0.0018040910363197327,norm_accumulation_auc,source_state_norm_drift,-7.305294275283813e-05,direction_error,,q_source,6,all_tokens,p50,4,2,0,0.0017678365111351013
0.007626724243164063,norm_accumulation_auc,source_state_norm_drift,-0.0001791968941688535,direction_error,,q_source,6,all_tokens,p90,3,3,0,0.007211461663246156
0.011703911423683159,norm_accumulation_auc,source_state_norm_drift,-0.0005144998431205767,direction_error,,q_source,6,all_tokens,p95,4,2,0,0.011189411580562582
0.036259478032588985,norm_accumulation_auc,source_state_norm_drift,-0.003398535847663765,direction_error,,q_source,6,all_tokens,p99,5,1,0,0.03279468402266503
1.9784812182188034,norm_accumulation_auc,source_state_norm_drift,-0.1777343899011612,direction_error,,v_source,6,all_tokens,max,4,2,0,1.8139640539884567
0.030237100102460904,norm_accumulation_auc,source_state_norm_drift,-0.0028363191952284275,direction_error,,v_source,6,all_tokens,mean,5,1,0,0.028000544613169035
0.012708447873592377,norm_accumulation_auc,source_state_norm_drift,-0.0005624741315841675,direction_error,,v_source,6,all_tokens,p50,5,1,0,0.012323819100856781
0.05987609326839448,norm_accumulation_auc,source_state_norm_drift,-0.0004932701587676835,direction_error,,v_source,6,all_tokens,p90,3,3,0,0.05783315151929859
0.09264522418379781,norm_accumulation_auc,source_state_norm_drift,-0.0019515357911586706,direction_error,,v_source,6,all_tokens,p95,3,3,0,0.09143050387501715
0.3314096106588846,norm_accumulation_auc,source_state_norm_drift,-0.03034986525774043,direction_error,,v_source,6,all_tokens,p99,5,1,0,0.30852372527122374
-0.13470637798309326,norm_accumulation_auc,representation_norm_error,0.01739296317100525,direction_error,,v_stored,1,packed_history,max,0,1,0,-0.11731341481208801
0.03724158214026829,norm_accumulation_auc,representation_norm_error,-0.0008772655191933154,direction_error,,v_stored,1,packed_history,mean,1,0,0,0.03636431662107498
0.047601521015167236,norm_accumulation_auc,representation_norm_error,-0.0011121183633804321,direction_error,,v_stored,1,packed_history,p50,1,0,0,0.046489402651786804
0.009188896417617817,norm_accumulation_auc,representation_norm_error,0.00045845210552212384,direction_error,,v_stored,1,packed_history,p90,0,1,0,0.009647348523139941
-0.0009489163756371197,norm_accumulation_auc,representation_norm_error,-0.0014562517404555844,direction_error,,v_stored,1,packed_history,p95,1,0,0,-0.002405168116092704
-0.024486341774463502,norm_accumulation_auc,representation_norm_error,0.003970371186733088,direction_error,,v_stored,1,packed_history,p99,0,1,0,-0.020515970587730414
-4.470348358154297e-08,norm_accumulation_auc,representation_norm_error,-2.9802322387695312e-08,direction_error,,v_stored,6,pending_history,max,4,0,2,-1.043081283569336e-07
-1.7144837461875816e-09,norm_accumulation_auc,representation_norm_error,9.620001841753597e-10,direction_error,,v_stored,6,pending_history,mean,2,4,0,-3.0713796335531762e-09
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,pending_history,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,pending_history,p90,1,0,5,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,pending_history,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,pending_history,p99,0,2,4,8.64267349243225e-09
7.450580596923828e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,recent,max,3,3,0,8.940696716308594e-08
2.9103830456733704e-10,norm_accumulation_auc,representation_norm_error,5.238689482212067e-10,direction_error,,v_stored,6,recent,mean,3,3,0,1.1350493878126144e-09
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,recent,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,recent,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,recent,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,recent,p99,2,0,4,0.0
8.940696716308594e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,sink,max,0,0,6,8.940696716308594e-08
5.820766091346741e-10,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,sink,mean,0,0,6,5.820766091346741e-10
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,sink,p50,0,0,6,0.0
-1.6391277313232125e-08,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,sink,p90,0,0,6,-1.6391277313232125e-08
0.0,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,sink,p95,0,0,6,0.0
2.561509609222414e-07,norm_accumulation_auc,representation_norm_error,0.0,direction_error,,v_stored,6,sink,p99,0,0,6,2.561509609222414e-07
1.5905876457691193,norm_accumulation_auc,stored_norm_error,-0.31232163310050964,direction_error,,v_stored,1,packed_history,max,1,0,0,1.2782660126686096
0.06531086773247807,norm_accumulation_auc,stored_norm_error,-0.0036877514785373933,direction_error,,v_stored,1,packed_history,mean,1,0,0,0.06162311625394068
0.06898827850818634,norm_accumulation_auc,stored_norm_error,-0.0018772333860397339,direction_error,,v_stored,1,packed_history,p50,1,0,0,0.0671110451221466
0.05238499641418455,norm_accumulation_auc,stored_norm_error,-0.002828884124755876,direction_error,,v_stored,1,packed_history,p90,1,0,0,0.049556112289428675
0.051244463026523704,norm_accumulation_auc,stored_norm_error,-0.0020461201667786796,direction_error,,v_stored,1,packed_history,p95,1,0,0,0.049198342859745024
0.13182202994823494,norm_accumulation_auc,stored_norm_error,-0.03028464466333418,direction_error,,v_stored,1,packed_history,p99,1,0,0,0.10153738528490076
0.7961195558309555,norm_accumulation_auc,stored_norm_error,-0.07068316638469696,direction_error,,v_stored,6,pending_history,max,3,3,0,0.9601073563098907
0.03738590183943375,norm_accumulation_auc,stored_norm_error,0.002081867372400542,direction_error,,v_stored,6,pending_history,mean,2,4,0,0.03949823827104698
0.02534010261297226,norm_accumulation_auc,stored_norm_error,-0.0010049715638160706,direction_error,,v_stored,6,pending_history,p50,4,2,0,0.023494362831115723
0.06889630854129794,norm_accumulation_auc,stored_norm_error,0.004605430364608747,direction_error,,v_stored,6,pending_history,p90,2,4,0,0.07534915357828142
0.1083154387772083,norm_accumulation_auc,stored_norm_error,0.005661407858133245,direction_error,,v_stored,6,pending_history,p95,1,5,0,0.11675697416067116
0.3612880142033096,norm_accumulation_auc,stored_norm_error,0.023134036511182995,direction_error,,v_stored,6,pending_history,p99,2,4,0,0.37260504812002027
1.2043393105268478,norm_accumulation_auc,stored_norm_error,-0.23432427644729614,direction_error,,v_stored,6,recent,max,5,1,0,1.0703363567590714
0.051035494325333275,norm_accumulation_auc,stored_norm_error,-0.0023930535098770633,direction_error,,v_stored,6,recent,mean,5,1,0,0.05009789105679374
0.02568858116865158,norm_accumulation_auc,stored_norm_error,-0.0004830285906791687,direction_error,,v_stored,6,recent,p50,4,2,0,0.02640140801668167
0.08988325595855717,norm_accumulation_auc,stored_norm_error,-0.0033547461032867737,direction_error,,v_stored,6,recent,p90,4,2,0,0.0893357083201409
0.1739238612353798,norm_accumulation_auc,stored_norm_error,-0.004701061546802492,direction_error,,v_stored,6,recent,p95,4,2,0,0.17248821184039093
0.5410766927897928,norm_accumulation_auc,stored_norm_error,-0.05893027946352952,direction_error,,v_stored,6,recent,p99,6,0,0,0.4543606801331037
-1.3262033462524414e-06,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,v_stored,6,sink,max,0,0,6,-1.3262033462524414e-06
-7.462222129106522e-08,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,v_stored,6,sink,mean,0,0,6,-7.462222129106522e-08
1.7881393432617188e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,v_stored,6,sink,p50,0,0,6,1.7881393432617188e-07
-7.584691047668447e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,v_stored,6,sink,p90,0,0,6,-7.584691047668447e-07
7.301568984985377e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,v_stored,6,sink,p95,0,0,6,7.301568984985377e-07
4.144012928008972e-07,norm_accumulation_auc,stored_norm_error,0.0,direction_error,,v_stored,6,sink,p99,0,0,6,4.144012928008972e-07
0.18566137552261353,norm_accumulation_auc,source_state_norm_drift,-0.009274512529373169,norm_ratio,,hidden,6,all_tokens,max,4,2,0,0.21451494097709656
0.0044572175390021895,norm_accumulation_auc,source_state_norm_drift,-0.0007873713902996626,norm_ratio,,hidden,6,all_tokens,mean,4,2,0,0.003917752623250198
0.0013762116432189941,norm_accumulation_auc,source_state_norm_drift,4.063546657562256e-05,norm_ratio,,hidden,6,all_tokens,p50,3,3,0,0.0014326125383377075
0.025708538293838512,norm_accumulation_auc,source_state_norm_drift,-0.00031828880310064145,norm_ratio,,hidden,6,all_tokens,p90,4,2,0,0.026123976707458474
0.03740205764770532,norm_accumulation_auc,source_state_norm_drift,-0.00032064169645301677,norm_ratio,,hidden,6,all_tokens,p95,3,3,0,0.03811746239662167
0.06769603967666654,norm_accumulation_auc,source_state_norm_drift,-0.0036540970206261902,norm_ratio,,hidden,6,all_tokens,p99,5,1,0,0.06528342336416215
0.537866860628128,norm_accumulation_auc,source_state_norm_drift,-0.05756711959838867,norm_ratio,,k_source,6,all_tokens,max,6,0,0,0.4633380174636841
0.006493882573560844,norm_accumulation_auc,source_state_norm_drift,-0.001412937447168805,norm_ratio,,k_source,6,all_tokens,mean,4,2,0,0.005997241167468609
0.0026903823018074036,norm_accumulation_auc,source_state_norm_drift,-6.128847599029541e-05,norm_ratio,,k_source,6,all_tokens,p50,3,3,0,0.00259341299533844
0.03789794147014619,norm_accumulation_auc,source_state_norm_drift,-0.001998189091682312,norm_ratio,,k_source,6,all_tokens,p90,6,0,0,0.03619784116745017
0.05469044148921953,norm_accumulation_auc,source_state_norm_drift,-0.0019645646214485613,norm_ratio,,k_source,6,all_tokens,p95,6,0,0,0.05304301679134371
0.11262590587139065,norm_accumulation_auc,source_state_norm_drift,-0.008390537500381046,norm_ratio,,k_source,6,all_tokens,p99,5,1,0,0.10661212623119337
0.08631420135498047,norm_accumulation_auc,representation_norm_error,0.19070768356323242,norm_ratio,,k_stored,1,packed_history,max,0,1,0,0.2770218849182129
0.03269255910618085,norm_accumulation_auc,representation_norm_error,-0.013054712731900509,norm_ratio,,k_stored,1,packed_history,mean,1,0,0,0.019637846374280343
0.031266868114471436,norm_accumulation_auc,representation_norm_error,-0.012768417596817017,norm_ratio,,k_stored,1,packed_history,p50,1,0,0,0.01849845051765442
0.04480618834495531,norm_accumulation_auc,representation_norm_error,-0.011659651994704867,norm_ratio,,k_stored,1,packed_history,p90,1,0,0,0.033146536350250444
0.04733216166496268,norm_accumulation_auc,representation_norm_error,-0.010013544559478782,norm_ratio,,k_stored,1,packed_history,p95,1,0,0,0.0373186171054839
0.04560908138751962,norm_accumulation_auc,representation_norm_error,0.002318493723869497,norm_ratio,,k_stored,1,packed_history,p99,0,1,0,0.04792757511138912
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,pending_history,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,pending_history,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,pending_history,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,pending_history,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,pending_history,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,pending_history,p99,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,recent,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,recent,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,recent,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,recent,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,recent,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,recent,p99,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,sink,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,sink,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,sink,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,sink,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,sink,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,k_stored,6,sink,p99,0,0,6,0.0
0.3264380693435669,norm_accumulation_auc,stored_norm_error,0.006471514701843262,norm_ratio,,k_stored,1,packed_history,max,0,1,0,0.33290958404541016
0.03898452226167137,norm_accumulation_auc,stored_norm_error,-0.012573124832670146,norm_ratio,,k_stored,1,packed_history,mean,1,0,0,0.026411397429001227
0.03679239749908447,norm_accumulation_auc,stored_norm_error,-0.011362671852111816,norm_ratio,,k_stored,1,packed_history,p50,1,0,0,0.025429725646972656
0.058220231533051,norm_accumulation_auc,stored_norm_error,-0.012005895376205777,norm_ratio,,k_stored,1,packed_history,p90,1,0,0,0.046214336156845226
0.06445017755031579,norm_accumulation_auc,stored_norm_error,-0.013977283239364757,norm_ratio,,k_stored,1,packed_history,p95,1,0,0,0.05047289431095103
0.08067980527877772,norm_accumulation_auc,stored_norm_error,-0.0013734954595564508,norm_ratio,,k_stored,1,packed_history,p99,1,0,0,0.07930630981922127
0.31506651639938354,norm_accumulation_auc,stored_norm_error,-0.04100865125656128,norm_ratio,,k_stored,6,pending_history,max,5,1,0,0.2326396405696869
0.01285029547246444,norm_accumulation_auc,stored_norm_error,-0.0012373704820932696,norm_ratio,,k_stored,6,pending_history,mean,4,2,0,0.012377076116657448
0.010883815586566925,norm_accumulation_auc,stored_norm_error,0.000448375940322876,norm_ratio,,k_stored,6,pending_history,p50,3,3,0,0.011632554233074188
0.04767378866672545,norm_accumulation_auc,stored_norm_error,-0.001573097705840909,norm_ratio,,k_stored,6,pending_history,p90,4,2,0,0.04749106168746986
0.06344004124403013,norm_accumulation_auc,stored_norm_error,0.0005157306790350424,norm_ratio,,k_stored,6,pending_history,p95,3,3,0,0.06347123086452466
0.13241378188133213,norm_accumulation_auc,stored_norm_error,-0.014982565045357221,norm_ratio,,k_stored,6,pending_history,p99,6,0,0,0.11764227807521777
0.3014075756072998,norm_accumulation_auc,stored_norm_error,0.012974351644515991,norm_ratio,,k_stored,6,recent,max,3,3,0,0.3300386965274811
0.011139935202663764,norm_accumulation_auc,stored_norm_error,-7.851698319427669e-05,norm_ratio,,k_stored,6,recent,mean,3,3,0,0.012285197066375986
0.010938763618469238,norm_accumulation_auc,stored_norm_error,-0.0006158649921417236,norm_ratio,,k_stored,6,recent,p50,4,2,0,0.010882243514060974
0.05080882906913753,norm_accumulation_auc,stored_norm_error,-0.0018871515989304366,norm_ratio,,k_stored,6,recent,p90,4,2,0,0.049678263068199
0.07058564424514774,norm_accumulation_auc,stored_norm_error,-0.001744633913040028,norm_ratio,,k_stored,6,recent,p95,4,2,0,0.06869269460439681
0.13848367601633066,norm_accumulation_auc,stored_norm_error,0.00033739626407613965,norm_ratio,,k_stored,6,recent,p99,3,3,0,0.1388210722804068
0.00016254186630249023,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,k_stored,6,sink,max,0,0,6,0.00016254186630249023
0.00015922333113849163,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,k_stored,6,sink,mean,0,0,6,0.00015922333113849163
9.019672870635986e-05,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,k_stored,6,sink,p50,0,0,6,9.019672870635986e-05
0.00045015215873689396,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,k_stored,6,sink,p90,0,0,6,0.00045015215873689396
0.0005669161677362977,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,k_stored,6,sink,p95,0,0,6,0.0005669161677362977
0.0004470336437223943,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,k_stored,6,sink,p99,0,0,6,0.0004470336437223943
0.4578940272331238,norm_accumulation_auc,source_state_norm_drift,-0.029290109872817993,norm_ratio,,q_source,6,all_tokens,max,5,1,0,0.4140711724758148
0.012437469942613633,norm_accumulation_auc,source_state_norm_drift,-0.0012800179845132154,norm_ratio,,q_source,6,all_tokens,mean,5,1,0,0.01155461113638051
0.008717894554138184,norm_accumulation_auc,source_state_norm_drift,-0.0003131777048110962,norm_ratio,,q_source,6,all_tokens,p50,5,1,0,0.007536888122558594
0.04188009500503537,norm_accumulation_auc,source_state_norm_drift,-0.003145396709442194,norm_ratio,,q_source,6,all_tokens,p90,5,1,0,0.0394537657499312
0.054137347638607225,norm_accumulation_auc,source_state_norm_drift,-0.003597001731395766,norm_ratio,,q_source,6,all_tokens,p95,5,1,0,0.05182850211858747
0.0901518866419791,norm_accumulation_auc,source_state_norm_drift,-0.004516322910785686,norm_ratio,,q_source,6,all_tokens,p99,6,0,0,0.08445839047431947
0.8363740742206573,norm_accumulation_auc,source_state_norm_drift,0.004437118768692017,norm_ratio,,v_source,6,all_tokens,max,3,3,0,0.9127594828605652
0.0031915075874740517,norm_accumulation_auc,source_state_norm_drift,0.0009074580951698441,norm_ratio,,v_source,6,all_tokens,mean,2,4,0,0.005196831756584419
0.0003259629011154175,norm_accumulation_auc,source_state_norm_drift,0.0002122819423675537,norm_ratio,,v_source,6,all_tokens,p50,2,4,0,0.0005382448434829712
0.0582080483436585,norm_accumulation_auc,source_state_norm_drift,-0.0014792650938031948,norm_ratio,,v_source,6,all_tokens,p90,3,3,0,0.059717610478401295
0.08953233659267429,norm_accumulation_auc,source_state_norm_drift,-0.00027878284454346813,norm_ratio,,v_source,6,all_tokens,p95,3,3,0,0.09253261536359786
0.18801402062177647,norm_accumulation_auc,source_state_norm_drift,-0.0016145151853561024,norm_ratio,,v_source,6,all_tokens,p99,4,2,0,0.18396823436021842
-0.2981565594673157,norm_accumulation_auc,representation_norm_error,-0.003264486789703369,norm_ratio,,v_stored,1,packed_history,max,1,0,0,-0.30142104625701904
0.06154157055334508,norm_accumulation_auc,representation_norm_error,-0.001887923519461765,norm_ratio,,v_stored,1,packed_history,mean,1,0,0,0.05965364703388332
0.07947060465812683,norm_accumulation_auc,representation_norm_error,-0.0026407837867736816,norm_ratio,,v_stored,1,packed_history,p50,1,0,0,0.07682982087135315
0.052337318658828735,norm_accumulation_auc,representation_norm_error,-0.006223171949386819,norm_ratio,,v_stored,1,packed_history,p90,1,0,0,0.04611414670944192
0.033990100026130454,norm_accumulation_auc,representation_norm_error,-0.0033234149217604703,norm_ratio,,v_stored,1,packed_history,p95,1,0,0,0.030666685104369984
-0.028645166754722506,norm_accumulation_auc,representation_norm_error,-0.0038830381631851374,norm_ratio,,v_stored,1,packed_history,p99,1,0,0,-0.032528204917907644
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,pending_history,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,pending_history,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,pending_history,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,pending_history,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,pending_history,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,pending_history,p99,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,recent,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,recent,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,recent,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,recent,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,recent,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,recent,p99,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,sink,max,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,sink,mean,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,sink,p50,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,sink,p90,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,sink,p95,0,0,6,0.0
0.0,norm_accumulation_auc,representation_norm_error,0.0,norm_ratio,,v_stored,6,sink,p99,0,0,6,0.0
0.8203586339950562,norm_accumulation_auc,stored_norm_error,-0.48616892099380493,norm_ratio,,v_stored,1,packed_history,max,1,0,0,0.3341897130012512
0.06365820616792917,norm_accumulation_auc,stored_norm_error,0.0009292875520259258,norm_ratio,,v_stored,1,packed_history,mean,0,1,0,0.06458749371995509
0.08069238066673279,norm_accumulation_auc,stored_norm_error,-0.0004413723945617676,norm_ratio,,v_stored,1,packed_history,p50,1,0,0,0.08025100827217102
0.07023917436599758,norm_accumulation_auc,stored_norm_error,-0.0037394285202030364,norm_ratio,,v_stored,1,packed_history,p90,1,0,0,0.06649974584579454
0.060134729743004156,norm_accumulation_auc,stored_norm_error,-0.002683293819427446,norm_ratio,,v_stored,1,packed_history,p95,1,0,0,0.05745143592357671
0.008974267244338696,norm_accumulation_auc,stored_norm_error,0.0054644614458094765,norm_ratio,,v_stored,1,packed_history,p99,0,1,0,0.014438728690148173
0.4722984731197357,norm_accumulation_auc,stored_norm_error,0.06244906783103943,norm_ratio,,v_stored,6,pending_history,max,2,4,0,0.4742259979248047
0.005773093957122166,norm_accumulation_auc,stored_norm_error,0.0013134204809349959,norm_ratio,,v_stored,6,pending_history,mean,3,3,0,0.0070813365188420185
0.004312887787818909,norm_accumulation_auc,stored_norm_error,0.001274116337299347,norm_ratio,,v_stored,6,pending_history,p50,2,4,0,0.005143895745277405
0.07768572866916673,norm_accumulation_auc,stored_norm_error,0.0024887949228288853,norm_ratio,,v_stored,6,pending_history,p90,2,4,0,0.07840787172317526
0.10998428910970681,norm_accumulation_auc,stored_norm_error,0.0035731539130212653,norm_ratio,,v_stored,6,pending_history,p95,2,4,0,0.1127775773406029
0.21259082585573136,norm_accumulation_auc,stored_norm_error,-0.004030159413814571,norm_ratio,,v_stored,6,pending_history,p99,3,3,0,0.20468203395605034
0.573308527469635,norm_accumulation_auc,stored_norm_error,0.008812308311462402,norm_ratio,,v_stored,6,recent,max,2,4,0,0.5948360562324524
0.0057499981339788064,norm_accumulation_auc,stored_norm_error,0.0014534832298522815,norm_ratio,,v_stored,6,recent,mean,2,4,0,0.008300339832203463
0.003529280424118042,norm_accumulation_auc,stored_norm_error,0.0027362629771232605,norm_ratio,,v_stored,6,recent,p50,1,5,0,0.006017208099365234
0.08183244764804865,norm_accumulation_auc,stored_norm_error,0.0002332597970960415,norm_ratio,,v_stored,6,recent,p90,2,4,0,0.08448931574821467
0.11928226947784437,norm_accumulation_auc,stored_norm_error,-0.002804048359394018,norm_ratio,,v_stored,6,recent,p95,4,2,0,0.11782676130533248
0.22844137370586381,norm_accumulation_auc,stored_norm_error,0.0056175521016123,norm_ratio,,v_stored,6,recent,p99,2,4,0,0.23386697441339477
5.40316104888916e-05,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,v_stored,6,sink,max,0,0,6,5.40316104888916e-05
0.00032953580375760794,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,v_stored,6,sink,mean,0,0,6,0.00032953580375760794
0.0003548040986061096,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,v_stored,6,sink,p50,0,0,6,0.0003548040986061096
0.00039980709552767113,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,v_stored,6,sink,p90,0,0,6,0.00039980709552767113
0.00048134773969626954,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,v_stored,6,sink,p95,0,0,6,0.00048134773969626954
0.0006637325882906664,norm_accumulation_auc,stored_norm_error,0.0,norm_ratio,,v_stored,6,sink,p99,0,0,6,0.0006637325882906664
2.8353053785394877,norm_accumulation_auc,source_state_norm_drift,-0.26458872854709625,relative_L2,,hidden,6,all_tokens,max,4,2,0,2.448315439047292
0.3655961550747903,norm_accumulation_auc,source_state_norm_drift,-0.011195513793068934,relative_L2,,hidden,6,all_tokens,mean,5,1,0,0.35795043089650136
0.34659385014674626,norm_accumulation_auc,source_state_norm_drift,-0.007431602571159601,relative_L2,,hidden,6,all_tokens,p50,5,1,0,0.33863685265532695
0.6787646312615834,norm_accumulation_auc,source_state_norm_drift,0.00040093958377840355,relative_L2,,hidden,6,all_tokens,p90,3,3,0,0.6629328537732363
0.8081898773438292,norm_accumulation_auc,source_state_norm_drift,-0.017725711502134756,relative_L2,,hidden,6,all_tokens,p95,4,2,0,0.8045496087870558
1.511822413667106,norm_accumulation_auc,source_state_norm_drift,-0.09083263441920164,relative_L2,,hidden,6,all_tokens,p99,6,0,0,1.4268216714821742
1.8091985660139471,norm_accumulation_auc,source_state_norm_drift,-0.25171324983239174,relative_L2,,k_source,6,all_tokens,max,5,1,0,1.396182859200053
0.12968656874108053,norm_accumulation_auc,source_state_norm_drift,-0.004340979605317943,relative_L2,,k_source,6,all_tokens,mean,5,1,0,0.12787478623469598
0.11727170295489486,norm_accumulation_auc,source_state_norm_drift,-0.002238223562017083,relative_L2,,k_source,6,all_tokens,p50,4,2,0,0.11463415039179381
