backend,decode_position,k_assignment_disagreement_rate,layer,task_key,v_assignment_disagreement_rate,v_gate_disagreement_rate
production,2048,0.12968750298023224,26,aime24:p14:s0:seed14042,0.39531248807907104,0.15338541567325592
production,2048,0.15794271230697632,27,aime24:p14:s0:seed14042,0.3716796934604645,0.13619790971279144
production,2048,0.16119791567325592,28,aime24:p14:s0:seed14042,0.38300782442092896,0.15611979365348816
production,2048,0.14544270932674408,29,aime24:p14:s0:seed14042,0.4055338501930237,0.14212240278720856
production,2048,0.14459635317325592,30,aime24:p14:s0:seed14042,0.4085937440395355,0.1490885466337204
production,2048,0.13548177480697632,31,aime24:p14:s0:seed14042,0.3552083373069763,0.0852864608168602
production,4096,0.0,0,aime24:p14:s0:seed14042,0.0,0.0
production,4096,0.03843246027827263,1,aime24:p14:s0:seed14042,0.048765119165182114,0.014301915653049946
production,4096,0.11154863983392715,2,aime24:p14:s0:seed14042,0.15350931882858276,0.029328377917408943
production,4096,0.08096018433570862,3,aime24:p14:s0:seed14042,0.25217363238334656,0.07440776377916336
production,4096,0.07780998200178146,4,aime24:p14:s0:seed14042,0.28395918011665344,0.08704007416963577
production,4096,0.0834803432226181,5,aime24:p14:s0:seed14042,0.2654989957809448,0.08464591950178146
production,4096,0.07198210805654526,6,aime24:p14:s0:seed14042,0.3467426896095276,0.1171559989452362
production,4096,0.08562248200178146,7,aime24:p14:s0:seed14042,0.3595010042190552,0.11825856566429138
production,4096,0.09069430083036423,8,aime24:p14:s0:seed14042,0.40741556882858276,0.14201109111309052
production,4096,0.13706527650356293,9,aime24:p14:s0:seed14042,0.4663558602333069,0.1689138114452362
production,4096,0.1498865932226181,10,aime24:p14:s0:seed14042,0.4639616906642914,0.166015625
production,4096,0.19587953388690948,11,aime24:p14:s0:seed14042,0.5002520084381104,0.17118196189403534
production,4096,0.08187373727560043,12,aime24:p14:s0:seed14042,0.5522618293762207,0.20570816099643707
production,4096,0.20277847349643707,13,aime24:p14:s0:seed14042,0.49432963132858276,0.19751764833927155
production,4096,0.2295236885547638,14,aime24:p14:s0:seed14042,0.4630166292190552,0.15851815044879913
production,4096,0.14802797138690948,15,aime24:p14:s0:seed14042,0.5110887289047241,0.20274697244167328
production,4096,0.15420237183570862,16,aime24:p14:s0:seed14042,0.44272932410240173,0.1601247489452362
production,4096,0.14900453388690948,17,aime24:p14:s0:seed14042,0.47492438554763794,0.19660408794879913
production,4096,0.14330266416072845,18,aime24:p14:s0:seed14042,0.40454888343811035,0.14664188027381897
production,4096,0.14575983583927155,19,aime24:p14:s0:seed14042,0.4298135042190552,0.16907131671905518
production,4096,0.16431452333927155,20,aime24:p14:s0:seed14042,0.4296559989452362,0.16440902650356293
production,4096,0.18920110166072845,21,aime24:p14:s0:seed14042,0.4755544364452362,0.15763609111309052
production,4096,0.14900453388690948,22,aime24:p14:s0:seed14042,0.4462575614452362,0.17118196189403534
production,4096,0.15905368328094482,23,aime24:p14:s0:seed14042,0.4707976281642914,0.1748046875
production,4096,0.16374747455120087,24,aime24:p14:s0:seed14042,0.43778350949287415,0.16582661867141724
production,4096,0.1846333146095276,25,aime24:p14:s0:seed14042,0.45863786339759827,0.1674332171678543
production,4096,0.15454889833927155,26,aime24:p14:s0:seed14042,0.49332156777381897,0.1636214703321457
production,4096,0.1948714703321457,27,aime24:p14:s0:seed14042,0.4652847647666931,0.14928805828094482
production,4096,0.17502519488334656,28,aime24:p14:s0:seed14042,0.46941155195236206,0.17029990255832672
production,4096,0.1733240932226181,29,aime24:p14:s0:seed14042,0.5064893960952759,0.1567225307226181
production,4096,0.16381047666072845,30,aime24:p14:s0:seed14042,0.4906438887119293,0.15905368328094482
production,4096,0.16295993328094482,31,aime24:p14:s0:seed14042,0.44112274050712585,0.08722908049821854
