backend,decode_position,k_assignment_tokens_match,k_centroid_count_match,k_centroid_max_abs_error,k_centroid_relative_l2,k_centroid_shape_legacy,k_centroid_shape_segmented,k_centroid_update_count_match,layer,legacy_cache_kind,legacy_k_assignment_tokens,legacy_k_centroid_count,legacy_k_centroid_update_count,legacy_packed_k_tokens,legacy_packed_v_tokens,legacy_pending_k_tokens,legacy_pending_v_tokens,legacy_recent_k_tokens,legacy_recent_v_tokens,legacy_sink_tokens,legacy_total_tokens,legacy_v_assignment_tokens,legacy_v_centroid_count,legacy_v_centroid_update_count,legacy_v_gate_tokens,packed_k_tokens_match,packed_v_tokens_match,pending_k_tokens_match,pending_v_tokens_match,recent_k_tokens_match,recent_v_tokens_match,segmented_cache_kind,segmented_k_assignment_tokens,segmented_k_centroid_count,segmented_k_centroid_update_count,segmented_packed_k_tokens,segmented_packed_v_tokens,segmented_pending_k_tokens,segmented_pending_v_tokens,segmented_recent_k_tokens,segmented_recent_v_tokens,segmented_sink_tokens,segmented_total_tokens,segmented_v_assignment_tokens,segmented_v_centroid_count,segmented_v_centroid_update_count,segmented_v_gate_tokens,sink_tokens_match,task_key,total_tokens_match,v_assignment_tokens_match,v_centroid_count_match,v_centroid_max_abs_error,v_centroid_relative_l2,v_centroid_shape_legacy,v_centroid_shape_segmented,v_centroid_update_count_match,v_gate_tokens_match
production,512,False,False,1.35546875,0.0006436390103772283,"[8, 36, 128]","[8, 35, 128]",False,6,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.2537841796875,0.0036374053452163935,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,0.9833984375,0.0005973393563181162,"[8, 36, 128]","[8, 35, 128]",False,7,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.274169921875,0.0029871519654989243,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.583984375,0.0013523465022444725,"[8, 36, 128]","[8, 35, 128]",False,8,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.326904296875,0.005456205457448959,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.505859375,0.0015649915440008044,"[8, 36, 128]","[8, 35, 128]",False,9,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.58447265625,0.005149010103195906,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.19384765625,0.0013679963303729892,"[8, 36, 128]","[8, 35, 128]",False,10,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.414306640625,0.004737536422908306,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.640625,0.0014125787420198321,"[8, 36, 128]","[8, 35, 128]",False,11,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.521484375,0.004353460390120745,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.30859375,0.0012168852845206857,"[8, 36, 128]","[8, 35, 128]",False,12,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.349609375,0.005552511662244797,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,2.095703125,0.002144623314961791,"[8, 36, 128]","[8, 35, 128]",False,13,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.341552734375,0.005322552286088467,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.759765625,0.0016998534556478262,"[8, 36, 128]","[8, 35, 128]",False,14,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.3095703125,0.004197197966277599,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.7294921875,0.0016935279127210379,"[8, 36, 128]","[8, 35, 128]",False,15,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.4599609375,0.005390400532633066,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.8984375,0.001345133176073432,"[8, 36, 128]","[8, 35, 128]",False,16,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.360107421875,0.003044306766241789,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.482421875,0.0012473760871216655,"[8, 36, 128]","[8, 35, 128]",False,17,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.288818359375,0.003453197656199336,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.6904296875,0.0012068756623193622,"[8, 36, 128]","[8, 35, 128]",False,18,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.2412109375,0.002292099641636014,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.1201171875,0.0010431914124637842,"[8, 36, 128]","[8, 35, 128]",False,19,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.30517578125,0.0026757207233458757,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.044921875,0.0008694421267136931,"[8, 36, 128]","[8, 35, 128]",False,20,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.25830078125,0.002378718229010701,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,0.99609375,0.00094081019051373,"[8, 36, 128]","[8, 35, 128]",False,21,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.274658203125,0.002679276280105114,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.29296875,0.0010200206888839602,"[8, 36, 128]","[8, 35, 128]",False,22,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.439208984375,0.002526430180296302,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.29296875,0.0009351627086289227,"[8, 36, 128]","[8, 35, 128]",False,23,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.27587890625,0.002451515756547451,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.26171875,0.0008481678087264299,"[8, 36, 128]","[8, 35, 128]",False,24,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.3076171875,0.002484788652509451,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.1064453125,0.0008251071558333933,"[8, 36, 128]","[8, 35, 128]",False,25,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.35302734375,0.0023879052605479956,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.03125,0.0009652242879383266,"[8, 36, 128]","[8, 35, 128]",False,26,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.318603515625,0.002586436690762639,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.5380859375,0.0009969734819605947,"[8, 36, 128]","[8, 35, 128]",False,27,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.438232421875,0.0025054682046175003,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.130859375,0.0007846658700145781,"[8, 36, 128]","[8, 35, 128]",False,28,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.63720703125,0.0031630191951990128,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.234375,0.0007616335642524064,"[8, 36, 128]","[8, 35, 128]",False,29,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.5634765625,0.0027097598649561405,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,1.283203125,0.0009931200183928013,"[8, 36, 128]","[8, 35, 128]",False,30,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.52734375,0.0027927192859351635,"[8, 36, 128]","[8, 35, 128]",False,False
production,512,False,False,0.8857421875,0.0005621478194370866,"[8, 36, 128]","[8, 35, 128]",False,31,legacy,512,36,4,512,512,0,0,64,64,0,576,512,36,4,512,False,False,False,False,False,False,segmented,384,35,3,384,384,64,64,128,128,0,576,384,35,3,384,True,aime24:p12:s0:seed12042,True,False,False,0.6015625,0.002209971658885479,"[8, 36, 128]","[8, 35, 128]",False,False
production,1024,False,False,0.0,0.0,"[8, 40, 128]","[8, 39, 128]",False,0,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,0.29931640625,2.6560148398857564e-05,"[8, 40, 128]","[8, 39, 128]",False,1,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.0419921875,0.0002581061271484941,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.828125,0.00048296726890839636,"[8, 40, 128]","[8, 39, 128]",False,2,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.1102294921875,0.0010619163513183594,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,0.828125,0.00039934023516252637,"[8, 40, 128]","[8, 39, 128]",False,3,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.1484375,0.002820754423737526,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,0.732421875,0.0004224075237289071,"[8, 40, 128]","[8, 39, 128]",False,4,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.2333984375,0.003645572578534484,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,3.62890625,0.0016506578540429473,"[8, 40, 128]","[8, 39, 128]",False,5,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.22607421875,0.0035804726649075747,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.35546875,0.000990594387985766,"[8, 40, 128]","[8, 39, 128]",False,6,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.28515625,0.007034781854599714,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,0.9833984375,0.0009372251224704087,"[8, 40, 128]","[8, 39, 128]",False,7,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.274169921875,0.005280929617583752,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.583984375,0.0018437750404700637,"[8, 40, 128]","[8, 39, 128]",False,8,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.326904296875,0.00794235523790121,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.505859375,0.0024958879221230745,"[8, 40, 128]","[8, 39, 128]",False,9,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.58447265625,0.008847706019878387,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.19384765625,0.002470901934430003,"[8, 40, 128]","[8, 39, 128]",False,10,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.414306640625,0.009525222703814507,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.640625,0.0029860208742320538,"[8, 40, 128]","[8, 39, 128]",False,11,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.521484375,0.009389839135110378,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.30859375,0.0022068722173571587,"[8, 40, 128]","[8, 39, 128]",False,12,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.3984375,0.012188318185508251,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,2.095703125,0.004204478580504656,"[8, 40, 128]","[8, 39, 128]",False,13,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.341552734375,0.011256995610892773,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.759765625,0.0032917724456638098,"[8, 40, 128]","[8, 39, 128]",False,14,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.32080078125,0.009884662926197052,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.7294921875,0.003318666247650981,"[8, 40, 128]","[8, 39, 128]",False,15,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.673828125,0.013104470446705818,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.8984375,0.002590102143585682,"[8, 40, 128]","[8, 39, 128]",False,16,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.360107421875,0.007665578275918961,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.482421875,0.002762322314083576,"[8, 40, 128]","[8, 39, 128]",False,17,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.288818359375,0.008496810682117939,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.6904296875,0.002632318763062358,"[8, 40, 128]","[8, 39, 128]",False,18,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.2412109375,0.005789019167423248,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.4619140625,0.0022804425098001957,"[8, 40, 128]","[8, 39, 128]",False,19,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.30712890625,0.006470568012446165,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.044921875,0.0020512277260422707,"[8, 40, 128]","[8, 39, 128]",False,20,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.25830078125,0.005883779842406511,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.3466796875,0.0022310891654342413,"[8, 40, 128]","[8, 39, 128]",False,21,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.317138671875,0.006846481468528509,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.29296875,0.002393390517681837,"[8, 40, 128]","[8, 39, 128]",False,22,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.439208984375,0.006569580174982548,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.29296875,0.00215089856646955,"[8, 40, 128]","[8, 39, 128]",False,23,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.28466796875,0.006131138186901808,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.26171875,0.0020952364429831505,"[8, 40, 128]","[8, 39, 128]",False,24,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.34033203125,0.006523613352328539,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.123046875,0.0019688978791236877,"[8, 40, 128]","[8, 39, 128]",False,25,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.421630859375,0.0063340631313622,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.046875,0.0020806225948035717,"[8, 40, 128]","[8, 39, 128]",False,26,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.820556640625,0.008019998669624329,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.5380859375,0.0021816291846334934,"[8, 40, 128]","[8, 39, 128]",False,27,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.438232421875,0.006031607743352652,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.130859375,0.0018001582939177752,"[8, 40, 128]","[8, 39, 128]",False,28,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.640625,0.008141616359353065,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.765625,0.001804047729820013,"[8, 40, 128]","[8, 39, 128]",False,29,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.5634765625,0.006907620932906866,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,1.283203125,0.0021792748011648655,"[8, 40, 128]","[8, 39, 128]",False,30,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.859619140625,0.007679713889956474,"[8, 40, 128]","[8, 39, 128]",False,False
production,1024,False,False,0.8857421875,0.0012514495756477118,"[8, 40, 128]","[8, 39, 128]",False,31,legacy,1024,40,8,1024,1024,0,0,64,64,0,1088,1024,40,8,1024,False,False,False,False,False,False,segmented,896,39,7,896,896,64,64,128,128,0,1088,896,39,7,896,True,aime24:p12:s0:seed12042,True,False,False,0.6015625,0.005641344003379345,"[8, 40, 128]","[8, 39, 128]",False,False
production,2048,False,False,0.0,0.0,"[8, 48, 128]","[8, 47, 128]",False,0,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.0,0.0,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,0.29931640625,4.08870582759846e-05,"[8, 48, 128]","[8, 47, 128]",False,1,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.0419921875,0.00038318929728120565,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,1.828125,0.000901922001503408,"[8, 48, 128]","[8, 47, 128]",False,2,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.173583984375,0.0016325600445270538,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,0.828125,0.0005897439550608397,"[8, 48, 128]","[8, 47, 128]",False,3,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.18701171875,0.0051383282989263535,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,0.732421875,0.0005942579009570181,"[8, 48, 128]","[8, 47, 128]",False,4,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.2333984375,0.005419453140348196,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,3.62890625,0.0019270392367616296,"[8, 48, 128]","[8, 47, 128]",False,5,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.22607421875,0.005396913271397352,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,1.35546875,0.0014469673624262214,"[8, 48, 128]","[8, 47, 128]",False,6,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.394775390625,0.012854557484388351,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,0.9833984375,0.0014338786713778973,"[8, 48, 128]","[8, 47, 128]",False,7,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.274169921875,0.009134739637374878,"[8, 48, 128]","[8, 47, 128]",False,False
production,2048,False,False,1.583984375,0.00263418722897768,"[8, 48, 128]","[8, 47, 128]",False,8,legacy,2048,48,16,2048,2048,0,0,64,64,0,2112,2048,48,16,2048,False,False,False,False,False,False,segmented,1920,47,15,1920,1920,64,64,128,128,0,2112,1920,47,15,1920,True,aime24:p12:s0:seed12042,True,False,False,0.326904296875,0.012402938678860664,"[8, 48, 128]","[8, 47, 128]",False,False
