backend_method,base_seed,config_name,correct,effective_kv_bits_per_element,effective_seed,error,experiment_id,formal_config_hash,formal_key,generated_token_sha256,generated_tokens,generation_config_hash,git_commit,gold_answer,gpu_name,length_truncated,logical_gpu,method,method_config_hash,model_identity,nan_inf_detected,parse_status,parsed_answer,parser_strategy,peak_memory_allocated_bytes,peak_memory_reserved_bytes,phase,physical_gpu,problem_id,prompt_tokens,raw_generation_path,raw_generation_sha256,runtime_seconds,sample_id,selector_task_key,status,stop_reason,timestamp,tokens_per_second,total_tokens,v4_realized_fraction
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,21044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p21,29429a7dcaccc70dd6401b5f7bd3a263a72da19e3c90949e287c3c809d8f8cbf,15501,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,315,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,48,boxed,17132083200,18532532224,formal,5,21,182,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p21.txt,d90c8dba52abfd88623a9ebfa83c6fd56164d92f7efa14956e5c1e93ca5c2334,1791.2465,0,aime24:p21:s0:seed21044,completed,eos,2026-08-11T10:56:14.541611+00:00,8.6538,15683,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,22044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p22,5fb2d3188fd0c68eb16cd4e83e94f8f499cb3324b68762761fed8b7d97b6556a,32768,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,236,NVIDIA GeForce RTX 3090,True,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,112,tail_integer,18237939200,18532532224,formal,5,22,97,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p22.txt,deccfe5eb6db5ea81486f5c62a159cda5ed244af375166b7d74d9237ea485b1f,4617.3493,0,aime24:p22:s0:seed22044,completed,length,2026-08-11T12:13:12.070725+00:00,7.0967,32865,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,23044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p23,a7b1f9892a5702f36875b332abd7da861f57c2e8b72cf6ed72fa94d281717f49,15696,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,45,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,945,tail_integer,17140343808,18532532224,formal,5,23,152,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p23.txt,54e725b9793bebf265ea5318f9b782367c3d9e12f37d5a5bc3872f6b77ef86fd,1830.1829,0,aime24:p23:s0:seed23044,completed,eos,2026-08-11T12:43:42.359727+00:00,8.5762,15848,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,True,2.50048828125,24044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p24,a274c404ce86ef004ef730d63a05f335e532c1fca179a1030926867f35a2e090,3278,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,33,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,33,boxed,16339826688,18532532224,formal,5,24,166,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p24.txt,e3c916853b12c8955dc3feaa9b805d43e884ec37542adacfc3d29c91cdcacd40,340.2882,0,aime24:p24:s0:seed24044,completed,eos,2026-08-11T12:49:22.686452+00:00,9.633,3444,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,25044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p25,c5910bf915282369c280b1e011533093ade80bcf5f2058770f544bdbb9d5d60a,15165,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,80,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,60,boxed,17099070464,18553503744,formal,4,25,78,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p25.txt,6fbc0a79ab67b0a4a70c93be53077c33cb9f4a045c2eb8cb751285d0e6cf5176,1825.6896,0,aime24:p25:s0:seed25044,completed,eos,2026-08-11T13:40:14.131002+00:00,8.3065,15243,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,26044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p26,5e15f2a13a32b457b569c5bef653c820fdf5300d0d15586f1d5139e38f17e0ed,14515,fda7c0ebafea3955,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,55,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,48,boxed,17057798656,18553503744,formal,4,26,81,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p26.txt,1ca97837fc931fccefe0333a1d6565b69bbc86e09b68040d49c90469fc780a4c,1773.8925,0,aime24:p26:s0:seed26044,completed,eos,2026-08-11T14:09:48.117777+00:00,8.1826,14596,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,27044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p27,50d41328774e65e24b3e0a05d6a95775edb5a5b5ca8825fc03646f2a3aeb6bce,14662,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,699,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,434,boxed,17074320384,17181966336,formal,6,27,91,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p27.txt,ff7ef0c833aa6856e546187393e3c282abb1cea9d11e0b806b34b77be2145335,1717.2737,0,aime24:p27:s0:seed27044,completed,eos,2026-08-11T14:41:41.434615+00:00,8.538,14753,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,28044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p28,b3f148fdedadf6b9301690635b0593ebdeee91cf7f7e3cdf3b506d6d6fae202c,18451,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,127,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,85,boxed,17338153984,17586716672,formal,7,28,396,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p28.txt,eacb3642dbc9b3f89e3440676dcd0fdbe09f0d89c7f6aa99e5c9a484a329d33f,2318.5187,0,aime24:p28:s0:seed28044,completed,eos,2026-08-11T14:51:43.100128+00:00,7.9581,18847,0.25
patternkv,44,pattern_rolling_k2v2_s16_r128_causal_v4_b025,False,2.50048828125,29044,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,CAUSAL_V4_25:seed44:p29,63b72386b5d11bd1f3b938a2ef9aaab9fcd2be6063f0380af58eca9837639ef1,14140,fda7c0ebafea3955,96e042ddde0b833209ede6e3308391c9cd322d9e,902,NVIDIA GeForce RTX 3090,False,cuda:0,CAUSAL_V4_25,df086b3089b7912d,DeepSeek-R1-Distill-Llama-8B,False,parsed,1,boxed,17041309696,17154703360,formal,7,29,120,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/CAUSAL_V4_25/seed44/p29.txt,9334a52c764e38bbb951599e59feded562a7ed5fb812055029cf984aa32a5124,1655.7334,0,aime24:p29:s0:seed29044,completed,eos,2026-08-11T14:12:22.005044+00:00,8.54,14260,0.25
fp16,42,fp16,True,16.0,42,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p00,9a26ab2a8a54034eab754746c3fa82446a455bbdbb9a1d7dd608be48cfe2762f,2896,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,204,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,204,boxed,16520400896,16630415360,formal,1,0,154,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p00.txt,1c9f875357898e04afafaf9e66321d00116e4d290bb7b8b564480b4f1326555b,90.9678,0,,completed,eos,2026-08-10T08:26:43.502821+00:00,31.8354,3050,
fp16,42,fp16,True,16.0,1042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p01,c69abb91ac0d7ccc974cba15e77727e0c143f07a69955e3e7a3c84cd78359421,18310,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,113,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,113,boxed,18789821952,19000197120,formal,1,1,128,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p01.txt,4e98f7e775a30dfcea11421474d14de6c9e60e0098a23943b9b813d822e075f2,840.7489,0,,completed,eos,2026-08-10T08:40:44.351703+00:00,21.7782,18438,
fp16,42,fp16,False,16.0,2042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p02,e199b0af258b5d66dcb435c10554a5c5db458c8f856fb5379c7181242b36f7ec,10795,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,371,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,81,boxed,17677085184,19000197120,formal,1,2,98,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p02.txt,c7fb113b166625d68bb0a9a349b331ce9a3e5b6b55dcede28090dfa5b9f8e453,396.6502,0,,completed,eos,2026-08-10T08:47:21.066429+00:00,27.2154,10893,
fp16,42,fp16,False,16.0,3042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p03,8847147b6307e1dc93c52b467ec4f8eebb9ed7ae974eeb871d2e5915bb65363c,10721,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,385,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,8,boxed,17666909184,19000197120,formal,1,3,103,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p03.txt,ea3c01ef9a98c48769b0efe2bbcdb4a2421ccde2eee4505ef0acd20323e9097a,391.8138,0,,completed,eos,2026-08-10T08:53:52.942692+00:00,27.3625,10824,
fp16,42,fp16,False,16.0,4042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p04,b19324e4abfffa2b2817931e4a3390b1ddf1734efba6a038936c74cf0010c982,7467,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,110,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,155,boxed,17184649728,19000197120,formal,1,4,87,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p04.txt,bfc100c6daa6d55c48133291dcc9298098cb7288699b318bb6fb5c6b24cf7c20,252.6817,0,,completed,eos,2026-08-10T08:58:05.670402+00:00,29.551,7554,
fp16,42,fp16,True,16.0,5042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p05,75b3ca003762cf89f9a066969c0710a97aa7259cc818005a0980a71e1e22edac,5277,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,104,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,104,boxed,16874058752,19000197120,formal,1,5,171,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p05.txt,003e4c64adcf639b6909b33dbd9d34bfb42598f1adcf6d7c422d145e8e2e6e78,167.8059,0,,completed,eos,2026-08-10T09:00:53.511377+00:00,31.4471,5448,
fp16,42,fp16,True,16.0,6042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p06,4afa7833b3dafef97b7586e8082c4c0f6743e7dcf7d5e0b6dbceec6c3680b876,9007,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,721,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,721,boxed,17416192512,19000197120,formal,1,6,117,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p06.txt,d3ea3bf8185fc354d784e54bcf209b1b6ed91ebe34b6ecaf8020c765d5b6916f,314.4833,0,,completed,eos,2026-08-10T09:06:08.048627+00:00,28.6406,9124,
fp16,42,fp16,True,16.0,7042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p07,504904fd0cfa3a30c46615f809c581063f64a78dfc627e682d02e7d91955869e,5089,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,25,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,25,boxed,16831581696,19000197120,formal,1,7,71,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p07.txt,4c73e8d9fc8f3a20a2fdbee72ed8e77a4cea1a12a8fe237ac946e1885b2143af,162.3084,0,,completed,eos,2026-08-10T09:08:50.390881+00:00,31.3539,5160,
fp16,42,fp16,True,16.0,8042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p08,df500e55e4129bba982f99d40abf89fe3f86c41bd49aad5885a623d33750c9d6,4837,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,809,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,809,boxed,16801348608,19000197120,formal,1,8,118,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p08.txt,40a01ab6223b4591e9fe0df3e311f99242ad156118b31796b6bf137477c1e8cd,154.2774,0,,completed,eos,2026-08-10T09:11:24.700072+00:00,31.3526,4955,
fp16,42,fp16,True,16.0,9042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p09,11942bd080292e3e1e0e6ef3b14b335b4e71e2bfdab1b0f3cdbc86fe93fca67e,2136,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,116,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,116,boxed,16407136256,19000197120,formal,1,9,146,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p09.txt,c6165601449edcd28dba0ad5482ddac363fc30bf7dc40cad7d9f017910f3ed5c,67.1374,0,,completed,eos,2026-08-10T09:12:31.856315+00:00,31.8154,2282,
fp16,42,fp16,False,16.0,10042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p10,cbf9fdeac187874f68a60291ed43984cd4c38bf7966967f60432c7bb032aba37,21203,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,104,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,291,boxed,19211318784,19440599040,formal,1,10,93,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p10.txt,0e3b8cc6c34dc9f09bf0f535c2e442040b6a78b066b53b4b422e95cd88ac3637,1047.2109,0,,completed,eos,2026-08-10T09:29:59.182838+00:00,20.2471,21296,
fp16,42,fp16,True,16.0,11042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p11,1f56c918e5a43e780aa28f3c482c74d1c0c9eaf99eb8e39357c2145f019abed0,4319,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,294,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,294,boxed,16718611968,19442696192,formal,1,11,75,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p11.txt,a75950428df5896308f0b7f1efae58ff8e7715c412055a74a23e347c8adb605d,136.096,0,,completed,eos,2026-08-10T09:32:15.310703+00:00,31.735,4394,
fp16,42,fp16,True,16.0,12042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p12,a4593d9bd024f16311e4f3c72da65612e96760850e2d79e925aa232a84d21376,17346,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,540,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,540,boxed,18638210560,19442696192,formal,1,12,64,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p12.txt,7e7c9222506cc42507cfdaf47b3ea1045eabf214865abebcc3f8f8e91f028d19,771.2058,0,,completed,eos,2026-08-10T09:45:06.609468+00:00,22.4921,17410,
fp16,42,fp16,False,16.0,13042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p13,7566432540a21c26e4c8d45fce36af0b255eea02bc27df8ad9f38fbf49e6fe6c,15660,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,197,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,239,boxed,18396787200,19442696192,formal,1,13,113,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p13.txt,fe69910854827e2851a58f92e3d6ea22a2cdd6fcf5b9b14ae0e10aa6937635f9,664.7352,0,,completed,eos,2026-08-10T09:56:11.431707+00:00,23.5583,15773,
fp16,42,fp16,False,16.0,14042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p14,72a4c8e0ae33ae9825aec89dc78b7ed6b84186a75546f6ec6672b9687bc4d274,12893,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,480,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,139,tail_integer,17987383296,19442696192,formal,1,14,104,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p14.txt,d7eed9c23966cd472641b33ab282f4c39ba67a9ce3422afc9e6542ea8778f8fc,501.8715,0,,completed,eos,2026-08-10T10:04:33.377584+00:00,25.6898,12997,
fp16,42,fp16,False,16.0,15042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p15,1159f27c8486a6725ac1ed9faf33fb97b466cada3892ebe7b04af1cf13dee368,19382,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,73,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,453,boxed,18946739712,19442696192,formal,1,15,120,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p15.txt,31a0421f1b90cd5a5362415b25d2c1afaae072ea87642508dbdc7af16497ff65,913.4872,0,,completed,eos,2026-08-10T10:19:46.969156+00:00,21.2176,19502,
fp16,42,fp16,True,16.0,16042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p16,71a942be3348a0278eadeabb4a8c3ace6f13ccdfee36944e81ae47094dbf0e90,10673,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,468,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,468,boxed,17655552000,19442696192,formal,1,16,74,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p16.txt,580f0cdf78bd88bf2b065a5cf4049367bcdd61a8481a069c30e8ebb948010318,390.3683,0,,completed,eos,2026-08-10T10:26:17.399118+00:00,27.3408,10747,
fp16,42,fp16,False,16.0,17042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p17,ff8cc8992b9f8c8a76bfb578c06114841d0f972c9f9ab71fea54f5caf6210620,23758,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,601,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,101,boxed,19589457408,19841155072,formal,1,17,102,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p17.txt,854251b17e212ada0d50d43cd0996952a3fa96a735adc7087408dbc8c2db0d88,1245.9021,0,,completed,eos,2026-08-10T10:47:03.425523+00:00,19.0689,23860,
fp16,42,fp16,True,16.0,18042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p18,9013b3a2fc218fc0eee59de069ea246880de6f1323ea8501efb64bca5745a65b,19287,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,23,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,23,boxed,18947333632,19841155072,formal,1,18,219,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p18.txt,207293865251a4203a4f781b99cafecf9e3956f42aad9fd940c19a1346192d78,907.9317,0,,completed,eos,2026-08-10T11:02:11.463031+00:00,21.2428,19506,
fp16,42,fp16,True,16.0,19042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p19,52fa8cef3b39ede83bbda247ded28fb45efbeaf1d9f8b10980543866850d9cbd,18592,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,321,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,321,boxed,18824036352,19841155072,formal,1,19,78,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p19.txt,fd747dbeab6fb36ad65e2d006ab044197c4170473a0c79d65aa497995c431158,854.2986,0,,completed,eos,2026-08-10T11:16:25.860987+00:00,21.7629,18670,
fp16,42,fp16,False,16.0,20042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p20,43b82e1ddbd6499f801ea87da4cf06ebc8d3a84dc0c83bd78db93bf43911a5bd,29699,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,211,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,127,boxed,20474782208,20742930432,formal,1,20,164,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p20.txt,96f681202e392bcff6f30246ec504ca71f280a938b4883bf2d994c59df5c7420,1819.2533,0,,completed,eos,2026-08-10T11:46:45.275012+00:00,16.3248,29863,
fp16,42,fp16,False,16.0,21042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p21,8ed8cb59cbd83027e5b39f9d5969c7cd02041aef66910d89faafd2571c65809b,15027,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,315,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,36,boxed,18313610240,20742930432,formal,1,21,182,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p21.txt,6beb811c263f6cf02aa41bfab55e2b18cc63f7c0c05ed628e31b34aa0aaed808,629.2988,0,,completed,eos,2026-08-10T11:57:14.666054+00:00,23.879,15209,
fp16,42,fp16,True,16.0,22042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p22,fbbbc2d4cb3026d7df35df380ba5fc08da81889dae228b946755054675e57eda,10431,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,236,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,236,boxed,17623254528,20742930432,formal,1,22,97,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p22.txt,00c63a5b72b5338838a9e19d8f3028620e764de03031720731ebe4e7c96a2528,379.9054,0,,completed,eos,2026-08-10T12:03:34.634434+00:00,27.4568,10528,
fp16,42,fp16,False,16.0,23042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p23,f059dd6cd8f1d388a7587970e01b2a2b757b1842f4d70b590628f6186475cb28,20445,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,45,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,124,boxed,19108232192,20742930432,formal,1,23,152,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p23.txt,2f3495bc319a4f4871cba76c4c99f278e08b72ea02c25ffd48ce79cc6ec249d2,996.5147,0,,completed,eos,2026-08-10T12:20:11.264283+00:00,20.5165,20597,
fp16,42,fp16,True,16.0,24042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p24,db4404e4f470e61483fb1002315e6cb387b8e03aee9ec94e4aeab3f3ae6a3d60,4007,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,33,NVIDIA GeForce RTX 3090,False,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,parsed,33,boxed,16686021632,20742930432,formal,1,24,166,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p24.txt,336d614899f8ae3c11bfca7993e86b29246b79d7480c3b7a7533a85f509f6988,128.9745,0,,completed,eos,2026-08-10T12:22:20.268828+00:00,31.0681,4173,
fp16,42,fp16,False,16.0,25042,,aime24_full_causal25_quality_formal,35fdc9fe0d9dda5e,FP16:seed42:p25,217f3b0e475c732b9e31cad4a52172a5e3c46357911bf45281ab3c0ead170621,32768,3ad15a5ea5cc236d,e3fe0d3df798f3b0c0b86035be3539a4feb4681b,80,NVIDIA GeForce RTX 3090,True,cuda:0,FP16,7cffe089a9825640,DeepSeek-R1-Distill-Llama-8B,False,failed,,failure,20914713600,21204303872,formal,1,25,78,reports/aime24_full_causal25_quality_4gpu/raw_generations/formal/FP16/seed42/p25.txt,726d79d50f760a0acc7488e3793b6b91d5ba84eac32354d9e47f1639526dca66,2087.2022,0,,completed,length,2026-08-10T12:57:07.673321+00:00,15.6995,32846,
