method,base_seed,effective_seed,problem_id,selector_task_key,layer,v4_tokens,total_tokens,fraction,generation_config_hash,formal_config_hash
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,13,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,14,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,15,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,16,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,17,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,18,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,19,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,20,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,21,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,22,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,23,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,24,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,25,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,26,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,27,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,28,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,29,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,30,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,43,0,aime24:p0:s0:seed43,31,608,2432,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,0,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,1,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,2,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,3,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,4,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,5,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,6,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,7,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,8,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,9,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,10,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,11,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,12,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,13,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,14,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,15,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,16,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,17,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,18,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,19,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,20,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,21,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,22,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,23,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,24,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,25,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,26,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,27,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,28,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,29,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,30,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,1043,1,aime24:p1:s0:seed1043,31,5376,21504,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,0,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,1,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,2,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,3,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,4,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,5,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,6,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,7,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,8,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,9,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,10,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,11,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,12,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,13,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,14,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,15,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,16,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,17,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,18,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,19,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,20,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,21,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,22,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,23,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,24,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,25,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,26,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,27,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,28,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,29,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,30,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,2043,2,aime24:p2:s0:seed2043,31,3360,13440,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,0,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,1,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,2,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,3,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,4,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,5,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,6,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,7,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,8,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,9,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,10,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,11,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,12,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,13,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,14,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,15,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,16,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,17,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,18,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,19,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,20,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,21,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,22,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,23,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,24,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,25,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,26,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,27,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,28,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,29,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,30,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,3043,3,aime24:p3:s0:seed3043,31,3424,13696,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,0,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,1,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,2,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,3,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,4,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,5,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,6,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,7,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,8,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,9,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,10,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,11,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,12,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,13,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,14,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,15,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,16,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,17,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,18,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,19,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,20,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,21,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,22,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,23,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,24,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,25,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,26,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,27,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,28,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,29,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,30,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,4043,4,aime24:p4:s0:seed4043,31,8160,32640,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,0,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,1,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,2,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,3,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,4,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,5,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,6,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,7,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,8,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,9,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,10,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,11,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,12,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,13,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,14,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,15,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,16,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,17,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,18,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,19,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,20,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,21,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,22,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,23,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,24,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,25,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,26,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,27,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,28,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,29,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,30,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,5043,5,aime24:p5:s0:seed5043,31,6592,26368,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,0,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,1,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,2,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,3,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,4,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,5,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,6,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,7,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,8,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,9,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,10,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
CAUSAL_V4_25,43,6043,6,aime24:p6:s0:seed6043,11,4768,19072,0.25,fda7c0ebafea3955,35fdc9fe0d9dda5e
