method,seed,problem,timing_type,confidence,seconds,generated_tokens,tokens_per_second,reason
CAUSAL_V4_25,seed43,p12,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1042.825,9166,8.7896,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p13,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1110.8449,9566,8.6115,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p14,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1596.675,13301,8.3304,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p15,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2156.1373,17534,8.1321,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p16,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,768.2122,6791,8.84,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p17,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1503.0216,12704,8.4523,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p18,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1461.8995,11929,8.1599,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p19,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,667.4749,5856,8.7734,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p20,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,4885.595,32768,6.7071,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p21,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2556.2329,19351,7.5701,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p22,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,902.0345,8100,8.9797,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p23,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2004.7158,16312,8.1368,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p24,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,359.902,3316,9.2136,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p25,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,4690.1035,32768,6.9866,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p26,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,747.3069,6762,9.0485,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p27,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1238.7572,10320,8.3309,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p28,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,3065.5781,23753,7.7483,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed43,p29,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1549.9193,13201,8.5172,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p00,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,370.2733,3450,9.3174,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p01,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,4724.3782,32768,6.9359,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p02,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,708.2406,6264,8.8445,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p03,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1111.7785,9888,8.8939,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p04,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1379.5245,12159,8.8139,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p05,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2406.2282,19626,8.1563,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p06,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2702.7707,21952,8.122,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p07,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,609.3285,5679,9.3201,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p08,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,563.6716,5206,9.2359,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p09,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,293.6946,2750,9.3635,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p10,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1584.8925,13756,8.6795,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p11,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,531.2867,4923,9.2662,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p12,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,518.6688,4819,9.2911,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p13,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1961.6713,16690,8.5081,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p14,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2524.2732,20736,8.2146,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p15,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1831.7731,15748,8.5971,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p16,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,4234.9767,30166,7.1231,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p17,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1274.0005,11464,8.9984,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p18,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1168.673,10523,9.0042,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p19,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,675.0564,6316,9.3563,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p20,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2811.1355,22662,8.0615,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p21,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1791.2465,15501,8.6538,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p22,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,4617.3493,32768,7.0967,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p23,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1830.1829,15696,8.5762,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p24,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,340.2882,3278,9.633,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p25,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1825.6896,15165,8.3065,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p26,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1773.8925,14515,8.1826,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p27,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1717.2737,14662,8.538,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p28,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,2318.5187,18451,7.9581,recorded runtime_seconds/tokens_per_second in canonical JSON
CAUSAL_V4_25,seed44,p29,REAL_PER_RESULT_RUNTIME_SECONDS,HIGH,1655.7334,14140,8.54,recorded runtime_seconds/tokens_per_second in canonical JSON
