backend,decode_position,layer,reason,status,task_key
reference,128,14,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,15,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,16,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,17,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,18,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,19,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,20,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,21,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,22,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,23,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,24,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,25,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,26,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,27,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,28,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,29,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,30,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,128,31,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,0,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,1,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,2,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,3,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,4,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,5,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,6,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,7,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,8,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,9,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,10,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,11,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,12,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,13,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,14,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,15,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,16,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,17,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,18,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,19,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,20,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,21,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,22,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,23,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,24,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,25,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,26,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,27,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,28,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,29,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,30,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,256,31,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,0,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,1,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,2,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,3,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,4,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,5,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,6,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,7,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,8,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,9,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,10,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,11,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,12,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,13,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,14,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,15,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,16,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,17,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,18,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,19,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,20,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,21,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,22,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,23,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,24,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,25,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,26,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,27,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,28,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,29,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,30,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,512,31,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,0,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,1,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,2,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,3,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,4,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,5,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,6,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,7,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,8,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,9,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,10,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,11,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,12,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,13,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,14,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,15,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,16,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,17,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,18,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,19,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,20,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,21,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,22,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,23,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,24,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,25,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,26,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,27,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,28,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,29,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,30,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,1024,31,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,0,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,1,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,2,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,3,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,4,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,5,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,6,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,7,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,8,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,9,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,10,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,11,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,12,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,13,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,14,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,15,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,16,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,17,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,18,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,19,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,20,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,21,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,22,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,23,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,24,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,25,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,26,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,27,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,28,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,29,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,30,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,2048,31,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,0,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,1,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,2,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,3,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,4,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,5,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,6,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,7,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,8,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,9,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,10,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,11,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,12,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,13,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,14,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,15,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,16,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,17,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,18,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,19,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,20,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,21,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,22,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,23,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,24,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,25,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,26,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,27,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,28,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,29,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,30,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
reference,4096,31,v3 harness did not persist reconstructed KV tensors to avoid raw tensor dumps,not_collected_in_reference_v3,aime24:p14:s0:seed14042
