path	git_status	category	approx_diff_size	likely_originating_task	scientific_system_purpose	should_commit	proposed_commit_group	reason	file_type	bytes
reports/system_full_model_serving_benchmark_v1/context_scaling_fresh_decode8_runs/fp16_full_model_ctx8192.json	??	FINAL_REPORT	1867 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1867
reports/system_full_model_serving_benchmark_v1/context_scaling_fresh_runs/causal_v4_25_full_model_ctx256.json	??	FINAL_REPORT	1875 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1875
reports/system_full_model_serving_benchmark_v1/context_scaling_probe.json	??	RAW_EXPERIMENT_ARTIFACT	12941 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	12941
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_report.md	??	RAW_EXPERIMENT_ARTIFACT	3168 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	ASCII text, with very long lines (343)	3168
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/causal_v4_25_full_model_ctx256.json	??	RAW_EXPERIMENT_ARTIFACT	1876 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1876
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/causal_v4_25_full_model_ctx4096.json	??	RAW_EXPERIMENT_ARTIFACT	1874 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1874
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/causal_v4_25_full_model_ctx8192.json	??	RAW_EXPERIMENT_ARTIFACT	1874 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1874
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx16384.json	??	RAW_EXPERIMENT_ARTIFACT	1871 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1871
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx256.json	??	RAW_EXPERIMENT_ARTIFACT	2895 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	2895
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx4096.json	??	RAW_EXPERIMENT_ARTIFACT	2898 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	2898
reports/system_full_model_serving_benchmark_v1/context_scaling_probe_runs/fp16_full_model_ctx8192.json	??	RAW_EXPERIMENT_ARTIFACT	1868 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1868
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/context_scaling.json	??	FINAL_REPORT	1622 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1622
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/copy_accounting.csv	??	FINAL_REPORT	779 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	CSV ASCII text	779
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/copy_accounting_after.json	??	FINAL_REPORT	249 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	249
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/copy_accounting_before.json	??	FINAL_REPORT	1376 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1376
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/current_dataflow.md	??	FINAL_REPORT	1809 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	ASCII text	1809
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/final_gate.json	??	FINAL_REPORT	1283 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1283
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/README.md	??	RAW_EXPERIMENT_ARTIFACT	1359 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	ASCII text	1359
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/capacity_scaling.csv	??	RAW_EXPERIMENT_ARTIFACT	301 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	301
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/capacity_scaling.json	??	RAW_EXPERIMENT_ARTIFACT	795 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	795
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/context_scaling.csv	??	RAW_EXPERIMENT_ARTIFACT	345 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	345
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/context_scaling.json	??	RAW_EXPERIMENT_ARTIFACT	1694 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1694
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_raw.csv	??	RAW_EXPERIMENT_ARTIFACT	2576 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	2576
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_raw.json	??	RAW_EXPERIMENT_ARTIFACT	6071 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	6071
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_summary.csv	??	RAW_EXPERIMENT_ARTIFACT	324 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	324
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_b_scaling_summary.json	??	RAW_EXPERIMENT_ARTIFACT	1679 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1679
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_raw.csv	??	RAW_EXPERIMENT_ARTIFACT	0 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	empty	0
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_raw.json	??	RAW_EXPERIMENT_ARTIFACT	3 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	3
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_summary.csv	??	RAW_EXPERIMENT_ARTIFACT	301 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	301
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_capacity_summary.json	??	RAW_EXPERIMENT_ARTIFACT	795 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	795
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_raw.csv	??	RAW_EXPERIMENT_ARTIFACT	2576 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	2576
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_raw.json	??	RAW_EXPERIMENT_ARTIFACT	6071 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	6071
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_summary.csv	??	RAW_EXPERIMENT_ARTIFACT	345 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	345
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/decode_only_context_scaling_summary.json	??	RAW_EXPERIMENT_ARTIFACT	1694 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1694
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/environment.json	??	RAW_EXPERIMENT_ARTIFACT	12938 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	12938
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/exact_commands.md	??	RAW_EXPERIMENT_ARTIFACT	477 bytes	full-model decode-only protocol repair	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	ASCII text	477
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/final_gate.json	??	RAW_EXPERIMENT_ARTIFACT	1865 bytes	full-model decode-only protocol repair	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1865
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/master_run_summaries.csv	??	RAW_EXPERIMENT_ARTIFACT	3450 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	3450
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/master_run_summaries.json	??	RAW_EXPERIMENT_ARTIFACT	6967 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	6967
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/matched_b_scaling.csv	??	RAW_EXPERIMENT_ARTIFACT	324 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	324
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/matched_b_scaling.json	??	RAW_EXPERIMENT_ARTIFACT	1679 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	1679
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/memory_scaling_repaired.csv	??	RAW_EXPERIMENT_ARTIFACT	262 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	262
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/memory_scaling_repaired.json	??	RAW_EXPERIMENT_ARTIFACT	913 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	913
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/old_vs_new_comparison.csv	??	RAW_EXPERIMENT_ARTIFACT	0 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	empty	0
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/old_vs_new_comparison.json	??	RAW_EXPERIMENT_ARTIFACT	3 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	3
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/point_summaries.csv	??	RAW_EXPERIMENT_ARTIFACT	3450 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	CSV ASCII text	3450
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/point_summaries.json	??	RAW_EXPERIMENT_ARTIFACT	6967 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	6967
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/points/smoke__causal_v4_25_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	??	RAW_EXPERIMENT_ARTIFACT	5055 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	5055
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/points/smoke__fp16_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	??	RAW_EXPERIMENT_ARTIFACT	5009 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	5009
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/points/smoke_repeat__fp16_full_model__c2048__b1__d8__ac1__tr1__w0__m1.json	??	RAW_EXPERIMENT_ARTIFACT	5047 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	5047
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/protocol_definition.md	??	RAW_EXPERIMENT_ARTIFACT	480 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	ASCII text	480
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/protocol_validation.json	??	RAW_EXPERIMENT_ARTIFACT	352 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	352
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/structural_counters.json	??	RAW_EXPERIMENT_ARTIFACT	504 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	JSON text data	504
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/formal_smoke_no_optimization/summary.md	??	RAW_EXPERIMENT_ARTIFACT	1359 bytes	full-model serving/scaling benchmark	Raw experiment/probe artifact; review before committing.	review	REVIEW_OR_EXCLUDE	raw/binary/probe artifact requires manual review before staging	ASCII text	1359
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/matched_b_scaling.json	??	FINAL_REPORT	2215 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	2215
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/performance_b1.json	??	FINAL_REPORT	406 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	406
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/points/capacity_check__causal_v4_25_full_model__c4096__b8__d8.json	??	FINAL_REPORT	4641 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	4641
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_after.json	??	FINAL_REPORT	57 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	57
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_before.json	??	FINAL_REPORT	679 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	679
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/cache_mutation_forensic.csv	??	FINAL_REPORT	693 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	CSV ASCII text	693
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/cache_mutation_forensic.json	??	FINAL_REPORT	2011 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	2011
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/decode_component_profile.csv	??	FINAL_REPORT	30836 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	CSV ASCII text	30836
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/decode_component_profile.json	??	FINAL_REPORT	86341 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	86341
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/environment.json	??	FINAL_REPORT	12938 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	12938
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/final_gate.json	??	FINAL_REPORT	358 bytes	post-scaling bottleneck forensic	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	358
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/memory_breakdown.csv	??	FINAL_REPORT	0 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	empty	0
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/memory_breakdown.json	??	FINAL_REPORT	3 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/memory_lifecycle.csv	??	FINAL_REPORT	0 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	empty	0
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/memory_lifecycle.json	??	FINAL_REPORT	3 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/oom_forensic.json	??	FINAL_REPORT	3 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/points/profile__causal_v4_25_full_model__c2048__b1__d8.json	??	FINAL_REPORT	14029 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	14029
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/points/profile__causal_v4_25_full_model__c2048__b2__d8.json	??	FINAL_REPORT	14018 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	14018
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/points/profile__causal_v4_25_full_model__c4096__b1__d8.json	??	FINAL_REPORT	14023 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	14023
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/points/profile__fp16_full_model__c2048__b1__d8.json	??	FINAL_REPORT	5192 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	5192
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/points/profile__fp16_full_model__c2048__b2__d8.json	??	FINAL_REPORT	5195 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	5195
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/points/profile__fp16_full_model__c4096__b1__d8.json	??	FINAL_REPORT	5195 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	5195
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/scaling_component_analysis.json	??	FINAL_REPORT	5480 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	5480
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/summary.md	??	FINAL_REPORT	3925 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	ASCII text	3925
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/temp_allocation_forensic.csv	??	FINAL_REPORT	0 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	empty	0
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/temp_allocation_forensic.json	??	FINAL_REPORT	3 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	3
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/worker_summaries.csv	??	FINAL_REPORT	1738 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	CSV ASCII text	1738
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/profile_decode_only_window/worker_summaries.json	??	FINAL_REPORT	2379 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	2379
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/semantic_gate.json	??	FINAL_REPORT	412 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	412
reports/system_full_model_serving_benchmark_v1/direct_compressed_page_append_v1/summary.md	??	FINAL_REPORT	2177 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	ASCII text, with very long lines (377)	2177
reports/system_full_model_serving_benchmark_v1/final_gate.json	??	FINAL_REPORT	3293 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	3293
reports/system_full_model_serving_benchmark_v1/final_report.md	??	FINAL_REPORT	3340 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	ASCII text, with very long lines (319)	3340
reports/system_full_model_serving_benchmark_v1/fp16_full_model_concurrency_sweep.json	??	FINAL_REPORT	1470 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	JSON text data	1470
reports/system_full_model_serving_benchmark_v1/full_model_b_concurrency_scaling_v1/README.md	??	FINAL_REPORT	1553 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	ASCII text	1553
reports/system_full_model_serving_benchmark_v1/full_model_b_concurrency_scaling_v1/capacity_scaling_raw.csv	??	FINAL_REPORT	7801 bytes	full-model serving/scaling benchmark	Scientific report/evidence artifact.	yes	B_full_model_benchmark_protocol_forensics	semantic source/test/report artifact	CSV ASCII text	7801
