kv_type,metric,task,layer,kv_head,rank,score,count,contrib
k,range_contraction,passage_retrieval_en,12,0,153,0.5477478569887531,756,414.0973798834973
k,range_contraction,passage_retrieval_en,30,0,154,0.5466974568745515,756,413.3032773971609
k,range_contraction,passage_retrieval_en,28,0,155,0.5455993458994599,756,412.47310549999173
k,range_contraction,passage_retrieval_en,28,3,156,0.5451911210621436,756,412.16448752298055
k,range_contraction,passage_retrieval_en,21,6,157,0.5446208720033935,756,411.73337923456546
k,range_contraction,passage_retrieval_en,1,2,158,0.5416998096334763,756,409.52505608290807
k,range_contraction,passage_retrieval_en,7,5,159,0.5396202383370362,756,407.95290018279934
k,range_contraction,passage_retrieval_en,30,4,160,0.5381883912631987,756,406.87042379497825
k,range_contraction,passage_retrieval_en,19,4,161,0.5377354190995116,756,406.52797683923075
k,range_contraction,passage_retrieval_en,19,5,162,0.5376418185379449,756,406.4572148146864
k,range_contraction,passage_retrieval_en,11,5,163,0.5371129802413298,756,406.05741306244533
k,range_contraction,passage_retrieval_en,3,2,164,0.5359527760397081,756,405.18029868601934
k,range_contraction,passage_retrieval_en,20,7,165,0.5338721531364151,756,403.60734777112987
k,range_contraction,passage_retrieval_en,3,0,166,0.533438997302134,756,403.27988196041326
k,range_contraction,passage_retrieval_en,18,7,167,0.5300674257428257,756,400.7309738615763
k,range_contraction,passage_retrieval_en,19,2,168,0.5295029126101707,756,400.30420193328905
k,range_contraction,passage_retrieval_en,9,2,169,0.5277269618631935,756,398.9615831685743
k,range_contraction,passage_retrieval_en,9,4,170,0.5269939889596268,756,398.4074556534779
k,range_contraction,passage_retrieval_en,3,5,171,0.5261079290691489,756,397.7375943762766
k,range_contraction,passage_retrieval_en,27,6,172,0.5251486891386371,756,397.0124089888097
k,range_contraction,passage_retrieval_en,15,1,173,0.5250961528420627,756,396.9726915485994
k,range_contraction,passage_retrieval_en,7,2,174,0.5242652273092934,756,396.34451184582576
k,range_contraction,passage_retrieval_en,31,0,175,0.5218433500402521,756,394.51357263043053
k,range_contraction,passage_retrieval_en,31,6,176,0.5198798733250681,756,393.0291842337515
k,range_contraction,passage_retrieval_en,20,5,177,0.5192297706600651,756,392.5377066190092
k,range_contraction,passage_retrieval_en,11,2,178,0.5187000968405513,756,392.1372732114568
k,range_contraction,passage_retrieval_en,16,7,179,0.5173677622564421,756,391.13002826587024
k,range_contraction,passage_retrieval_en,4,3,180,0.5164247088913175,756,390.41707992183603
k,range_contraction,passage_retrieval_en,19,1,181,0.5151603189044437,756,389.4612010917594
k,range_contraction,passage_retrieval_en,7,0,182,0.5146631858612684,756,389.0853685111189
k,range_contraction,passage_retrieval_en,29,2,183,0.5138239968527547,756,388.45094162068256
k,range_contraction,passage_retrieval_en,8,3,184,0.5129889611239814,756,387.81965460973
k,range_contraction,passage_retrieval_en,26,4,185,0.5090009977364853,756,384.8047542887829
k,range_contraction,passage_retrieval_en,11,4,186,0.5088870736380592,756,384.71862767037277
k,range_contraction,passage_retrieval_en,5,0,187,0.5081021884486394,756,384.12525446717143
k,range_contraction,passage_retrieval_en,17,4,188,0.5080855723760258,756,384.11269271627555
k,range_contraction,passage_retrieval_en,9,1,189,0.5068430112655068,756,383.1733165167231
k,range_contraction,passage_retrieval_en,13,6,190,0.5057144115923217,756,382.32009516379514
k,range_contraction,passage_retrieval_en,10,1,191,0.5037391529681661,756,380.82679964393355
k,range_contraction,passage_retrieval_en,18,6,192,0.5009918323883477,756,378.7498252855908
k,range_contraction,passage_retrieval_en,17,1,193,0.4997941450082661,756,377.84437362624914
k,range_contraction,passage_retrieval_en,27,0,194,0.4977727173310992,756,376.31617430231097
k,range_contraction,passage_retrieval_en,12,7,195,0.49734781247084686,756,375.9949462279602
k,range_contraction,passage_retrieval_en,27,3,196,0.49734244813230055,756,375.9908907880192
k,range_contraction,passage_retrieval_en,24,7,197,0.49518164899045114,756,374.35732663678107
k,range_contraction,passage_retrieval_en,18,3,198,0.49438606537604296,756,373.75586542428846
k,range_contraction,passage_retrieval_en,7,1,199,0.4940747101348622,756,373.52048086195583
k,range_contraction,passage_retrieval_en,19,7,200,0.49391148144048275,756,373.39707996900495
k,range_contraction,passage_retrieval_en,31,4,201,0.4929210414017885,756,372.6483072997521
k,range_contraction,passage_retrieval_en,8,4,202,0.49170057935094463,756,371.7256379893141
k,range_contraction,passage_retrieval_en,11,0,203,0.4902332988125731,756,370.61637390230527
k,range_contraction,passage_retrieval_en,25,6,204,0.48895596263983454,756,369.6507077557149
k,range_contraction,passage_retrieval_en,20,2,205,0.4880224209213912,756,368.9449502165717
k,range_contraction,passage_retrieval_en,12,5,206,0.48481393333094425,756,366.51933359819384
k,range_contraction,passage_retrieval_en,2,7,207,0.48396876655737775,756,365.8803875173776
k,range_contraction,passage_retrieval_en,7,7,208,0.48364985775989655,756,365.6392924664818
k,range_contraction,passage_retrieval_en,26,0,209,0.4824202164303971,756,364.70968362138024
k,range_contraction,passage_retrieval_en,26,2,210,0.479881997737126,756,362.79079028926725
k,range_contraction,passage_retrieval_en,25,7,211,0.4788350523478897,756,361.9992995750046
k,range_contraction,passage_retrieval_en,27,4,212,0.47654380541133845,756,360.26711689097186
k,range_contraction,passage_retrieval_en,21,2,213,0.4754162311956054,756,359.4146707838777
k,range_contraction,passage_retrieval_en,7,4,214,0.4737707448075647,756,358.17068307451893
k,range_contraction,passage_retrieval_en,30,1,215,0.47376224869064887,756,358.16426001013053
k,range_contraction,passage_retrieval_en,29,1,216,0.47136443301074554,756,356.35151135612364
k,range_contraction,passage_retrieval_en,12,2,217,0.46917849717288035,756,354.69894386269755
k,range_contraction,passage_retrieval_en,20,1,218,0.4680203342149286,756,353.823372666486
k,range_contraction,passage_retrieval_en,13,7,219,0.46714528216481,756,353.16183331659636
k,range_contraction,passage_retrieval_en,22,4,220,0.4643866412445225,756,351.076300780859
k,range_contraction,passage_retrieval_en,17,3,221,0.46419235531518227,756,350.9294206182778
k,range_contraction,passage_retrieval_en,5,6,222,0.4640836350880205,756,350.8472281265435
k,range_contraction,passage_retrieval_en,29,0,223,0.464045871767737,756,350.81867905640917
k,range_contraction,passage_retrieval_en,28,7,224,0.45913252748571554,756,347.10419077920096
k,range_contraction,passage_retrieval_en,28,2,225,0.45886375732776336,756,346.9010005397891
k,range_contraction,passage_retrieval_en,22,6,226,0.45849742254888404,756,346.62405144695634
k,range_contraction,passage_retrieval_en,25,0,227,0.45616449981669727,756,344.86036186142314
k,range_contraction,passage_retrieval_en,31,2,228,0.4546136260954396,756,343.68790132815235
k,range_contraction,passage_retrieval_en,24,2,229,0.4535808422932371,756,342.9071167736872
k,range_contraction,passage_retrieval_en,20,4,230,0.45338579024558245,756,342.75965742566035
k,range_contraction,passage_retrieval_en,3,7,231,0.45134187277643034,756,341.2144558189813
k,range_contraction,passage_retrieval_en,26,6,232,0.4452646906690864,756,336.6201061458293
k,range_contraction,passage_retrieval_en,16,3,233,0.4443649928601206,756,335.9399346022512
k,range_contraction,passage_retrieval_en,24,1,234,0.4431208392156206,756,334.9993544470092
k,range_contraction,passage_retrieval_en,12,1,235,0.4424505145754886,756,334.4925890190694
k,range_contraction,passage_retrieval_en,28,1,236,0.4404973890801978,756,333.01602614462956
k,range_contraction,passage_retrieval_en,24,0,237,0.4394585983940975,756,332.2307003859377
k,range_contraction,passage_retrieval_en,22,1,238,0.4379415332323668,756,331.0837991236693
k,range_contraction,passage_retrieval_en,23,4,239,0.43738738185891907,756,330.66486068534283
k,range_contraction,passage_retrieval_en,29,3,240,0.4367492590384754,756,330.1824398330874
k,range_contraction,passage_retrieval_en,16,1,241,0.43521935782770477,756,329.0258345177448
k,range_contraction,passage_retrieval_en,2,1,242,0.4350362755986695,756,328.8874243525941
k,range_contraction,passage_retrieval_en,29,7,243,0.42933895420508467,756,324.580249379044
k,range_contraction,passage_retrieval_en,25,2,244,0.42475029416294874,756,321.11122238718923
k,range_contraction,passage_retrieval_en,25,5,245,0.42244129441482264,756,319.3656185776059
k,range_contraction,passage_retrieval_en,28,4,246,0.41711471394559907,756,315.3387237428729
k,range_contraction,passage_retrieval_en,26,5,247,0.41688621340658877,756,315.1659773353811
k,range_contraction,passage_retrieval_en,26,1,248,0.4152254052182475,756,313.9104063449951
k,range_contraction,passage_retrieval_en,25,4,249,0.41336921094617324,756,312.50712347530697
k,range_contraction,passage_retrieval_en,23,0,250,0.41248801016117276,756,311.8409356818466
k,range_contraction,passage_retrieval_en,23,2,251,0.41168019437922265,756,311.2302269506923
k,range_contraction,passage_retrieval_en,28,5,252,0.40353424293821083,756,305.0718876612874
k,range_contraction,passage_retrieval_en,29,4,253,0.3979947603283042,756,300.884038808198
k,range_contraction,passage_retrieval_en,24,3,254,0.3951581922793572,756,298.73959336319405
k,range_contraction,passage_retrieval_en,3,4,255,0.39394623064904527,756,297.8233503706782
k,range_contraction,passage_retrieval_en,29,6,256,0.2961299005249907,756,223.87420479689297
k,range_contraction,passage_retrieval_zh,0,7,1,0.8592408461815909,486,417.5910512442532
k,range_contraction,passage_retrieval_zh,2,5,2,0.8368151350267442,486,406.6921556229977
k,range_contraction,passage_retrieval_zh,0,1,3,0.8354261618115353,486,406.01711464040613
k,range_contraction,passage_retrieval_zh,5,2,4,0.8281039217282432,486,402.4585059599262
k,range_contraction,passage_retrieval_zh,1,7,5,0.8219807380218556,486,399.4826386786218
k,range_contraction,passage_retrieval_zh,20,0,6,0.7917321173085198,486,384.7818090119406
k,range_contraction,passage_retrieval_zh,27,1,7,0.7858006524556911,486,381.89911709346586
k,range_contraction,passage_retrieval_zh,25,3,8,0.7658356383485633,486,372.1961202374018
k,range_contraction,passage_retrieval_zh,8,7,9,0.7654017004212412,486,371.9852264047232
k,range_contraction,passage_retrieval_zh,0,6,10,0.7652964893168316,486,371.93409380798016
k,range_contraction,passage_retrieval_zh,0,3,11,0.7587428971607046,486,368.74904802010246
k,range_contraction,passage_retrieval_zh,13,2,12,0.7529352159806506,486,365.9265149665962
k,range_contraction,passage_retrieval_zh,26,3,13,0.7509935785861805,486,364.98287919288373
k,range_contraction,passage_retrieval_zh,24,4,14,0.7497632823377327,486,364.3849552161381
k,range_contraction,passage_retrieval_zh,3,1,15,0.7497283779436416,486,364.3679916806098
k,range_contraction,passage_retrieval_zh,25,1,16,0.7473975011297556,486,363.2351855490612
k,range_contraction,passage_retrieval_zh,1,5,17,0.7455707289100748,486,362.34737425029635
k,range_contraction,passage_retrieval_zh,16,2,18,0.7321102432035372,486,355.8055781969191
k,range_contraction,passage_retrieval_zh,0,4,19,0.7295069370131676,486,354.5403713883995
k,range_contraction,passage_retrieval_zh,16,6,20,0.728918553275912,486,354.2544168920933
k,range_contraction,passage_retrieval_zh,11,1,21,0.7257387989052042,486,352.70905626792927
k,range_contraction,passage_retrieval_zh,10,4,22,0.7257251263760357,486,352.70241141875334
k,range_contraction,passage_retrieval_zh,13,3,23,0.7245130219403153,486,352.11332866299324
k,range_contraction,passage_retrieval_zh,27,5,24,0.7219935125836998,486,350.8888471156781
k,range_contraction,passage_retrieval_zh,0,5,25,0.7180046980328719,486,348.9502832439758
k,range_contraction,passage_retrieval_zh,10,2,26,0.7178709475982521,486,348.8852805327505
k,range_contraction,passage_retrieval_zh,4,7,27,0.7177362092459143,486,348.8197976935144
k,range_contraction,passage_retrieval_zh,23,3,28,0.7137530381980823,486,346.88397656426804
k,range_contraction,passage_retrieval_zh,21,7,29,0.7101132709138206,486,345.1150496641168
k,range_contraction,passage_retrieval_zh,24,5,30,0.7100795398221644,486,345.0986563535719
k,range_contraction,passage_retrieval_zh,14,5,31,0.7063173280094754,486,343.27022141260505
k,range_contraction,passage_retrieval_zh,22,0,32,0.7036647040311972,486,341.98104615916185
k,range_contraction,passage_retrieval_zh,20,3,33,0.7013859326923924,486,340.8735632885027
k,range_contraction,passage_retrieval_zh,4,0,34,0.6968205328787682,486,338.65477897908136
k,range_contraction,passage_retrieval_zh,1,3,35,0.6947605253558369,486,337.65361532293673
k,range_contraction,passage_retrieval_zh,1,0,36,0.6935165807063619,486,337.04905822329187
k,range_contraction,passage_retrieval_zh,0,2,37,0.6923533197856303,486,336.48371341581634
k,range_contraction,passage_retrieval_zh,1,4,38,0.6921640447047593,486,336.391725726513
k,range_contraction,passage_retrieval_zh,9,5,39,0.6898102724428449,486,335.2477924072226
k,range_contraction,passage_retrieval_zh,8,1,40,0.687977743029519,486,334.3571831123462
k,range_contraction,passage_retrieval_zh,1,6,41,0.6878588744148478,486,334.29941296561606
k,range_contraction,passage_retrieval_zh,13,5,42,0.6873973347290437,486,334.07510467831526
k,range_contraction,passage_retrieval_zh,17,6,43,0.6871650878065916,486,333.96223267400353
k,range_contraction,passage_retrieval_zh,20,6,44,0.686820112067828,486,333.7945744649644
k,range_contraction,passage_retrieval_zh,10,3,45,0.6862624018538902,486,333.5235273009906
k,range_contraction,passage_retrieval_zh,13,0,46,0.684084379084872,486,332.46500823524775
k,range_contraction,passage_retrieval_zh,22,3,47,0.6831840951211436,486,332.0274702288758
k,range_contraction,passage_retrieval_zh,18,5,48,0.6829763763312078,486,331.92651889696697
k,range_contraction,passage_retrieval_zh,22,7,49,0.6808727593007992,486,330.9041610201884
k,range_contraction,passage_retrieval_zh,6,3,50,0.6802240280827321,486,330.5888776482078
k,range_contraction,passage_retrieval_zh,24,6,51,0.6797723115737608,486,330.3693434248478
k,range_contraction,passage_retrieval_zh,3,6,52,0.6794406494212298,486,330.2081556187177
k,range_contraction,passage_retrieval_zh,9,3,53,0.6749080540525865,486,328.005314269557
k,range_contraction,passage_retrieval_zh,15,3,54,0.674476405752329,486,327.7955331956319
k,range_contraction,passage_retrieval_zh,21,1,55,0.6741077996092911,486,327.6163906101155
k,range_contraction,passage_retrieval_zh,1,1,56,0.6707676844907428,486,325.993094662501
k,range_contraction,passage_retrieval_zh,15,7,57,0.6686500795286822,486,324.96393865093955
k,range_contraction,passage_retrieval_zh,30,3,58,0.6676978127480834,486,324.5011369955685
k,range_contraction,passage_retrieval_zh,15,4,59,0.667486931413769,486,324.3986486670917
k,range_contraction,passage_retrieval_zh,26,7,60,0.6652293867628849,486,323.3014819667621
k,range_contraction,passage_retrieval_zh,31,7,61,0.6620617327067151,486,321.7620020954635
k,range_contraction,passage_retrieval_zh,6,2,62,0.6576027074807759,486,319.59491583565705
k,range_contraction,passage_retrieval_zh,6,7,63,0.6568130871072179,486,319.2111603341079
k,range_contraction,passage_retrieval_zh,14,6,64,0.6537856001313513,486,317.7398016638368
k,range_contraction,passage_retrieval_zh,17,7,65,0.6523577678694867,486,317.04587518457055
k,range_contraction,passage_retrieval_zh,14,7,66,0.652144490124163,486,316.9422222003432
k,range_contraction,passage_retrieval_zh,13,4,67,0.6514921004496936,486,316.6251608185511
k,range_contraction,passage_retrieval_zh,23,1,68,0.6496829715839635,486,315.74592418980626
k,range_contraction,passage_retrieval_zh,9,7,69,0.6485712890182324,486,315.2056464628609
k,range_contraction,passage_retrieval_zh,23,7,70,0.6467847256046801,486,314.33737664387456
k,range_contraction,passage_retrieval_zh,8,0,71,0.6465585638456705,486,314.22746202899583
k,range_contraction,passage_retrieval_zh,18,4,72,0.6461112398691127,486,314.01006257638875
k,range_contraction,passage_retrieval_zh,30,5,73,0.6405615338347165,486,311.3129054436722
k,range_contraction,passage_retrieval_zh,11,3,74,0.6382370305407834,486,310.18319684282073
k,range_contraction,passage_retrieval_zh,30,6,75,0.6378736226749416,486,310.0065806200216
k,range_contraction,passage_retrieval_zh,10,7,76,0.6363144619063832,486,309.24882848650225
k,range_contraction,passage_retrieval_zh,16,0,77,0.6354961011168817,486,308.8511051428045
k,range_contraction,passage_retrieval_zh,14,3,78,0.6350148593063859,486,308.61722162290357
k,range_contraction,passage_retrieval_zh,19,0,79,0.6346280424634254,486,308.42922863722475
k,range_contraction,passage_retrieval_zh,2,2,80,0.6326858879795684,486,307.4853415580702
k,range_contraction,passage_retrieval_zh,10,6,81,0.632194694973398,486,307.2466217570714
k,range_contraction,passage_retrieval_zh,11,7,82,0.6321753701944536,486,307.23722991450444
k,range_contraction,passage_retrieval_zh,9,0,83,0.6314745287205709,486,306.89662095819745
k,range_contraction,passage_retrieval_zh,16,5,84,0.6308076559320099,486,306.5725207829568
k,range_contraction,passage_retrieval_zh,15,0,85,0.6285477617099554,486,305.4742121910383
k,range_contraction,passage_retrieval_zh,4,1,86,0.62672708317062,486,304.5893624209213
k,range_contraction,passage_retrieval_zh,9,6,87,0.6236886278159065,486,303.11267311853055
k,range_contraction,passage_retrieval_zh,14,1,88,0.6204464646226592,486,301.53698180661235
k,range_contraction,passage_retrieval_zh,31,5,89,0.6185645637241826,486,300.6223779699527
k,range_contraction,passage_retrieval_zh,14,2,90,0.6176217883324021,486,300.1641891295474
k,range_contraction,passage_retrieval_zh,18,1,91,0.617050421015254,486,299.8865046134134
k,range_contraction,passage_retrieval_zh,21,3,92,0.6164705220102777,486,299.604673696995
k,range_contraction,passage_retrieval_zh,2,4,93,0.6162399270030443,486,299.49260452347954
k,range_contraction,passage_retrieval_zh,5,4,94,0.6161137187812181,486,299.431267327672
k,range_contraction,passage_retrieval_zh,28,6,95,0.6159999264962844,486,299.3759642771942
k,range_contraction,passage_retrieval_zh,15,5,96,0.6137811963451875,486,298.2976614237611
k,range_contraction,passage_retrieval_zh,6,0,97,0.6129334236344719,486,297.88564388635336
k,range_contraction,passage_retrieval_zh,17,0,98,0.6116380172222238,486,297.25607637000076
k,range_contraction,passage_retrieval_zh,15,6,99,0.6102694168111109,486,296.5909365701999
k,range_contraction,passage_retrieval_zh,16,4,100,0.6088471136652894,486,295.89969724133067
k,range_contraction,passage_retrieval_zh,5,7,101,0.60793362962038,486,295.4557439955047
k,range_contraction,passage_retrieval_zh,8,6,102,0.606427228750572,486,294.72363317277797
k,range_contraction,passage_retrieval_zh,18,2,103,0.6049575298804878,486,294.0093595219171
k,range_contraction,passage_retrieval_zh,22,2,104,0.6045926087216977,486,293.8320078387451
k,range_contraction,passage_retrieval_zh,27,2,105,0.6025136224254038,486,292.82162049874626
k,range_contraction,passage_retrieval_zh,23,6,106,0.6024045613065873,486,292.76861679500144
k,range_contraction,passage_retrieval_zh,31,1,107,0.6020325469049622,486,292.58781779581165
k,range_contraction,passage_retrieval_zh,5,3,108,0.6009570638424219,486,292.065133027417
k,range_contraction,passage_retrieval_zh,31,6,109,0.6006512723475992,486,291.9165183609332
k,range_contraction,passage_retrieval_zh,10,0,110,0.6003339415437652,486,291.7622955902699
k,range_contraction,passage_retrieval_zh,22,5,111,0.5986510267796357,486,290.94439901490296
k,range_contraction,passage_retrieval_zh,7,6,112,0.5985171826712649,486,290.8793507782347
k,range_contraction,passage_retrieval_zh,4,2,113,0.5977684182695293,486,290.51545127899124
k,range_contraction,passage_retrieval_zh,21,0,114,0.597224585010568,486,290.25114831513605
k,range_contraction,passage_retrieval_zh,19,3,115,0.5958554613185599,486,289.58575420082013
k,range_contraction,passage_retrieval_zh,15,2,116,0.5946201279539486,486,288.985382185619
k,range_contraction,passage_retrieval_zh,8,2,117,0.5929942418604467,486,288.1952015441771
k,range_contraction,passage_retrieval_zh,5,5,118,0.5923073745532639,486,287.86138403288624
k,range_contraction,passage_retrieval_zh,29,5,119,0.591790487499235,486,287.6101769246282
k,range_contraction,passage_retrieval_zh,4,5,120,0.5908476373570114,486,287.1519517555075
k,range_contraction,passage_retrieval_zh,28,3,121,0.5896572623849068,486,286.5734295190647
k,range_contraction,passage_retrieval_zh,17,2,122,0.588904897052961,486,286.20777996773904
k,range_contraction,passage_retrieval_zh,23,5,123,0.585674036662535,486,284.63758181799204
k,range_contraction,passage_retrieval_zh,3,0,124,0.5827533634434521,486,283.2181346335177
k,range_contraction,passage_retrieval_zh,21,5,125,0.5806264767451921,486,282.18446769816336
k,range_contraction,passage_retrieval_zh,14,0,126,0.5790116792239074,486,281.399676102819
k,range_contraction,passage_retrieval_zh,28,0,127,0.578095128790735,486,280.9542325922972
k,range_contraction,passage_retrieval_zh,6,4,128,0.5769048114816273,486,280.37573838007086
k,range_contraction,passage_retrieval_zh,11,6,129,0.5742498524533216,486,279.0854282923143
k,range_contraction,passage_retrieval_zh,6,1,130,0.573299120634811,486,278.62337262851815
k,range_contraction,passage_retrieval_zh,18,7,131,0.5729076107201203,486,278.43309880997845
k,range_contraction,passage_retrieval_zh,17,5,132,0.5721769480449076,486,278.0779967498251
k,range_contraction,passage_retrieval_zh,13,1,133,0.5711083138871326,486,277.55864054914645
k,range_contraction,passage_retrieval_zh,31,0,134,0.5710334544812007,486,277.5222588778635
k,range_contraction,passage_retrieval_zh,30,0,135,0.5708898067797206,486,277.4524460949442
k,range_contraction,passage_retrieval_zh,30,7,136,0.5708244828093009,486,277.4206986453202
k,range_contraction,passage_retrieval_zh,5,1,137,0.5704846584751171,486,277.2555440189069
k,range_contraction,passage_retrieval_zh,1,2,138,0.5698087710588873,486,276.9270627346192
k,range_contraction,passage_retrieval_zh,4,6,139,0.5687604403628732,486,276.41757401635635
k,range_contraction,passage_retrieval_zh,2,0,140,0.5679761974170761,486,276.03643194469896
k,range_contraction,passage_retrieval_zh,14,4,141,0.5675145710820789,486,275.81208154589035
k,range_contraction,passage_retrieval_zh,19,4,142,0.5664121613139419,486,275.2763103985758
k,range_contraction,passage_retrieval_zh,12,6,143,0.5636594696211888,486,273.9385022358978
k,range_contraction,passage_retrieval_zh,3,2,144,0.5618545436858811,486,273.0613082313382
k,range_contraction,passage_retrieval_zh,31,2,145,0.5607540409595497,486,272.5264639063412
k,range_contraction,passage_retrieval_zh,21,4,146,0.5604793342968662,486,272.392956468277
k,range_contraction,passage_retrieval_zh,8,5,147,0.5598481209844853,486,272.0861867984599
k,range_contraction,passage_retrieval_zh,4,4,148,0.5585711598315389,486,271.4655836781279
k,range_contraction,passage_retrieval_zh,9,2,149,0.5582628669284847,486,271.31575332724356
k,range_contraction,passage_retrieval_zh,12,3,150,0.5557088793822794,486,270.0745153797878
k,range_contraction,passage_retrieval_zh,6,5,151,0.5546410640746069,486,269.55555714025894
k,range_contraction,passage_retrieval_zh,30,4,152,0.5539630682732172,486,269.22605118078354
k,range_contraction,passage_retrieval_zh,9,4,153,0.5534775260641489,486,268.99007766717637
k,range_contraction,passage_retrieval_zh,12,4,154,0.5519209491675542,486,268.23358129543135
k,range_contraction,passage_retrieval_zh,7,0,155,0.5508589799776016,486,267.7174642691144
k,range_contraction,passage_retrieval_zh,20,5,156,0.5502036395331078,486,267.3989688130904
k,range_contraction,passage_retrieval_zh,6,6,157,0.5501875186107947,486,267.39113404484624
k,range_contraction,passage_retrieval_zh,10,5,158,0.5492042514014006,486,266.9132661810807
k,range_contraction,passage_retrieval_zh,2,3,159,0.5485376907393905,486,266.5893176993438
k,range_contraction,passage_retrieval_zh,18,0,160,0.5471028295031365,486,265.89197513852434
k,range_contraction,passage_retrieval_zh,7,5,161,0.5467991123049315,486,265.7443685801967
k,range_contraction,passage_retrieval_zh,21,6,162,0.5467147447835983,486,265.7033659648288
k,range_contraction,passage_retrieval_zh,27,0,163,0.5456501898645495,486,265.18599227417104
k,range_contraction,passage_retrieval_zh,11,2,164,0.5450812914036972,486,264.9095076221968
k,range_contraction,passage_retrieval_zh,27,6,165,0.54262459553647,486,263.7155534307244
k,range_contraction,passage_retrieval_zh,27,7,166,0.5408706884195228,486,262.86315457188806
k,range_contraction,passage_retrieval_zh,26,4,167,0.5407098803689893,486,262.78500185932876
k,range_contraction,passage_retrieval_zh,19,2,168,0.5401092447883006,486,262.4930929671141
k,range_contraction,passage_retrieval_zh,11,5,169,0.5400613551789842,486,262.46981861698634
k,range_contraction,passage_retrieval_zh,2,6,170,0.5353964141833367,486,260.20265729310165
k,range_contraction,passage_retrieval_zh,19,6,171,0.5340724442563947,486,259.5592079086078
k,range_contraction,passage_retrieval_zh,10,1,172,0.5306750472141435,486,257.90807294607373
k,range_contraction,passage_retrieval_zh,17,1,173,0.5298854790908866,486,257.52434283817087
k,range_contraction,passage_retrieval_zh,7,3,174,0.5277330842689875,486,256.4782789547279
k,range_contraction,passage_retrieval_zh,0,0,175,0.5272318511475174,486,256.23467965769345
k,range_contraction,passage_retrieval_zh,30,2,176,0.5269162154876135,486,256.08128072698014
k,range_contraction,passage_retrieval_zh,17,4,177,0.5264044729325899,486,255.83257384523864
k,range_contraction,passage_retrieval_zh,20,7,178,0.526157405392388,486,255.71249902070056
k,range_contraction,passage_retrieval_zh,5,0,179,0.5246356663377436,486,254.97293384014338
k,range_contraction,passage_retrieval_zh,7,2,180,0.5225862454217257,486,253.97691527495869
k,range_contraction,passage_retrieval_zh,3,3,181,0.5223135664616443,486,253.84439330035914
k,range_contraction,passage_retrieval_zh,24,7,182,0.5206316308692218,486,253.02697260244182
k,range_contraction,passage_retrieval_zh,15,1,183,0.5178877504455487,486,251.69344671653664
k,range_contraction,passage_retrieval_zh,8,3,184,0.5172431269556824,486,251.38015970046166
k,range_contraction,passage_retrieval_zh,11,4,185,0.515666825889501,486,250.61407738229747
k,range_contraction,passage_retrieval_zh,12,0,186,0.5131068288434715,486,249.36991881792713
k,range_contraction,passage_retrieval_zh,30,1,187,0.5127364498827611,486,249.1899146430219
k,range_contraction,passage_retrieval_zh,19,5,188,0.5126390189733251,486,249.14256322103597
k,range_contraction,passage_retrieval_zh,29,3,189,0.511985402082923,486,248.82490541230055
k,range_contraction,passage_retrieval_zh,11,0,190,0.5119644228607495,486,248.81470951032426
k,range_contraction,passage_retrieval_zh,27,3,191,0.5118461828103923,486,248.75724484585066
k,range_contraction,passage_retrieval_zh,16,7,192,0.5116302461575928,486,248.6522996325901
k,range_contraction,passage_retrieval_zh,29,2,193,0.511538281921448,486,248.60760501382373
k,range_contraction,passage_retrieval_zh,4,3,194,0.5104884173194478,486,248.09737081725163
k,range_contraction,passage_retrieval_zh,22,4,195,0.5094900879548575,486,247.61218274606074
k,range_contraction,passage_retrieval_zh,18,6,196,0.5071134574081906,486,246.45714030038064
k,range_contraction,passage_retrieval_zh,31,4,197,0.5027333717969694,486,244.32841869332714
k,range_contraction,passage_retrieval_zh,31,3,198,0.502729194822249,486,244.326388683613
k,range_contraction,passage_retrieval_zh,13,6,199,0.502387913113874,486,244.16052577334275
k,range_contraction,passage_retrieval_zh,19,1,200,0.5010430165798061,486,243.50690605778578
k,range_contraction,passage_retrieval_zh,25,7,201,0.5006989759806338,486,243.33970232658805
k,range_contraction,passage_retrieval_zh,20,2,202,0.5000024634667358,486,243.00119724483363
k,range_contraction,passage_retrieval_zh,2,7,203,0.49738682489819913,486,241.72999690052478
k,range_contraction,passage_retrieval_zh,12,7,204,0.4952798790164692,486,240.70602120200402
k,range_contraction,passage_retrieval_zh,7,1,205,0.4950433782851373,486,240.5910818465767
k,range_contraction,passage_retrieval_zh,24,2,206,0.4943464406289465,486,240.252370145668
k,range_contraction,passage_retrieval_zh,7,7,207,0.4923449205783917,486,239.27963140109836
k,range_contraction,passage_retrieval_zh,26,0,208,0.49159358730696356,486,238.9144834311843
k,range_contraction,passage_retrieval_zh,21,2,209,0.4899867906117659,486,238.13358023731823
k,range_contraction,passage_retrieval_zh,8,4,210,0.4830067404278013,486,234.74127584791142
k,range_contraction,passage_retrieval_zh,7,4,211,0.4808523792877996,486,233.6942563338706
k,range_contraction,passage_retrieval_zh,25,0,212,0.4803893683389407,486,233.46923301272517
k,range_contraction,passage_retrieval_zh,18,3,213,0.47929757589528155,486,232.93862188510684
k,range_contraction,passage_retrieval_zh,12,5,214,0.4791716086234708,486,232.8774017910068
k,range_contraction,passage_retrieval_zh,25,6,215,0.4789073542346374,486,232.74897415803377
k,range_contraction,passage_retrieval_zh,22,6,216,0.47885541440485324,486,232.72373140075868
